sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:count,ADD_INFO:vocabulary_id,ADD_INFO:vocabulary_concept_code,ADD_INFO:vocabulary_concept_name,ADD_INFO:source_concept,ADD_INFO:abbreviation,ADD_INFO:category,ADD_INFO:unitid,ADD_INFO:unit,ADD_INFO:ucum_code,ADD_INFO:low_normal_value,ADD_INFO:high_normal_value,ADD_INFO:expected_min_value,ADD_INFO:expected_max_value,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
14836,CRRT ultrafiltration pressure,93249,,2086046,,,,MFT_Filtraat druk,MFT_Filtraat druk,CVVH-MFT,173,mmHg,mm[Hg],,,,,0.44,APPROVED,EQUAL,Patrick Thoral,1686408249674,1988101,Effluent pressure Renal replacement therapy circuit,Measurement,MAPS_TO,,Patrick Thoral,1686408248053,
20134,Breathing FiO2(%),14,,14,,,,Breathing FiO2(%),Breathing FiO2(%),Transport Registratie,0,None,,,,,,0.44,APPROVED,UNREVIEWED,Patrick Thoral,1691185988889,0,Unmapped,,MAPS_TO,,,0,
16376,Tracheotomy Tracheostomy PendingOrderID,494,,494,,,,Tracheotomie Tracheostoma PendingOrderID,Tracheotomie Tracheostoma PendingOrderID,Klinische verrichting Respiratie,0,None,,,,,,0.57,APPROVED,UNREVIEWED,Patrick Thoral,1691278256659,0,Unmapped,,MAPS_TO,,,0,
19358,Intracranial pressure (ICP),2917,,2917,LOINC,60956-0,Intracranial pressure (ICP),Intacraniële druk,ICP (waterkolom),NEURO-Drukken,175,cmH2O,cm[H2O],,,,,1.00,APPROVED,EQUAL,Patrick Thoral,1689548555648,21490653,Intracranial pressure (ICP),Measurement,MAPS_TO,,<auto>,1686356295635,
20156,SNAQ score,176,,176,,,,SNAQ score,SNAQ score,Voeding-SNAQ,0,None,,0,2,,,0.46,APPROVED,EQUAL,Patrick Thoral,1686608767081,37208881,SNAQ (Simplified Nutritional Appetite Questionnaire) score,Observation,MAPS_TO,,<auto>,1686356295901,
14837,CRRT return pressure,95919,,2087608,,,,MFT_Veneuze druk,MFT_Veneuze druk,CVVH-MFT,173,mmHg,mm[Hg],,,,,0.63,APPROVED,EQUAL,Patrick Thoral,1686408223539,1988071,Return pressure Renal replacement therapy circuit,Measurement,MAPS_TO,,<auto>,1686356296351,
19304,Physio Mobility Hip flexion extension left 1,1982,,1982,,,,Fysio Mobiliteit Heup flexie extensie links 1,Fysio Mobiliteit Heup flexie extensie links 1,Fysio-Mobiliteit en Spierkracht,204,°,deg,0,135,,,0.55,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
12404,pacemaker atrial sense set,1102,,1102,,,,Pacemaker Atrium sense ingesteld,PM_Atrium sense ingest.,HD-Hartritme,150,mV,mV,,,,,0.76,APPROVED,EQUAL,Patrick Thoral,1691183179097,1989128,Pacemaker Atrial sensitivity setting,Measurement,MAPS_TO,,<auto>,1686356296733,
16379,Tracheotomy ClinicalEventID,499,,499,,,,Tracheotomie KlinischEventID,Tracheotomie KlinischEventID,Klinische verrichting Respiratie,0,None,,,,,,0.54,APPROVED,UNREVIEWED,Patrick Thoral,1691278250216,0,Unmapped,,MAPS_TO,,,0,
20340,CRRT filter session time,19043,,1164528,,,,MFT_FilterLooptijd,MFT_FilterLooptijd,CVVH-MFT,5,uur,h,,,,,0.41,APPROVED,UNMATCHED,Patrick Thoral,1686429929212,0,Unmapped,,MAPS_TO,CRRT filter session time,,0,
19361,pacemaker atrial amplitude threshold measured,120,,120,,,,Pacemaker Atrium ampl.(output) gemeten,PM_Atrium ampl.(outp.) gemeten,HD-Hartritme,0,None,,,,,,0.64,APPROVED,EQUAL,Patrick Thoral,1691182965486,1988745,Temporary pacemaker Atrial stimulation threshold,Measurement,MAPS_TO,,Patrick Thoral,1691182957315,
12432,VCO2 Metabolic measurement,1543,,1543,,,,VCO2-Metabole meting,VCO2-Metabole meting,Metabole-metingen,24,ml/min,mL/min,,,,,0.67,APPROVED,EQUAL,Patrick Thoral,1686501155608,21490580,Carbon dioxide production (VCO2) in Respiratory system,Measurement,MAPS_TO,,Patrick Thoral,1686501077765,
19305,Physio Mobility Hip flexion extension left 2,1990,,1990,,,,Fysio Mobiliteit Heup flexie extensie links 2,Fysio Mobiliteit Heup flexie extensie links 2,Fysio-Mobiliteit en Spierkracht,204,°,deg,0,135,,,0.54,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
14838,CRRT transmembrane pressure,96006,,2088513,,,,MFT_TMP,MFT_TMP,CVVH-MFT,173,mmHg,mm[Hg],,,,,0.70,APPROVED,EQUAL,Patrick Thoral,1686408204332,1989190,Transmembrane pressure Renal replacement therapy circuit,Measurement,MAPS_TO,,<auto>,1686356297962,
16382,Chest Drain Thorax Drain PendingOrderID,434,,434,,,,Thoraxdrain Thoraxdrain PendingOrderID,Thoraxdrain Thoraxdrain PendingOrderID,Klinische verrichting Thoraxdrain,0,None,,,,,,0.35,APPROVED,UNREVIEWED,Patrick Thoral,1691278268933,0,Unmapped,,MAPS_TO,,,0,
12433,VO2 Metabolic measurement,1544,,1544,,,,VO2-Metabole meting,VO2-Metabole meting,Metabole-metingen,24,ml/min,mL/min,,,,,0.60,APPROVED,EQUAL,Patrick Thoral,1686501143983,21490598,Oxygen consumption (VO2),Measurement,MAPS_TO,,Patrick Thoral,1686501142749,
19306,Physio Mobility Hip flexion extension right 1,1988,,1988,,,,Fysio Mobiliteit Heup flexie extensie rechts 1,Fysio Mobiliteit Heup flexie extensie rechts 1,Fysio-Mobiliteit en Spierkracht,204,°,deg,0,135,,,0.56,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
14839,CRRT pre-filter pressure / pre-blood entry pressure,93255,,2085182,,,,MFT_Pre-filter druk,MFT_Pre-filter druk,CVVH-MFT,173,mmHg,mm[Hg],,,,,0.41,APPROVED,EQUAL,Patrick Thoral,1686408305027,1989498,Filter pressure Renal replacement therapy circuit,Measurement,MAPS_TO,,<auto>,1686356299654,
20347,"Epileptic seizure (duration, minutes)",7,,7,,,,"Epileptisch insult (duur, minuten)","Epileptisch insult (duur, minuten)",NEURO-Overig,4,min,min,,,,,0.56,APPROVED,EQUAL,Patrick Thoral,1691277119999,4193586,Duration of seizure,Observation,MAPS_TO,,<auto>,1686356299698,
19362,pacemaker atrial sense threshold measured,60,,60,,,,Pacemaker Atrium sense gemeten,PM_Atrium sense gemeten,HD-Hartritme,150,mV,mV,,,,,0.76,APPROVED,EQUAL,Patrick Thoral,1691183176992,1988892,Pacemaker Atrial sensitivity threshold,Measurement,MAPS_TO,,<auto>,1686356300045,
16383,Chest Drain ProcessID,243,,243,,,,Thoraxdrain ProcessID,Thoraxdrain ProcessID,Klinische verrichting Thoraxdrain,0,None,,,,,,0.47,APPROVED,EQUIVALENT,Patrick Thoral,1691278384901,4141919,Insertion of pleural tube drain,Procedure,MAPS_TO,,Patrick Thoral,1691278383622,
12435,Energy Expenditure,1548,,1548,,,,Energy Expenditure,REE,Metabole-metingen,297,kcal/24-uur,kcal/(24.h),,,,,1.00,APPROVED,EQUAL,Patrick Thoral,1686501108415,21493641,Measured RMR,Measurement,MAPS_TO,,Patrick Thoral,1686501099403,
14840,MFT_TMP upper limit,92382,,2007019,,,,MFT_TMP bovengrens,MFT_TMP bovengrens,CVVH-MFT,173,mmHg,mm[Hg],,,,,0.28,APPROVED,UNMATCHED,Patrick Thoral,1686408599410,0,Unmapped,,MAPS_TO,,,0,
20403,Printer NOx Flow,67,,67,,,,PrinterNOx Flow,PrinterNOx Flow,RESP-PrinterNOx,26,l/min,L/min,,,,,0.36,APPROVED,EQUAL,Patrick Thoral,1690320010579,42528498,Gas delivery system Fresh gas.nitrous oxide flow setting [Flow],Measurement,MAPS_TO,,Patrick Thoral,1690319906131,
12436,BMR measured,33,,33,,,,BMR-gemeten,BMR-gemeten,Metabole-metingen,36,kcal,kcal,,,,,0.52,APPROVED,EQUAL,Patrick Thoral,1686501116490,4065423,Basal metabolic rate,Measurement,MAPS_TO,,Patrick Thoral,1686500070542,
19307,Physio Mobility Hip flexion extension right 2,1990,,1990,,,,Fysio Mobiliteit Heup flexie extensie rechts 2,Fysio Mobiliteit Heup flexie extensie rechts 2,Fysio-Mobiliteit en Spierkracht,204,°,deg,0,135,,,0.55,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
20404,Printer NOx NO,64,,64,,,,PrinterNOx NO,PrinterNOx NO,RESP-PrinterNOx,31,ppm,[ppm],,,,,0.36,APPROVED,EQUAL,Patrick Thoral,1690319957917,21490692,Gas delivery system inspiratory Nitrous oxide setting [VFr/PPres],Measurement,MAPS_TO,,Patrick Thoral,1690319955582,
14841,MFT_Arterial Lower Limit,92434,,2007019,,,,MFT_Arteriele ondergrens,MFT_Arteriele ondergrens,CVVH-MFT,173,mmHg,mm[Hg],,,,,0.30,APPROVED,UNMATCHED,Patrick Thoral,1686408591836,0,Unmapped,,MAPS_TO,,,0,
16385,Chest Drain ClinicalEventID,439,,439,,,,Thoraxdrain KlinischEventID,Thoraxdrain KlinischEventID,Klinische verrichting Thoraxdrain,0,None,,,,,,0.51,APPROVED,UNREVIEWED,Patrick Thoral,1691278262945,0,Unmapped,,MAPS_TO,,,0,
20405,Printer NOx NO2,64,,64,,,,PrinterNOx NO2,PrinterNOx NO2,RESP-PrinterNOx,31,ppm,[ppm],,,,,0.27,APPROVED,EQUAL,Patrick Thoral,1690319681716,21490826,Nitrogen dioxide [VFr/PPres] Gas delivery system,Measurement,MAPS_TO,,Patrick Thoral,1690319680128,
14842,MFT_Arterial Upper Limit,92459,,2007033,,,,MFT_Arteriele bovengrens,MFT_Arteriele bovengrens,CVVH-MFT,173,mmHg,mm[Hg],,,,,0.30,APPROVED,UNMATCHED,Patrick Thoral,1686408586202,0,Unmapped,,MAPS_TO,,,0,
12440,intra-aortic balloon pump heart rate,19090,,83321,,,,IABP HF,IABP HF,HD-IABP,15,/min,/min,,,,,0.83,APPROVED,INEXACT,Patrick Thoral,1691186282125,3027018,Heart rate,Measurement,MAPS_TO,,Patrick Thoral,1691186278879,
19308,Physio Mobility Hip flexion extension left 3,1988,,1988,,,,Fysio Mobiliteit Heup flexie extensie links 3,Fysio Mobiliteit Heup flexie extensie links 3,Fysio-Mobiliteit en Spierkracht,204,°,deg,0,10,,,0.54,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
19363,pacemaker ventricular amplitude threshold measured,1251,,1251,,,,Pacemaker Ventricle ampl.(output) gemeten,PM_Ventricle ampl.(outp.)gemeten,HD-Hartritme,0,None,,,,,,0.66,APPROVED,EQUAL,Patrick Thoral,1691183075555,1988118,Temporary pacemaker Ventricular stimulation threshold,Measurement,MAPS_TO,,Patrick Thoral,1691183074748,
16443,Venous line ClinicalEventID,3220,,3220,,,,Veneuze lijn KlinischEventID,Veneuze lijn KlinischEventID,Klinische verrichting Lijnen,0,None,,,,,,0.36,APPROVED,UNREVIEWED,Patrick Thoral,1691278088991,0,Unmapped,,MAPS_TO,,,0,
14843,MFT_Venous upper limit,92362,,2007019,,,,MFT_Veneuze bovengrens,MFT_Veneuze bovengrens,CVVH-MFT,173,mmHg,mm[Hg],,,,,0.30,APPROVED,UNMATCHED,Patrick Thoral,1686408610344,0,Unmapped,,MAPS_TO,,,0,
20537,CVVH treatment appointments APTT (blood),534,,534,,,,CVVH behandel afspraken APTT (bloed),CVVH behandel afspraken APTT (bloed),CVVH-Afspraken_Nieuw,3,sec,s,,,,,0.31,APPROVED,UNREVIEWED,Patrick Thoral,1690324768778,0,Unmapped,,MAPS_TO,,,0,
14844,MFT_Venous Lower Limit,92316,,2007015,,,,MFT_Veneuze ondergrens,MFT_Veneuze ondergrens,CVVH-MFT,173,mmHg,mm[Hg],,,,,0.32,APPROVED,UNMATCHED,Patrick Thoral,1686408617214,0,Unmapped,,MAPS_TO,,,0,
19309,Physio Mobility Hip flexion extension right 3,1988,,1988,,,,Fysio Mobiliteit Heup flexie extensie rechts 3,Fysio Mobiliteit Heup flexie extensie rechts 3,Fysio-Mobiliteit en Spierkracht,204,°,deg,0,10,,,0.55,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
12441,intra-aortic balloon pump systolic pressure,18461,,82687,,,,IABP Mean Sys. Blood Pressure,IABP Mean Sys. Blood Pressure,HD-IABP,298,mmHG/lsb.,mm[Hg],,,,,0.78,APPROVED,INEXACT,Patrick Thoral,1691186389092,21490674,Aorta Systolic blood pressure,Measurement,MAPS_TO,,Patrick Thoral,1691186387786,
14845,MFT_TMP lower limit,92414,,2007018,,,,MFT_TMP ondergrens,MFT_TMP ondergrens,CVVH-MFT,173,mmHg,mm[Hg],,,,,0.29,APPROVED,UNMATCHED,Patrick Thoral,1686408613529,0,Unmapped,,MAPS_TO,,,0,
16444,Venous line line PendingOrderID,3160,,3160,,,,Veneuze lijn lijn PendingOrderID,Veneuze lijn lijn PendingOrderID,Klinische verrichting Lijnen,0,None,,,,,,0.30,APPROVED,UNREVIEWED,Patrick Thoral,1691278016926,0,Unmapped,,MAPS_TO,,,0,
20538,CVVH treatment appointments Blood flow,543,,543,,,,CVVH behandel afspraken Bloedflow,CVVH behandel afspraken Bloedflow,CVVH-Afspraken_Nieuw,24,ml/min,mL/min,,,,,0.39,APPROVED,UNREVIEWED,Patrick Thoral,1690324768778,0,Unmapped,,MAPS_TO,,,0,
19364,pacemaker ventricular sense threshold measured,1074,,1074,,,,Pacemaker Ventricle sense gemeten,PM_Ventricle sense gemeten,HD-Hartritme,150,mV,mV,,,,,0.78,APPROVED,EQUAL,Patrick Thoral,1691183155082,1989306,Pacemaker Ventricular sensitivity threshold,Measurement,MAPS_TO,,<auto>,1686356304357,
19310,Physio Mobility Knee flexion extension left 1,1985,,1985,,,,Fysio Mobiliteit Knie flexie extensie links 1,Fysio Mobiliteit Knie flexie extensie links 1,Fysio-Mobiliteit en Spierkracht,204,°,deg,0,145,,,0.52,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
16447,Venous line ProcessID,1783,,1783,,,,Veneuze lijn ProcessID,Veneuze lijn ProcessID,Klinische verrichting Lijnen,0,None,,,,,,0.48,APPROVED,EQUIVALENT,Patrick Thoral,1691278130844,4052413,Central venous cannula insertion,Procedure,MAPS_TO,,Patrick Thoral,1691278110534,
19455,Autodetubation - Sedation from hours,117,,117,,,,Autodetubatie - Sedatie uit uren,Autodetubatie - Sedatie uit uren,RESP-Autodetubatie,5,uur,h,,,,,0.42,APPROVED,UNMATCHED,Patrick Thoral,1691178820439,0,Unmapped,,MAPS_TO,,,0,
20539,CVVH treatment appointments Ca-ion (7.4) (blood),551,,551,,,,CVVH behandel afspraken Ca-ion (7.4) (bloed),CVVH behandel afspraken Ca-ion (7.4) (bloed),CVVH-Afspraken_Nieuw,97,mmol/l,mmol/L,,,,,0.29,APPROVED,UNREVIEWED,Patrick Thoral,1690324768778,0,Unmapped,,MAPS_TO,,,0,
12442,intra-aortic balloon pump diastolic pressure,18452,,82682,,,,IABP Mean Dia. Blood Pressure,IABP Mean Dia. Blood Pressure,HD-IABP,298,mmHG/lsb.,mm[Hg],,,,,0.77,APPROVED,INEXACT,Patrick Thoral,1691186383165,21490672,Aorta Diastolic blood pressure,Measurement,MAPS_TO,,Patrick Thoral,1691186382383,
19311,Physio Mobility Knee flexion extension left 2,1992,,1992,,,,Fysio Mobiliteit Knie flexie extensie links 2,Fysio Mobiliteit Knie flexie extensie links 2,Fysio-Mobiliteit en Spierkracht,204,°,deg,0,145,,,0.51,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
14064,PiCCO global ejection fraction,3889,,4162,,,,PiCCO GEF,PiCCO GEF,PiCCO-plus,191,Geen,,1,99,,,0.57,APPROVED,INEXACT,Patrick Thoral,1691183797885,4323433,Cardiac ejection fraction,Observation,MAPS_TO,,<auto>,1686356306708,
14848,CRRT replacement fluid rate setting,81707,,1130284,,,,MFT_Substituaat (ingesteld),MFT_Substituaat (ingesteld),CVVH-MFT,46,ml/uur,mL/h,,,,,0.59,APPROVED,EQUAL,Patrick Thoral,1686430001274,1988543,Pre-filter replacement fluid rate Renal replacement therapy circuit,Measurement,MAPS_TO,,Patrick Thoral,1686429998939,
16494,GRIP - Glucose Management Group Number,19,,19,,,,GRIP - Glucose Management Groepsnummer,GRIP - Glucose Management Groepsnummer,Glucose-Management,0,None,,,,,,0.50,APPROVED,UNMATCHED,Patrick Thoral,1690325114632,0,Unmapped,,MAPS_TO,,,0,
20543,CVVH treatment appointments Withdraw,533,,533,,,,CVVH behandel afspraken Onttrekken,CVVH behandel afspraken Onttrekken,CVVH-Afspraken_Nieuw,46,ml/uur,mL/h,,,,,0.44,APPROVED,UNREVIEWED,Patrick Thoral,1690324768778,0,Unmapped,,MAPS_TO,,,0,
14065,PiCCO beat to beat stroke volume,4139,,4392,,,,Beat to beat SV,Beat to beat SV,PiCCO-plus,6,ml,mL,,,,,0.68,APPROVED,INEXACT,Patrick Thoral,1691259167814,4231869,Stroke volume,Measurement,MAPS_TO,,<auto>,1686356307836,
19312,Physio Mobility Knee flexion extension right 1,1988,,1988,,,,Fysio Mobiliteit Knie flexie extensie rechts 1,Fysio Mobiliteit Knie flexie extensie rechts 1,Fysio-Mobiliteit en Spierkracht,204,°,deg,0,145,,,0.52,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
14849,CRRT net ultrafiltration rate,94853,,1948560,,,,MFT_Ultrafiltratie (ingesteld),MFT_Ultrafiltratie (ingesteld),CVVH-MFT,46,ml/uur,mL/h,,,,,0.56,APPROVED,EQUIVALENT,Patrick Thoral,1686408970202,1988683,Continuous renal replacement therapy fluid removal goal [Volume] 1 hour,Measurement,MAPS_TO,,Patrick Thoral,1686408960258,
18627,MC NAS Item 7 rating,34682,,34682,,,,MC NAS Item 7 score,MC NAS Item 7 score,NAS score,0,None,,,,,,0.44,APPROVED,UNMATCHED,Patrick Thoral,1686503534303,0,Unmapped,,MAPS_TO,,,0,
12443,intra-aortic balloon pump mean pressure,18741,,82978,,,,IABP Mean Blood Pressure,IABP Mean Blood Pressure,HD-IABP,298,mmHG/lsb.,mm[Hg],,,,,0.81,APPROVED,INEXACT,Patrick Thoral,1691186358734,21490673,Aorta Mean blood pressure,Measurement,MAPS_TO,,Patrick Thoral,1691186342598,
14850,CRRT blood flow setting,95341,,1949033,,,,MFT_Bloedflow (ingesteld),MFT_Bloedflow (ingesteld),CVVH-MFT,24,ml/min,mL/min,,,,,0.51,APPROVED,EQUAL,Patrick Thoral,1686408673128,1988610,Blood flow rate Renal replacement therapy circuit,Measurement,MAPS_TO,,Patrick Thoral,1686408672183,
14066,PiCCO global end diastolic volume,612,,614,,,,PiCCO GEDV,PiCCO GEDV,PiCCO-plus,6,ml,mL,,,,,0.54,APPROVED,UNMATCHED,Patrick Thoral,1691183740320,0,Unmapped,,MAPS_TO,,,0,
18628,MC NAS Item 8 rating,34675,,34675,,,,MC NAS Item 8 score,MC NAS Item 8 score,NAS score,0,None,,,,,,0.45,APPROVED,UNMATCHED,Patrick Thoral,1686503534303,0,Unmapped,,MAPS_TO,,,0,
12282,inspired oxygen concentration setting,1281165,,15645752,LOINC,19994-3,Oxygen/Inspired gas setting [Volume Fraction] Ventilator,O2 concentratie (Set),O2% (Set),RESP-Servo Machinegegevens,191,Geen,,,,,,0.87,APPROVED,EQUAL,Patrick Thoral,1710112762224,3024882,Oxygen/Total gas setting [Volume Fraction] Ventilator,Measurement,MAPS_TO,,Patrick Thoral,1689546901673,
12282,inspired oxygen concentration setting,1281165,,15645752,LOINC,19994-3,Oxygen/Inspired gas setting [Volume Fraction] Ventilator,O2 concentratie (Set),O2% (Set),RESP-Servo Machinegegevens,191,Geen,,,,,,0.87,APPROVED,EQUAL,Patrick Thoral,1710112762224,8554,percent,Unit,MAPS_TO_UNIT,,Patrick Thoral,1710112761448,
19313,Physio Mobility Knee flexion extension right 2,1992,,1992,,,,Fysio Mobiliteit Knie flexie extensie rechts 2,Fysio Mobiliteit Knie flexie extensie rechts 2,Fysio-Mobiliteit en Spierkracht,204,°,deg,0,145,,,0.52,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
20544,CVVH Treatment Appointments PostDilution Volume,491,,491,,,,CVVH behandel afspraken PostDilutie Volume,CVVH behandel afspraken PostDilutie Volume,CVVH-Afspraken_Nieuw,6,ml,mL,,,,,0.32,APPROVED,UNREVIEWED,Patrick Thoral,1690324768778,0,Unmapped,,MAPS_TO,,,0,
18629,MC NAS Item 9 rating,17806,,17806,,,,MC NAS Item 9 score,MC NAS Item 9 score,NAS score,0,None,,,,,,0.45,APPROVED,UNMATCHED,Patrick Thoral,1686503534303,0,Unmapped,,MAPS_TO,,,0,
14851,CRRT net ultrafiltration volume setting,87933,,1796778,,,,MFT_UF Totaal (ingesteld),MFT_UF Totaal (ingesteld),CVVH-MFT,6,ml,mL,,,,,0.48,APPROVED,UNMATCHED,Patrick Thoral,1686428932872,0,Unmapped,,MAPS_TO,unused (except for data entry errors),,0,
12283,respiratory rate setting,463308,,4216281,LOINC,19834-1,Breath rate setting Ventilator,Adem Frequentie (Set),Adem. Freq,RESP-Servo Machinegegevens,15,/min,/min,,,,,0.78,APPROVED,EQUAL,Patrick Thoral,1686408048953,3007469,Breath rate setting Ventilator,Measurement,MAPS_TO,,Patrick Thoral,1686408047801,
14067,PiCCO mean global end diastolic volume,608,,611,,,,PiCCO mean GEDV,PiCCO mean GEDV,PiCCO-plus,6,ml,mL,,,,,0.51,APPROVED,UNMATCHED,Patrick Thoral,1691183860541,0,Unmapped,,MAPS_TO,,,0,
19314,Physio Mobility Knee flexion extension left 3,1987,,1987,,,,Fysio Mobiliteit Knie flexie extensie links 3,Fysio Mobiliteit Knie flexie extensie links 3,Fysio-Mobiliteit en Spierkracht,204,°,deg,0,5,,,0.51,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
18630,MC NAS Item 10 rating,5641,,5641,,,,MC NAS Item 10 score,MC NAS Item 10 score,NAS score,0,None,,,,,,0.43,APPROVED,UNMATCHED,Patrick Thoral,1686503534303,0,Unmapped,,MAPS_TO,,,0,
14852,MFT_Temperature (set),88860,,1804527,,,,MFT_Temperatuur (ingesteld),MFT_Temperatuur (ingesteld),CVVH-MFT,59,°C,Cel,,,,,0.39,APPROVED,INEXACT,Patrick Thoral,1686410101098,44813196,Dialysate temperature,Observation,MAPS_TO,,Patrick Thoral,1686410005958,
20547,CVVH treatment appointments PreDilution Volume,542,,542,,,,CVVH behandel afspraken PreDilutie Volume,CVVH behandel afspraken PreDilutie Volume,CVVH-Afspraken_Nieuw,6,ml,mL,,,,,0.35,APPROVED,UNREVIEWED,Patrick Thoral,1690324768778,0,Unmapped,,MAPS_TO,,,0,
14070,PiCCO extravascular lung water,603,,606,,,,PiCCO EVLW,PiCCO EVLW,PiCCO-plus,6,ml,mL,,,,,0.70,APPROVED,INEXACT,Patrick Thoral,1691183673335,3661655,Measurement of extravascular lung water,Measurement,MAPS_TO,,<auto>,1686356312507,
15168,Ramsay Target Value,671,,671,,,,Ramsay Streefwaarde,Ramsay Streefwaarde,NEURO-Overig,191,Geen,,,,,,0.49,APPROVED,EQUAL,Patrick Thoral,1691277169753,602639,Target parameter,Observation,MAPS_TO,,Patrick Thoral,1691277142754,
15168,Ramsay Target Value,671,,671,,,,Ramsay Streefwaarde,Ramsay Streefwaarde,NEURO-Overig,191,Geen,,,,,,0.49,APPROVED,EQUAL,Patrick Thoral,1691277169753,4105091,Ramsay sedation scale,Measurement,MAPS_TO_TYPE,,Patrick Thoral,1691277163412,
12284,positive end expiratory pressure setting,1282336,,15646826,LOINC,20077-4,Positive end expiratory pressure setting Ventilator,PEEP (Set),PEEP (Set),RESP-Servo Machinegegevens,175,cmH2O,cm[H2O],,,,,1.00,APPROVED,EQUAL,Patrick Thoral,1686432748785,3022875,Positive end expiratory pressure setting Ventilator,Measurement,MAPS_TO,prefer measurement,Patrick Thoral,1686432747234,
18631,MC NAS Item 11 rating,3068,,3068,,,,MC NAS Item 11 score,MC NAS Item 11 score,NAS score,0,None,,,,,,0.48,APPROVED,UNMATCHED,Patrick Thoral,1686503534303,0,Unmapped,,MAPS_TO,,,0,
19315,Physio Mobility Knee flexion extension right 3,1987,,1987,,,,Fysio Mobiliteit Knie flexie extensie rechts 3,Fysio Mobiliteit Knie flexie extensie rechts 3,Fysio-Mobiliteit en Spierkracht,204,°,deg,0,5,,,0.52,APPROVED,UNREVIEWED,Patrick Thoral,1690325062371,0,Unmapped,,MAPS_TO,,,0,
20631,RRI (Renal Resistive Index),15,,15,,,,RRI (Renal Resistive Index),RRI (Renal Resistive Index),Bio-impedantie,191,Geen,,,,,,0.40,APPROVED,UNMATCHED,Patrick Thoral,1690324258944,0,Unmapped,,MAPS_TO,,,0,
15257,Cisternal drain Off,293,,293,,,,Cisternale drain Uit,Cisternale drain/Uit,VB-Cisternale drain,6,ml,mL,,,,,0.64,APPROVED,INEXACT,Patrick Thoral,1686484585757,3025727,Fluid output subarachnoid drain,Measurement,MAPS_TO,,Patrick Thoral,1686484579775,
14071,PiCCO mean extravascular lung water,609,,612,,,,PiCCO mean EVLW,PiCCO mean EVLW,PiCCO-plus,6,ml,mL,,,,,0.69,APPROVED,INEXACT,Patrick Thoral,1691183853798,3661655,Measurement of extravascular lung water,Measurement,MAPS_TO,,<auto>,1686356314084,
20648,ECMO - Blood Flow,484,,484,,,,ECMO - Bloedflow,ECMO - Bloedflow,ECMO,26,l/min,L/min,,,,,0.55,APPROVED,INEXACT,Patrick Thoral,1691180970450,40479778,Rate of blood flow through cardiovascular device,Observation,MAPS_TO,,Patrick Thoral,1691180962630,
14074,PiCCO SVRX,0,,3559,,,,PiCCO SVRX,PiCCO SVRX,Deleted - Niet gebruiken,1,dynes.sec.cm-5,dyn.s.cm-5,,,,,0.27,APPROVED,INEXACT,Patrick Thoral,1691177854655,3035146,Systemic vascular Resistance,Measurement,MAPS_TO,,Patrick Thoral,1691177852020,
18632,MC NAS Item 12 rating,2186,,2186,,,,MC NAS Item 12 score,MC NAS Item 12 score,NAS score,0,None,,,,,,0.45,APPROVED,UNMATCHED,Patrick Thoral,1686503534303,0,Unmapped,,MAPS_TO,,,0,
14089,NAVA Level,3013,,27292,,,,NAVA Niveau,NAVA Niveau,RESP-Servo NAVA Machinegegevens,308,cmH2O/µV,cm[H2O]/uV,,,,,0.56,APPROVED,UNMATCHED,Patrick Thoral,1690321382572,0,Unmapped,,MAPS_TO,,,0,
15277,Target Above Value ABPm,3223,,3223,,,,Streef Bovenwaarde ABPm,Streef Bovenwaarde ABPm,HD-Bloeddrukken,173,mmHg,mm[Hg],,,,,0.50,APPROVED,INEXACT,Patrick Thoral,1691261361478,602639,Target parameter,Observation,MAPS_TO,,Patrick Thoral,1691261098892,
15277,Target Above Value ABPm,3223,,3223,,,,Streef Bovenwaarde ABPm,Streef Bovenwaarde ABPm,HD-Bloeddrukken,173,mmHg,mm[Hg],,,,,0.50,APPROVED,INEXACT,Patrick Thoral,1691261361478,21490852,Invasive Mean blood pressure,Measurement,MAPS_TO_TYPE,,Patrick Thoral,1691261288225,
