sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:source_concept,ADD_INFO:ordercategoryid,ADD_INFO:ordercategoryname,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
9375,Washing hair,162,,Haren wassen,104,Opdr. Verzorging,0.76,APPROVED,EQUAL,Patrick Thoral,1695853401873,4062781,Care of hair,Procedure,MAPS_TO,,Patrick Thoral,1695853400963,
9500,Liquor labward,1965,,Liquor labwaarts,73,Opdr. Laboratorium afname,0.30,APPROVED,EQUAL,Patrick Thoral,1695766153389,4333821,Cerebrospinal fluid collection,Procedure,MAPS_TO,,Patrick Thoral,1695766150587,
16164,Cardioversion 360 J,11,,Cardioversie 360 J,81,Opdr. Circulatie,0.65,APPROVED,EQUAL,Patrick Thoral,1695757925081,4078793,Direct current cardioversion,Procedure,MAPS_TO,,Patrick Thoral,1695757919884,
9249,BALL,19,,BAL,82,Opdr. Respiratie,0.37,APPROVED,EQUAL,Patrick Thoral,1695849938304,4287484,Bronchoscopy and bronchoalveolar lavage,Procedure,MAPS_TO,,Patrick Thoral,1695849936193,
10748,Check fundus height,58,,Controle fundus hoogte,89,Opdr. Overig,0.39,APPROVED,EQUAL,Patrick Thoral,1695841278377,4168236,Evaluation of uterine fundal height,Procedure,MAPS_TO,,<auto>,1685919523758,
9250,CVVH lab. to decrease,12651,,CVVH-lab. afnemen,73,Opdr. Laboratorium afname,0.49,APPROVED,INEXACT,Patrick Thoral,1685924195721,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1685924186990,
16165,Pre-cordial stump,3,,Pre-cordiale stomp,81,Opdr. Circulatie,0.73,APPROVED,EQUAL,Patrick Thoral,1695762138186,4026048,Precordial thump,Procedure,MAPS_TO,,<auto>,1685919527978,
9376,X-Lines/Catheter/Drains,3630,,X-Lijnen/Catheter/Drains,90,Opdr. Lijnen/Catheter/Drains,0.24,APPROVED,EQUAL,Patrick Thoral,1695768398553,4081874,Procedures to drains,Procedure,MAPS_TO,,Patrick Thoral,1695768397842,
9501,Change water for O2,13,,Water voor O2 verschonen,90,Opdr. Lijnen/Catheter/Drains,0.31,APPROVED,EQUAL,Patrick Thoral,1695843533700,4251736,Oxygen therapy management,Procedure,MAPS_TO,,Patrick Thoral,1695843529194,
12135,Sintrommitis appointment,1904,,Sintrommitis laten afspreken,89,Opdr. Overig,0.29,APPROVED,EQUAL,Patrick Thoral,1695848946088,761902,Anticoagulation medication review,Procedure,MAPS_TO,,Patrick Thoral,1695848945438,
10749,Control flow,113,,Controle vloeien,89,Opdr. Overig,0.51,APPROVED,EQUAL,Patrick Thoral,1695839018812,42537948,Management of vaginal blood loss,Procedure,MAPS_TO,,Patrick Thoral,1695839017423,
9251,Colonoscopy,53,,Colonscopie,84,Opdr. Gastro-Intestinaal,1.00,APPROVED,EQUAL,Patrick Thoral,1695764097532,4249893,Colonoscopy,Procedure,MAPS_TO,,<auto>,1685919522062,
10752,Taking blood,13966,,Bloed afnemen,73,Opdr. Laboratorium afname,0.81,APPROVED,EQUAL,Patrick Thoral,1685923890070,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,<auto>,1685919524727,
9502,Renew blower,6,,Blaasspuit vernieuwen,90,Opdr. Lijnen/Catheter/Drains,0.35,APPROVED,INEXACT,Patrick Thoral,1695766423036,4237467,Gastric care management,Procedure,MAPS_TO,,Patrick Thoral,1695766422335,
9252,Bronchoscopy.,68,,Bronchoscopie.,82,Opdr. Respiratie,0.77,APPROVED,EQUAL,Patrick Thoral,1695850028281,4032404,Bronchoscopy,Procedure,MAPS_TO,,<auto>,1685919522395,
9377,X command Respiration,13102,,X-opdracht Respiratie,82,Opdr. Respiratie,0.53,APPROVED,EQUAL,Patrick Thoral,1685924161042,4306074,Respiratory tract procedure,Procedure,MAPS_TO,,Patrick Thoral,1685924157877,
9253,Gastroscopy,149,,Gastroscopie,84,Opdr. Gastro-Intestinaal,1.00,APPROVED,EQUAL,Patrick Thoral,1711095010828,4294382,Esophagogastroduodenoscopy,Procedure,MAPS_TO,Invalid existing target: 603169,Patrick Thoral,1711095008915,
16340,Deflate CAD silicone balloon,13,,CAD silicone ballon legen,90,Opdr. Lijnen/Catheter/Drains,0.46,APPROVED,EQUAL,Patrick Thoral,1695765738763,4075347,Deflating indwelling urethral catheter balloon,Procedure,MAPS_TO,,<auto>,1685919528794,
12136,Meet Marcoumar,21,,Marcoumar afspreken,89,Opdr. Overig,0.37,APPROVED,EQUAL,Patrick Thoral,1695847913718,45770076,Anticoagulant medication review,Procedure,MAPS_TO,,Patrick Thoral,1695847910794,
9503,Renew gastric siphon bag,44,,Maaghevelzak vernieuwen,90,Opdr. Lijnen/Catheter/Drains,0.31,APPROVED,EQUAL,Patrick Thoral,1695845906370,4237467,Gastric care management,Procedure,MAPS_TO,,Patrick Thoral,1695845905189,
10753,Lab. Fever examination 9:00 am,198,,Lab. Koortsonderzoek 9.00 uur,73,Opdr. Laboratorium afname,0.29,APPROVED,EQUAL,Patrick Thoral,1695766042546,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695766036186,
16359,MRI scan,32,,MRI scan,103,Opdr. Radiologie,0.65,APPROVED,EQUAL,Patrick Thoral,1695766533655,4233528,Anesthesia for MRI scan,Procedure,MAPS_TO,,<auto>,1685919529051,
9378,X Assignment Urological,1721,,X-Opdracht Urologisch,85,Opdr. Urologisch,0.49,APPROVED,EQUIVALENT,Patrick Thoral,1695852972910,4181165,Procedure involving urinary catheter,Procedure,MAPS_TO,,Patrick Thoral,1695852972116,
12263,Leg bandaging,361,,Been zwachtelen,104,Opdr. Verzorging,0.76,APPROVED,EQUAL,Patrick Thoral,1695853110017,4080807,Application of bandage,Procedure,MAPS_TO,,<auto>,1685919521467,
10762,Purge PEG tube,1189,,PEG-sonde doorspuiten,84,Opdr. Gastro-Intestinaal,0.43,APPROVED,EQUAL,Patrick Thoral,1695764734211,4172125,Irrigation of gastrostomy,Procedure,MAPS_TO,,Patrick Thoral,1695764732793,
9291,Change tube feeding system,26884,,Sondevoedingsysteem verschonen,90,Opdr. Lijnen/Catheter/Drains,0.75,APPROVED,INEXACT,Patrick Thoral,1685923089645,4257061,Enteral feeding management,Procedure,MAPS_TO,,Patrick Thoral,1685923087308,
16451,Giving speech,646,,Spreekklep geven,82,Opdr. Respiratie,0.39,APPROVED,EQUAL,Patrick Thoral,1695851306380,3655949,Placement of speaking valve on tracheostomy tube,Procedure,MAPS_TO,,Patrick Thoral,1695851305459,
9504,Refresh sterile water bottle,35,,Sterielwaterfles vernieuwen,90,Opdr. Lijnen/Catheter/Drains,0.52,APPROVED,EQUAL,Patrick Thoral,1695845798899,4299593,Infusion care management,Procedure,MAPS_TO,,Patrick Thoral,1695845798082,
12264,Remove bandages,201,,Zwachtels verwijderen,104,Opdr. Verzorging,0.67,APPROVED,EQUAL,Patrick Thoral,1695853106100,40480251,Removal of pressure bandage,Procedure,MAPS_TO,,<auto>,1685919521867,
9292,Swap Swan Ganz,17,,Swan Ganz wisselen,90,Opdr. Lijnen/Catheter/Drains,0.60,APPROVED,EQUAL,Patrick Thoral,1695846305269,4311990,Removal of pulmonary artery catheter,Procedure,MAPS_TO,,Patrick Thoral,1695846263948,
9292,Swap Swan Ganz,17,,Swan Ganz wisselen,90,Opdr. Lijnen/Catheter/Drains,0.60,APPROVED,EQUAL,Patrick Thoral,1695846305269,4279768,Pulmonary catheterization with Swan-Ganz catheter,Procedure,MAPS_TO,,Patrick Thoral,1695846293692,
9389,Consult Decubitus vpk,421,,Consult Decubitus vpk,101,Opdr. Huid,0.47,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
9389,Consult Decubitus vpk,421,,Consult Decubitus vpk,101,Opdr. Huid,0.47,APPROVED,EQUAL,Patrick Thoral,1695838648492,38003762,Registered Wound Care Nurse,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838268707,
10764,Submit family form,2918,,Familieformulier afgeven,86,Opdr. Psycho-sociaal,0.48,APPROVED,EQUIVALENT,Patrick Thoral,1695849816862,46271884,Promotion of family support,Procedure,MAPS_TO,,Patrick Thoral,1695849802108,
12265,Pacemaker thresholds,2673,,Pacemaker drempelen,81,Opdr. Circulatie,0.61,APPROVED,EQUAL,Patrick Thoral,1695762107012,4140976,Check artificial pacemaker for amperage threshold,Procedure,MAPS_TO,,Patrick Thoral,1695762105126,
9579,Start SDD Protocol,386,,SDD-Protocol starten,88,Opdr. Infectie,0.41,APPROVED,EQUAL,Patrick Thoral,1695842228581,4128881,Selective decontamination of the digestive tract,Procedure,MAPS_TO,,Patrick Thoral,1695842225887,
9293,Interchange central line,102,,Centrale lijn wisselen,90,Opdr. Lijnen/Catheter/Drains,0.59,APPROVED,EQUAL,Patrick Thoral,1695845684585,4022792,Removal of central venous line,Procedure,MAPS_TO,,Patrick Thoral,1695845665314,
9293,Interchange central line,102,,Centrale lijn wisselen,90,Opdr. Lijnen/Catheter/Drains,0.59,APPROVED,EQUAL,Patrick Thoral,1695845684585,4052413,Central venous cannula insertion,Procedure,MAPS_TO,,Patrick Thoral,1695845682697,
16678,Ordering medication on weekends,4410,,Weekend medicatie bestellen,89,Opdr. Overig,0.30,APPROVED,EQUAL,Patrick Thoral,1695768221589,4258484,Dispensing medication management,Procedure,MAPS_TO,,Patrick Thoral,1695768220759,
9505,Pall+Antivirus Filter+Swivel,47,,Pall+Antivirusfilter+Swivel,90,Opdr. Lijnen/Catheter/Drains,0.25,APPROVED,EQUAL,Patrick Thoral,1695845742051,4251737,Ventilator care management,Procedure,MAPS_TO,,Patrick Thoral,1695845741196,
12368,Move update summary,39819,,Verpl. overzicht bijwerken,89,Opdr. Overig,0.38,APPROVED,EQUAL,Patrick Thoral,1695847941254,4234911,Assessment of nursing care needs,Procedure,MAPS_TO,,Patrick Thoral,1695847940262,
9390,Consult occupational therapy,168,,Consult Ergotherapie,87,Opdr. Houding & Beweging,0.69,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
9390,Consult occupational therapy,168,,Consult Ergotherapie,87,Opdr. Houding & Beweging,0.69,APPROVED,EQUAL,Patrick Thoral,1695838648492,38004492,Occupational Therapy,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838422097,
9581,Remove lactate,471,,Laktaat afnemen,73,Opdr. Laboratorium afname,0.56,APPROVED,EQUAL,Patrick Thoral,1695766128574,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695766122508,
9507,Give oral irrigator,815,,Monddouche geven,104,Opdr. Verzorging,0.77,APPROVED,EQUAL,Patrick Thoral,1695853114778,4126770,Oral irrigation,Procedure,MAPS_TO,,<auto>,1685919523701,
16679,Defibrillation 200 J,163,,Defibrillatie 200 J,81,Opdr. Circulatie,0.53,APPROVED,EQUAL,Patrick Thoral,1695759015283,4177682,Biphasic defibrillation procedure,Procedure,MAPS_TO,,Patrick Thoral,1695759004300,
9294,Changing nebulizer set,39,,Vernevelset verschonen,90,Opdr. Lijnen/Catheter/Drains,0.61,APPROVED,EQUAL,Patrick Thoral,1695843801344,4206920,Nebulizer therapy,Procedure,MAPS_TO,,Patrick Thoral,1695843800402,
12377,X command care,24504,,X-opdracht verzorging,104,Opdr. Verzorging,0.29,APPROVED,EQUAL,Patrick Thoral,1685923401881,4321906,Nursing procedure,Procedure,MAPS_TO,,Patrick Thoral,1685923401103,
9391,Engage a mental health professional,110,,Geestelijk verzorger inschakelen,86,Opdr. Psycho-sociaal,0.53,APPROVED,EQUAL,Patrick Thoral,1695849632929,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695849410769,
9391,Engage a mental health professional,110,,Geestelijk verzorger inschakelen,86,Opdr. Psycho-sociaal,0.53,APPROVED,EQUAL,Patrick Thoral,1695849632929,38003625,Mental Health Counselor,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695849625334,
12392,HI schedule T=12,1949,,HI-schema T=12,73,Opdr. Laboratorium afname,0.18,APPROVED,EQUAL,Patrick Thoral,1695766128574,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695766122508,
16680,Cardioversion 70 J,15,,Cardioversie 70 J,81,Opdr. Circulatie,0.68,APPROVED,EQUAL,Patrick Thoral,1695757925872,4078793,Direct current cardioversion,Procedure,MAPS_TO,,Patrick Thoral,1695757919884,
9296,Change dialysis line,18,,Dialyse lijn wisselen,90,Opdr. Lijnen/Catheter/Drains,0.59,APPROVED,EQUAL,Patrick Thoral,1695842576881,40489914,Removal of hemodialysis catheter,Procedure,MAPS_TO,,Patrick Thoral,1695842518811,
9296,Change dialysis line,18,,Dialyse lijn wisselen,90,Opdr. Lijnen/Catheter/Drains,0.59,APPROVED,EQUAL,Patrick Thoral,1695842576881,42537496,Insertion of hemodialysis catheter,Procedure,MAPS_TO,,Patrick Thoral,1695842571351,
9588,Chest drain on water seal,173,,Thoraxdrain op waterslot,90,Opdr. Lijnen/Catheter/Drains,0.62,APPROVED,INEXACT,Patrick Thoral,1695845518824,2615271,Water seal drainage container and tubing for use with implanted chest tube,Device,MAPS_TO,,Patrick Thoral,1695845515397,
9509,Insert stomach siphon,196,,Maaghevel inbrengen,84,Opdr. Gastro-Intestinaal,0.54,APPROVED,EQUAL,Patrick Thoral,1695764561941,4302911,Insertion of nasogastric tube for intestinal decompression,Procedure,MAPS_TO,,Patrick Thoral,1695764560891,
12393,HI schedule T=18,1722,,HI-schema T=18,73,Opdr. Laboratorium afname,0.25,APPROVED,EQUAL,Patrick Thoral,1695766128574,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695766122508,
9589,Chest drain clamp,234,,Thoraxdrain afklemmen,90,Opdr. Lijnen/Catheter/Drains,0.59,APPROVED,EQUAL,Patrick Thoral,1695843849788,4220938,Clamping of thoracic drain,Procedure,MAPS_TO,,<auto>,1685919514507,
16684,Cardioversion x J,72,,Cardioversie x J,81,Opdr. Circulatie,0.73,APPROVED,EQUAL,Patrick Thoral,1695757926521,4078793,Direct current cardioversion,Procedure,MAPS_TO,,Patrick Thoral,1695757919884,
9510,Insert gastric tube,552,,Maagsonde inbrengen,84,Opdr. Gastro-Intestinaal,0.59,APPROVED,EQUAL,Patrick Thoral,1695764676877,4128873,Insertion of orogastric tube,Procedure,MAPS_TO,,Patrick Thoral,1695764675319,
9392,Consult Speech therapy,138,,Consult Logopedie,83,Opdr. Neurologisch,0.73,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
9392,Consult Speech therapy,138,,Consult Logopedie,83,Opdr. Neurologisch,0.73,APPROVED,EQUAL,Patrick Thoral,1695838648492,38004460,Speech Language Pathology,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838524769,
9297,Changing gastric suction drainage,12,,Maagzuigdrainage verschonen,90,Opdr. Lijnen/Catheter/Drains,0.71,APPROVED,INEXACT,Patrick Thoral,1695766474230,4237465,Gastric care assessment,Procedure,MAPS_TO,,Patrick Thoral,1695766473527,
12394,HI schedule T=24,1473,,HI-schema T=24,73,Opdr. Laboratorium afname,0.18,APPROVED,EQUAL,Patrick Thoral,1695766128574,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695766122508,
16852,CPAP filter change,133,,CPAP filter verschonen,90,Opdr. Lijnen/Catheter/Drains,0.29,APPROVED,EQUAL,Patrick Thoral,1695839064094,4251737,Ventilator care management,Procedure,MAPS_TO,,Patrick Thoral,1695839063122,
9435,Giving CPAP mask,314,,CPAP masker geven,82,Opdr. Respiratie,0.30,APPROVED,EQUAL,Patrick Thoral,1695851226640,45767337,CPAP/BPAP oral mask,Device,MAPS_TO,,Patrick Thoral,1695851220115,
9592,Sucking chest drain,126,,Thoraxdrain zuigen,90,Opdr. Lijnen/Catheter/Drains,0.68,APPROVED,EQUAL,Patrick Thoral,1695846216652,4164516,Suction drainage,Procedure,MAPS_TO,,Patrick Thoral,1695846208090,
12395,HI schedule T=36,1238,,HI-schema T=36,73,Opdr. Laboratorium afname,0.18,APPROVED,EQUAL,Patrick Thoral,1695766128574,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695766122508,
9393,Consult Dental Hygienist,15,,Consult Mondhygiënist(e),89,Opdr. Overig,0.58,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
9393,Consult Dental Hygienist,15,,Consult Mondhygiënist(e),89,Opdr. Overig,0.58,APPROVED,EQUAL,Patrick Thoral,1695838648492,38003684,Dental Hygienist,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838278815,
9438,Dec. Enable VPK,42,,Dec. VPK inschakelen,101,Opdr. Huid,0.23,APPROVED,EQUAL,Patrick Thoral,1695839177336,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695832084769,
9438,Dec. Enable VPK,42,,Dec. VPK inschakelen,101,Opdr. Huid,0.23,APPROVED,EQUAL,Patrick Thoral,1695839177336,38003762,Registered Wound Care Nurse,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695839174834,
16902,IABP check pressure bag,638,,IABP check drukzak,81,Opdr. Circulatie,0.35,APPROVED,EQUAL,Patrick Thoral,1695761841695,4142475,Intraaortic balloon pump maintenance,Procedure,MAPS_TO,,Patrick Thoral,1695761835150,
12409,Citrate-CVVH T= 0,37,,Citraat-CVVH T= 0,73,Opdr. Laboratorium afname,0.40,APPROVED,EQUAL,Patrick Thoral,1695766042546,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695766036186,
9598,VAP registration,488,,VAP-registratie,88,Opdr. Infectie,0.60,APPROVED,EQUAL,Patrick Thoral,1695842283925,4259233,Ventilator care assessment,Procedure,MAPS_TO,,Patrick Thoral,1695842283056,
9298,Parenteral IV line change,38,,Parenterale infuuslijn verschonen,90,Opdr. Lijnen/Catheter/Drains,0.59,APPROVED,EQUAL,Patrick Thoral,1695845775531,763493,Management of route of parenteral nutrition,Procedure,MAPS_TO,,Patrick Thoral,1695845774715,
12780,Close 24-hour urine,173,,24-uurs urine afsluiten,85,Opdr. Urologisch,0.61,APPROVED,EQUAL,Patrick Thoral,1695852161022,4083913,"Urine specimen collection, 24 hours",Procedure,MAPS_TO,,<auto>,1685919511633,
9320,Consult Oral Surgeon,9,,Consult Kaakchirurg,89,Opdr. Overig,0.54,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
9320,Consult Oral Surgeon,9,,Consult Kaakchirurg,89,Opdr. Overig,0.54,APPROVED,EQUAL,Patrick Thoral,1695838648492,38004504,Maxillofacial Surgery,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838452406,
9600,Apply pressure bandage,48,,Drukverband aanleggen,81,Opdr. Circulatie,0.72,APPROVED,EQUAL,Patrick Thoral,1695759114568,4190336,Application of pressure bandage,Procedure,MAPS_TO,,<auto>,1685919516478,
20711,Refresh citrate lock,95,,Citraatslot verversen,105,Opdr. CVVH,0.28,APPROVED,EQUAL,Patrick Thoral,1695763372114,36716435,Management of central venous catheter,Procedure,MAPS_TO,,Patrick Thoral,1695763371098,
12781,Decrease stool,22,,Ontlasting afnemen,73,Opdr. Laboratorium afname,0.50,APPROVED,EQUAL,Patrick Thoral,1695766014008,4076765,Collection of stool specimen,Procedure,MAPS_TO,,Patrick Thoral,1695766013308,
9439,Determine pressure ulcer stage,28,,Decubitusstadium bepalen,101,Opdr. Huid,0.73,APPROVED,EQUAL,Patrick Thoral,1695767525761,4021321,Pressure injury assessment,Procedure,MAPS_TO,,Patrick Thoral,1695767524016,
12785,Giving CPAP,6937,,CPAP geven,82,Opdr. Respiratie,0.32,APPROVED,EQUAL,Patrick Thoral,1695767862726,40486624,Non-invasive positive pressure ventilation,Procedure,MAPS_TO,,Patrick Thoral,1695767860922,
9299,Change faeces collection bag,27,,Faecescollecterzak verschonen,90,Opdr. Lijnen/Catheter/Drains,0.50,APPROVED,EQUAL,Patrick Thoral,1695842819160,4224054,Fecal collector,Device,MAPS_TO,,Patrick Thoral,1695842811686,
9603,Determine cytology,5,,Cytologie bepalen,73,Opdr. Laboratorium afname,0.49,APPROVED,EQUAL,Patrick Thoral,1695765976301,44806445,Cytopathology test,Procedure,MAPS_TO,,Patrick Thoral,1695765975361,
9440,Order food kitchen,56,,Eten bestellen keuken,89,Opdr. Overig,0.40,APPROVED,EQUAL,Patrick Thoral,1695848082349,4254899,Dietary regime management,Procedure,MAPS_TO,,Patrick Thoral,1695848081659,
12799,PET scan,22,,PET scan,103,Opdr. Radiologie,1.00,APPROVED,EQUAL,Patrick Thoral,1695766525050,4305790,Positron emission tomography,Procedure,MAPS_TO,,<auto>,1685919513038,
9321,Consult Nephrologist,2,,Consult Nefroloog,85,Opdr. Urologisch,0.44,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
9321,Consult Nephrologist,2,,Consult Nefroloog,85,Opdr. Urologisch,0.44,APPROVED,EQUAL,Patrick Thoral,1695838648492,38004479,Nephrology,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838410717,
9605,IABP flush,8442,,IABP flush,81,Opdr. Circulatie,0.62,APPROVED,EQUAL,Patrick Thoral,1695761858762,4142475,Intraaortic balloon pump maintenance,Procedure,MAPS_TO,,Patrick Thoral,1695761857886,
20712,Replace inner cannula Portex Blue Line Ultra,31,,Vervangen binnencanule Portex Blue Line Ultra,82,Opdr. Respiratie,0.40,APPROVED,EQUAL,Patrick Thoral,1695851719883,4262010,Tracheostomy care management,Procedure,MAPS_TO,,Patrick Thoral,1695851718376,
9300,Drain bag(s) change the wound,367,,Drainzakje(s) wond verschonen,90,Opdr. Lijnen/Catheter/Drains,0.41,APPROVED,EQUAL,Patrick Thoral,1695845630391,40481977,Change of drainage collection device,Procedure,MAPS_TO,,Patrick Thoral,1695845629755,
9606,MDO discussion,290,,MDO bespreking,86,Opdr. Psycho-sociaal,0.64,APPROVED,EQUAL,Patrick Thoral,1695849700648,45769370,Multidisciplinary review,Procedure,MAPS_TO,,Patrick Thoral,1695849699263,
12802,Turning like a tree trunk,2223,,Draaien  als boomstam,87,Opdr. Houding & Beweging,0.36,APPROVED,EQUAL,Patrick Thoral,1695765615296,4145643,Procedures relating to splintage and immobilization,Procedure,MAPS_TO,,Patrick Thoral,1695765614597,
9442,Catheterize once,269,,Eénmalig catheteriseren,85,Opdr. Urologisch,0.86,APPROVED,EQUAL,Patrick Thoral,1695852127764,4075951,Intermittent urethral catheterization,Procedure,MAPS_TO,,Patrick Thoral,1695852125979,
9324,Measure cuff pressure,34389,,Cuffdruk meten,82,Opdr. Respiratie,0.58,APPROVED,EQUAL,Patrick Thoral,1685922532562,40489959,Assessment of airway device cuff pressure,Procedure,MAPS_TO,,<auto>,1685919532173,
12838,Heel arches,37267,,Hielbogen,101,Opdr. Huid,0.46,APPROVED,INEXACT,Patrick Thoral,1685922474651,4026989,Prevention of pressure injury,Procedure,MAPS_TO,,Patrick Thoral,1685922472160,
9613,Use hotline,10,,Hotline gebruiken,81,Opdr. Circulatie,0.41,APPROVED,EQUAL,Patrick Thoral,1695761791467,4204138,Warming subject using infusion of warm intravenous fluid,Procedure,MAPS_TO,,Patrick Thoral,1695761789402,
9443,Blow rinse,1994,,Blaas spoelen,85,Opdr. Urologisch,0.56,APPROVED,EQUAL,Patrick Thoral,1695852023735,4302745,Irrigation of urinary bladder,Procedure,MAPS_TO,,Patrick Thoral,1695852022826,
9301,Consult Neurologist,43,,Consult Neuroloog,83,Opdr. Neurologisch,0.45,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
9301,Consult Neurologist,43,,Consult Neuroloog,83,Opdr. Neurologisch,0.45,APPROVED,EQUAL,Patrick Thoral,1695838648492,38004458,Neurology,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838414101,
12839,Release heels,106055,,Hielen vrijleggen,101,Opdr. Huid,0.42,APPROVED,EQUAL,Patrick Thoral,1685920831751,4026989,Prevention of pressure injury,Procedure,MAPS_TO,,Patrick Thoral,1685920815472,
20713,Changing tracheal cannula fixation strap,65,,Verschonen tracheacanule fixatie-bandje,82,Opdr. Respiratie,0.75,APPROVED,EQUIVALENT,Patrick Thoral,1695850349237,4262010,Tracheostomy care management,Procedure,MAPS_TO,,Patrick Thoral,1695850347870,
9326,Give bronchial toilet,1803,,Bronchiaal toilet geven,82,Opdr. Respiratie,0.54,APPROVED,EQUAL,Patrick Thoral,1695850743967,4239191,Tracheobronchial suctioning,Procedure,MAPS_TO,,Patrick Thoral,1695850742933,
9444,Chest X-ray 6.00 am,28586,,X-Thorax 6.00u,103,Opdr. Radiologie,0.57,APPROVED,EQUIVALENT,Patrick Thoral,1685922884033,4163872,Plain chest X-ray,Procedure,MAPS_TO,,<auto>,1685919532919,
10429,Capnograph calibration,3667,,Kalibratie capnograaf,82,Opdr. Respiratie,0.49,APPROVED,UNMATCHED,Patrick Thoral,1695850293304,0,Unmapped,,MAPS_TO,,,0,
9445,EKG 6.00am,35104,,ECG 6.00u,81,Opdr. Circulatie,0.25,APPROVED,EQUAL,Patrick Thoral,1685922525693,4145308,12 lead ECG,Procedure,MAPS_TO,,Patrick Thoral,1685922523893,
12896,Pressure ulcer score,107911,,Decubitus score,101,Opdr. Huid,0.74,APPROVED,EQUAL,Patrick Thoral,1685920828875,4021176,Assessment of risk of pressure injury,Procedure,MAPS_TO,,Patrick Thoral,1685920827074,
9329,Catheterize,615,,Catheteriseren,85,Opdr. Urologisch,1.00,APPROVED,EQUAL,Patrick Thoral,1695852096248,4250000,Urethral catheterization,Procedure,MAPS_TO,,Patrick Thoral,1695852089616,
10431,IABP pulsations,11001,,IABP pulsaties,81,Opdr. Circulatie,0.59,APPROVED,INEXACT,Patrick Thoral,1685924395633,4262005,Pulse taking assessment,Procedure,MAPS_TO,,Patrick Thoral,1685924394482,
20714,Alternating prone position,121,,Wisselligging buikligging,82,Opdr. Respiratie,0.55,APPROVED,EQUAL,Patrick Thoral,1695849917805,4196006,Placing subject in prone position,Procedure,MAPS_TO,,Patrick Thoral,1695849877197,
9302,Consult Cardiologist,13,,Consult Cardioloog,81,Opdr. Circulatie,0.47,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
9302,Consult Cardiologist,13,,Consult Cardioloog,81,Opdr. Circulatie,0.47,APPROVED,EQUAL,Patrick Thoral,1695838648492,38004451,Cardiology,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838218139,
9330,Uncuff,573,,Ontcuffen,82,Opdr. Respiratie,0.43,APPROVED,EQUAL,Patrick Thoral,1695851841408,4337732,Deflation of tube cuff,Procedure,MAPS_TO,,Patrick Thoral,1695851840345,
12897,Dec. wound care Occipital,13,,Dec. wondverzorging Achterhoofd,101,Opdr. Huid,0.42,APPROVED,EQUAL,Patrick Thoral,1695765670512,4076776,Application of dressing to pressure injury,Procedure,MAPS_TO,,Patrick Thoral,1695765663556,
