sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:source_concept,ADD_INFO:item,ADD_INFO:itemid,ADD_INFO:valueid,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
17014-7,"Complications of previous spinal cord surgery, surgery for",11,,"Complications of previous spinal cord surgery, surgery for",APACHEIV Post-operative neurologic,17014,7,0.51,APPROVED,EQUAL,Patrick Thoral,1711244520018,4041193,Operation on nervous system,Procedure,MAPS_TO,,Patrick Thoral,1711244519148,
17004-16,"Neurologic medical, other",106,,"Neurologic medical, other",APACHEIV Non-operative neurologic,17004,16,0.54,APPROVED,EQUAL,Patrick Thoral,1711230694213,376337,Disorder of nervous system,Condition,MAPS_TO,,Patrick Thoral,1710024249180,
17028-55,Head (CNS)-only trauma,19,,Head (CNS) only trauma,SEC_APACHEIV Non-operative trauma,17028,55,0.40,APPROVED,EQUAL,Patrick Thoral,1711230500289,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710019657254,
17028-55,Head (CNS)-only trauma,19,,Head (CNS) only trauma,SEC_APACHEIV Non-operative trauma,17028,55,0.40,APPROVED,EQUAL,Patrick Thoral,1711230500289,375415,Injury of head,Condition,MAPS_TO,,Patrick Thoral,1710021249665,
17028-55,Head (CNS)-only trauma,19,,Head (CNS) only trauma,SEC_APACHEIV Non-operative trauma,17028,55,0.40,APPROVED,EQUAL,Patrick Thoral,1711230500289,4132546,Traumatic brain injury,Condition,MAPS_TO,,Patrick Thoral,1710021489870,
16999-10,"Cancer, stomach",5,,"Cancer, stomach",APACHE IV Non-operative Gastro-intestinal,16999,10,0.71,APPROVED,EQUAL,Patrick Thoral,1711230694213,443387,Malignant tumor of stomach,Condition,MAPS_TO,,<auto>,1685372518667,
18673-872,"Post-operative trauma - Abdomen/multiple trauma, surgery for",4,,"Post-operative trauma - Abdomen/multiple trauma, surgery for",NICE SEC APACHEIV diagnosen,18673,872,0.51,APPROVED,EQUAL,Patrick Thoral,1711248222024,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710015267421,
18673-872,"Post-operative trauma - Abdomen/multiple trauma, surgery for",4,,"Post-operative trauma - Abdomen/multiple trauma, surgery for",NICE SEC APACHEIV diagnosen,18673,872,0.51,APPROVED,EQUAL,Patrick Thoral,1711248222024,200588,Injury of abdomen,Condition,MAPS_TO,,Patrick Thoral,1710015320171,
18673-872,"Post-operative trauma - Abdomen/multiple trauma, surgery for",4,,"Post-operative trauma - Abdomen/multiple trauma, surgery for",NICE SEC APACHEIV diagnosen,18673,872,0.51,APPROVED,EQUAL,Patrick Thoral,1711248222024,4096313,Multiple injuries,Condition,MAPS_TO,,Patrick Thoral,1710015727550,
18673-872,"Post-operative trauma - Abdomen/multiple trauma, surgery for",4,,"Post-operative trauma - Abdomen/multiple trauma, surgery for",NICE SEC APACHEIV diagnosen,18673,872,0.51,APPROVED,EQUAL,Patrick Thoral,1711248222024,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711246767801,
18673-743,"Post-operative gastrointestinal - Cancer-other GI tract, surgery for (i.e. hepatoma, gallbladder etc.)",18,,"Post-operative gastro-intestinal - Cancer-other GI tract, surgery for (i.e. hepatoma, gallbladder etc.)",NICE SEC APACHEIV diagnosen,18673,743,0.31,APPROVED,EQUAL,Patrick Thoral,1711234486859,199744,Carcinoma liver and/or biliary system,Condition,MAPS_TO,,Patrick Thoral,1710033042457,
18673-743,"Post-operative gastrointestinal - Cancer-other GI tract, surgery for (i.e. hepatoma, gallbladder etc.)",18,,"Post-operative gastro-intestinal - Cancer-other GI tract, surgery for (i.e. hepatoma, gallbladder etc.)",NICE SEC APACHEIV diagnosen,18673,743,0.31,APPROVED,EQUAL,Patrick Thoral,1711234486859,4242997,Cholecystectomy,Procedure,MAPS_TO,,Patrick Thoral,1711234482172,
18615-7,Craniotomy for neoplasm,62,,Craniotomie voor neoplasma,SEC_Apache II Operatief Neurologisch,18615,7,0.54,APPROVED,EQUAL,Patrick Thoral,1711240577645,4116092,Intracranial tumor,Condition,MAPS_TO,,Patrick Thoral,1710017311309,
18615-7,Craniotomy for neoplasm,62,,Craniotomie voor neoplasma,SEC_Apache II Operatief Neurologisch,18615,7,0.54,APPROVED,EQUAL,Patrick Thoral,1711240577645,40490927,Craniotomy and excision of neoplasm of brain,Procedure,MAPS_TO,,Patrick Thoral,1711240574824,
18671-431,"Post-operative trauma - Extremity/face trauma, surgery for",3,,"Post-operative trauma - Extremity/face trauma, surgery for",NICE APACHEIV diagnosen,18671,431,0.39,APPROVED,EQUAL,Patrick Thoral,1711248222024,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710015267421,
18671-431,"Post-operative trauma - Extremity/face trauma, surgery for",3,,"Post-operative trauma - Extremity/face trauma, surgery for",NICE APACHEIV diagnosen,18671,431,0.39,APPROVED,EQUAL,Patrick Thoral,1711248222024,133468,Disorder of limb,Condition,MAPS_TO,,Patrick Thoral,1710016086754,
18671-431,"Post-operative trauma - Extremity/face trauma, surgery for",3,,"Post-operative trauma - Extremity/face trauma, surgery for",NICE APACHEIV diagnosen,18671,431,0.39,APPROVED,EQUAL,Patrick Thoral,1711248222024,444191,Injury of face,Condition,MAPS_TO,,Patrick Thoral,1710016183592,
18671-431,"Post-operative trauma - Extremity/face trauma, surgery for",3,,"Post-operative trauma - Extremity/face trauma, surgery for",NICE APACHEIV diagnosen,18671,431,0.39,APPROVED,EQUAL,Patrick Thoral,1711248222024,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711246767801,
18673-811,"Post-operative musculoskeletal /skin - Skin surgery, other",9,,"Post-operative musculoskeletal /skin - Skin surgery, other",NICE SEC APACHEIV diagnosen,18673,811,0.44,APPROVED,EQUAL,Patrick Thoral,1711238199226,4317258,Disorder of skin,Condition,MAPS_TO,,Patrick Thoral,1710034613412,
18673-811,"Post-operative musculoskeletal /skin - Skin surgery, other",9,,"Post-operative musculoskeletal /skin - Skin surgery, other",NICE SEC APACHEIV diagnosen,18673,811,0.44,APPROVED,EQUAL,Patrick Thoral,1711238199226,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711238196964,
17038-55,"Head (CNS) only trauma, surgery for",6,,"Head (CNS) only trauma, surgery for",SEC_APACHEIV Post-operative trauma,17038,55,0.42,APPROVED,EQUAL,Patrick Thoral,1711231499719,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710019657254,
17038-55,"Head (CNS) only trauma, surgery for",6,,"Head (CNS) only trauma, surgery for",SEC_APACHEIV Post-operative trauma,17038,55,0.42,APPROVED,EQUAL,Patrick Thoral,1711231499719,375415,Injury of head,Condition,MAPS_TO,,Patrick Thoral,1710021249665,
17038-55,"Head (CNS) only trauma, surgery for",6,,"Head (CNS) only trauma, surgery for",SEC_APACHEIV Post-operative trauma,17038,55,0.42,APPROVED,EQUAL,Patrick Thoral,1711231499719,4132546,Traumatic brain injury,Condition,MAPS_TO,,Patrick Thoral,1710021489870,
17038-55,"Head (CNS) only trauma, surgery for",6,,"Head (CNS) only trauma, surgery for",SEC_APACHEIV Post-operative trauma,17038,55,0.42,APPROVED,EQUAL,Patrick Thoral,1711231499719,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711231480050,
18612-10,Cardiovascular multiple trauma,13,,Cardiovasculair multiple trauma,SEC_Apache II Operatief Cardiovasculair,18612,10,0.71,APPROVED,EQUAL,Patrick Thoral,1711242241861,4096313,Multiple injuries,Condition,MAPS_TO,,<auto>,1685372519404,
18612-10,Cardiovascular multiple trauma,13,,Cardiovasculair multiple trauma,SEC_Apache II Operatief Cardiovasculair,18612,10,0.71,APPROVED,EQUAL,Patrick Thoral,1711242241861,4012185,Cardiovascular surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711242238691,
18673-611,"Non-operative respiratory - Hypertension-pulmonary, primary/idiopathic",20,,"Non-operative respiratory - Hypertension-pulmonary, primary/idiopathic",NICE SEC APACHEIV diagnosen,18673,611,0.47,APPROVED,EQUAL,Patrick Thoral,1711230545286,44782560,Idiopathic pulmonary arterial hypertension,Condition,MAPS_TO,,<auto>,1685372519422,
17029-90,"Complications of previous open-heart surgery, surgery for (i.e. bleeding, infection,",1,,"Complications of previous open-heart surgery, surgery for (i.e. bleeding, infection,",SEC_APACHEIV Post-operative cardiovascular,17029,90,0.36,APPROVED,EQUAL,Patrick Thoral,1711244536003,4300243,Postoperative complication,Condition,MAPS_TO,,Patrick Thoral,1710017015322,
17029-90,"Complications of previous open-heart surgery, surgery for (i.e. bleeding, infection,",1,,"Complications of previous open-heart surgery, surgery for (i.e. bleeding, infection,",SEC_APACHEIV Post-operative cardiovascular,17029,90,0.36,APPROVED,EQUAL,Patrick Thoral,1711244536003,43022062,Cardiovascular system complication of procedure,Condition,MAPS_TO,,Patrick Thoral,1710017144732,
17029-90,"Complications of previous open-heart surgery, surgery for (i.e. bleeding, infection,",1,,"Complications of previous open-heart surgery, surgery for (i.e. bleeding, infection,",SEC_APACHEIV Post-operative cardiovascular,17029,90,0.36,APPROVED,EQUAL,Patrick Thoral,1711244536003,4012185,Cardiovascular surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711244534604,
16656-7,Diabetic ketoacidosis,7,,Diabetische keto-acidose,DMC_Interne Geneeskunde_Metabool,16656,7,1.00,APPROVED,EQUAL,Patrick Thoral,1711230623660,443727,Diabetic ketoacidosis,Condition,MAPS_TO,,<auto>,1685372519515,
13126-5,Gynecological surgery (respiratory monitoring),20,,Gynacologische chirurgie (respiratoire bewaking),D_Algemene chirurgie_Urogenitaal,13126,5,0.49,APPROVED,EQUAL,Patrick Thoral,1711237494261,443343,Disorder of female genital system,Condition,MAPS_TO,,<auto>,1685372519618,
13126-5,Gynecological surgery (respiratory monitoring),20,,Gynacologische chirurgie (respiratoire bewaking),D_Algemene chirurgie_Urogenitaal,13126,5,0.49,APPROVED,EQUAL,Patrick Thoral,1711237494261,4129747,Operation on female genital organs,Procedure,MAPS_TO,,Patrick Thoral,1711237490347,
17007-10,Chest/multiple trauma,81,,Chest/multiple trauma,APACHEIV Non-operative trauma,17007,10,0.73,APPROVED,EQUAL,Patrick Thoral,1711230694213,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1696503060113,
17007-10,Chest/multiple trauma,81,,Chest/multiple trauma,APACHEIV Non-operative trauma,17007,10,0.73,APPROVED,EQUAL,Patrick Thoral,1711230694213,4094683,Chest injury,Condition,MAPS_TO,,Patrick Thoral,1696503138795,
18671-16,"Non-operative cardiovascular - Contusion, myocardial (include R/O)",3,,"Non-operative cardiovascular - Contusion, myocardial (include R/O)",NICE APACHEIV diagnosen,18671,16,0.42,APPROVED,EQUAL,Patrick Thoral,1711230579588,321710,Contusion to heart,Condition,MAPS_TO,,<auto>,1685372519950,
13135-7,Diagnosis different,131,,Diagnose anders,D_Interne Geneeskunde_Abdominaal,13135,7,0.64,APPROVED,EQUAL,Patrick Thoral,1711230662385,4000610,Disorder of gastrointestinal tract,Condition,MAPS_TO,,Patrick Thoral,1710017978773,
13145-5,Haematological,11,,Haematologisch,D_Algemene chirurgie_KNO/Overige,13145,5,0.72,APPROVED,EQUAL,Patrick Thoral,1711239928054,4044013,Hematologic neoplasm,Condition,MAPS_TO,,<auto>,1685372520053,
13145-5,Haematological,11,,Haematologisch,D_Algemene chirurgie_KNO/Overige,13145,5,0.72,APPROVED,EQUAL,Patrick Thoral,1711239928054,4298484,Operation on oral cavity,Procedure,MAPS_TO,,Patrick Thoral,1711239926967,
18673-875,"Post-operative trauma - Chest/abdomen trauma, surgery for",6,,"Post-operative trauma - Chest/abdomen trauma, surgery for",NICE SEC APACHEIV diagnosen,18673,875,0.51,APPROVED,EQUAL,Patrick Thoral,1711248222024,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710015267421,
18673-875,"Post-operative trauma - Chest/abdomen trauma, surgery for",6,,"Post-operative trauma - Chest/abdomen trauma, surgery for",NICE SEC APACHEIV diagnosen,18673,875,0.51,APPROVED,EQUAL,Patrick Thoral,1711248222024,200588,Injury of abdomen,Condition,MAPS_TO,,Patrick Thoral,1710015320171,
18673-875,"Post-operative trauma - Chest/abdomen trauma, surgery for",6,,"Post-operative trauma - Chest/abdomen trauma, surgery for",NICE SEC APACHEIV diagnosen,18673,875,0.51,APPROVED,EQUAL,Patrick Thoral,1711248222024,4094683,Chest injury,Condition,MAPS_TO,,Patrick Thoral,1710015365301,
18673-875,"Post-operative trauma - Chest/abdomen trauma, surgery for",6,,"Post-operative trauma - Chest/abdomen trauma, surgery for",NICE SEC APACHEIV diagnosen,18673,875,0.51,APPROVED,EQUAL,Patrick Thoral,1711248222024,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711246767801,
17004-3,"Coma/change in level of consciousness (for hepatic see GI, for diabetic see",133,,"Coma/change in level of consciousness (for hepatic see GI, for diabetic see",APACHEIV Non-operative neurologic,17004,3,0.49,APPROVED,EQUAL,Patrick Thoral,1711230694213,380834,Coma,Condition,MAPS_TO,,Patrick Thoral,1710016684117,
18669-55,Non-operative Respiratory - Asthma or allergy,53,,Non-operatief Respiratoir - Asthma of allergie,NICE APACHEII diagnosen,18669,55,0.46,APPROVED,EQUAL,Patrick Thoral,1711230600603,257581,Acute asthma,Condition,MAPS_TO,,Patrick Thoral,1710027459119,
18669-55,Non-operative Respiratory - Asthma or allergy,53,,Non-operatief Respiratoir - Asthma of allergie,NICE APACHEII diagnosen,18669,55,0.46,APPROVED,EQUAL,Patrick Thoral,1711230600603,40589905,Allergic reaction,Observation,MAPS_TO,,Patrick Thoral,1710027474400,
18597-5,Haemorrhagic shock,86,,Haemorragische shock,Apache II Operatief Cardiovasculair,18597,5,1.00,APPROVED,EQUAL,Patrick Thoral,1711240038052,4148882,Hemorrhagic shock,Condition,MAPS_TO,,<auto>,1685372520415,
18597-5,Haemorrhagic shock,86,,Haemorragische shock,Apache II Operatief Cardiovasculair,18597,5,1.00,APPROVED,EQUAL,Patrick Thoral,1711240038052,4042641,Procedure on cardiovascular system,Procedure,MAPS_TO,,Patrick Thoral,1711240035650,
18671-432,"Post-operative trauma - Extremity/multiple trauma, surgery for",159,,"Post-operative trauma - Extremity/multiple trauma, surgery for",NICE APACHEIV diagnosen,18671,432,0.45,APPROVED,EQUAL,Patrick Thoral,1711248222024,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710015267421,
18671-432,"Post-operative trauma - Extremity/multiple trauma, surgery for",159,,"Post-operative trauma - Extremity/multiple trauma, surgery for",NICE APACHEIV diagnosen,18671,432,0.45,APPROVED,EQUAL,Patrick Thoral,1711248222024,133468,Disorder of limb,Condition,MAPS_TO,,Patrick Thoral,1710016120320,
18671-432,"Post-operative trauma - Extremity/multiple trauma, surgery for",159,,"Post-operative trauma - Extremity/multiple trauma, surgery for",NICE APACHEIV diagnosen,18671,432,0.45,APPROVED,EQUAL,Patrick Thoral,1711248222024,4096313,Multiple injuries,Condition,MAPS_TO,,Patrick Thoral,1710016242371,
18671-432,"Post-operative trauma - Extremity/multiple trauma, surgery for",159,,"Post-operative trauma - Extremity/multiple trauma, surgery for",NICE APACHEIV diagnosen,18671,432,0.45,APPROVED,EQUAL,Patrick Thoral,1711248222024,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711246767801,
18670-90,Non-operative Cardiovascular - Arrhythmias,84,,Non-operatief Cardiovasculair - Ritmestoornissen,NICE SEC APACHEII diagnosen,18670,90,0.60,APPROVED,EQUAL,Patrick Thoral,1711230562181,44784217,Cardiac arrhythmia,Condition,MAPS_TO,,Patrick Thoral,1710024476679,
17017-10,"Chest/multiple trauma, surgery for",18,,"Chest/multiple trauma, surgery for",APACHEIV Post-operative trauma,17017,10,0.58,APPROVED,EQUAL,Patrick Thoral,1711248222024,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1696503068920,
17017-10,"Chest/multiple trauma, surgery for",18,,"Chest/multiple trauma, surgery for",APACHEIV Post-operative trauma,17017,10,0.58,APPROVED,EQUAL,Patrick Thoral,1711248222024,4094683,Chest injury,Condition,MAPS_TO,,Patrick Thoral,1696503138795,
17017-10,"Chest/multiple trauma, surgery for",18,,"Chest/multiple trauma, surgery for",APACHEIV Post-operative trauma,17017,10,0.58,APPROVED,EQUAL,Patrick Thoral,1711248222024,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711246767801,
18673-744,"Post-operative gastrointestinal - Cancer-small intestinal, surgery for",3,,"Post-operative gastro-intestinal - Cancer-small intestinal, surgery for",NICE SEC APACHEIV diagnosen,18673,744,0.41,APPROVED,EQUAL,Patrick Thoral,1711241778674,443397,Malignant tumor of small intestine,Condition,MAPS_TO,,Patrick Thoral,1710033150010,
18673-744,"Post-operative gastrointestinal - Cancer-small intestinal, surgery for",3,,"Post-operative gastro-intestinal - Cancer-small intestinal, surgery for",NICE SEC APACHEIV diagnosen,18673,744,0.41,APPROVED,EQUAL,Patrick Thoral,1711241778674,4030148,Small intestine excision,Procedure,MAPS_TO,,Patrick Thoral,1711241774852,
17004-7,Encephalopathies (excluding hepatic),15,,Encephalopathies (excluding hepatic),APACHEIV Non-operative neurologic,17004,7,0.49,APPROVED,EQUAL,Patrick Thoral,1711230694213,372887,Disorder of brain,Condition,MAPS_TO,,Patrick Thoral,1710018361669,
18673-612,Non-operative respiratory - Near drowning accident,2,,Non-operative respiratory - Near drowning accident,NICE SEC APACHEIV diagnosen,18673,612,0.56,APPROVED,EQUAL,Patrick Thoral,1711230545286,439973,Nonfatal submersion,Condition,MAPS_TO,,<auto>,1685372520912,
18589-3,Coronary suffering,104,,Coronair lijden,Apache II Non-Operatief Cardiovasculair,18589,3,0.78,APPROVED,EQUAL,Patrick Thoral,1711230706764,317576,Coronary arteriosclerosis,Condition,MAPS_TO,,Patrick Thoral,1685388912362,
18673-812,"Post-operative neurologic - Abscess/infection-cranial, surgery for",6,,"Post-operative neurologic - Abscess/infection-cranial, surgery for",NICE SEC APACHEIV diagnosen,18673,812,0.38,APPROVED,EQUAL,Patrick Thoral,1711240373826,435509,Intracranial abscess,Condition,MAPS_TO,,Patrick Thoral,1710034654641,
18673-812,"Post-operative neurologic - Abscess/infection-cranial, surgery for",6,,"Post-operative neurologic - Abscess/infection-cranial, surgery for",NICE SEC APACHEIV diagnosen,18673,812,0.38,APPROVED,EQUAL,Patrick Thoral,1711240373826,4257898,Craniectomy with excision of brain abscess,Procedure,MAPS_TO,,Patrick Thoral,1711240371225,
16655-7,Endocarditis,1,,Endocarditis,DMC_Interne Geneeskunde_Infectieziekten,16655,7,1.00,APPROVED,EQUAL,Patrick Thoral,1711230623660,441589,Endocarditis,Condition,MAPS_TO,,<auto>,1685372521273,
13136-5,Infectious disease other,959,,Infectieuze aandoening overig,D_Interne Geneeskunde_Infectieziekten,13136,5,0.86,APPROVED,EQUAL,Patrick Thoral,1711230662385,432250,Infectious disease,Condition,MAPS_TO,,Patrick Thoral,1685380685946,
18673-876,"Post-operative trauma - Chest/extremity trauma, surgery for",8,,"Post-operative trauma - Chest/extremity trauma, surgery for",NICE SEC APACHEIV diagnosen,18673,876,0.40,APPROVED,EQUAL,Patrick Thoral,1711248222024,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710015267421,
18673-876,"Post-operative trauma - Chest/extremity trauma, surgery for",8,,"Post-operative trauma - Chest/extremity trauma, surgery for",NICE SEC APACHEIV diagnosen,18673,876,0.40,APPROVED,EQUAL,Patrick Thoral,1711248222024,4094683,Chest injury,Condition,MAPS_TO,,Patrick Thoral,1710015365301,
18673-876,"Post-operative trauma - Chest/extremity trauma, surgery for",8,,"Post-operative trauma - Chest/extremity trauma, surgery for",NICE SEC APACHEIV diagnosen,18673,876,0.40,APPROVED,EQUAL,Patrick Thoral,1711248222024,133468,Disorder of limb,Condition,MAPS_TO,,Patrick Thoral,1710015826518,
18673-876,"Post-operative trauma - Chest/extremity trauma, surgery for",8,,"Post-operative trauma - Chest/extremity trauma, surgery for",NICE SEC APACHEIV diagnosen,18673,876,0.40,APPROVED,EQUAL,Patrick Thoral,1711248222024,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711246767801,
17005-16,"Airway obstruction (acute epiglottitis, post-extubation edema, foreign body, etc.)",127,,"Obstruction-airway (acute epiglottitis, post-extubation edema, foreign body, etc.)",APACHEIV Non-operative respiratory,17005,16,0.46,APPROVED,EQUAL,Patrick Thoral,1711230694213,4089218,Partially obstructed airway,Condition,MAPS_TO,,Patrick Thoral,1696500360313,
17013-3,Cosmetic surgery (all),5,,Cosmetic surgery (all),APACHEIV Post-operative musculoskeletal /skin,17013,3,0.45,APPROVED,EQUAL,Patrick Thoral,1711235610777,37110585,Complication due to and following cosmetic surgery,Condition,MAPS_TO,,<auto>,1685372521656,
17013-3,Cosmetic surgery (all),5,,Cosmetic surgery (all),APACHEIV Post-operative musculoskeletal /skin,17013,3,0.45,APPROVED,EQUAL,Patrick Thoral,1711235610777,4207050,Cosmetic surgery,Procedure,MAPS_TO,,Patrick Thoral,1711235608060,
17025-55,Subarachnoid hemorrhage/arteriovenous malformation,2,,Subarachnoid hemorrhage/arteriovenous malformation,SEC_APACHEIV Non-operative neurologic,17025,55,0.75,APPROVED,EQUAL,Patrick Thoral,1711230500290,4046364,Subarachnoid hemorrhage due to ruptured arteriovenous malformation,Condition,MAPS_TO,,Patrick Thoral,1696503748808,
16656-5,Intoxication,18,,Intoxicatie,DMC_Interne Geneeskunde_Metabool,16656,5,1.00,APPROVED,EQUAL,Patrick Thoral,1711230623660,602985,Intoxication,Condition,MAPS_TO,,<auto>,1685372521810,
17014-10,Devices for spine fracture/dislocation,28,,Devices for spine fracture/dislocation,APACHEIV Post-operative neurologic,17014,10,0.54,APPROVED,EQUAL,Patrick Thoral,1711239418695,4174520,Fracture of vertebral column,Condition,MAPS_TO,,Patrick Thoral,1710017403891,
17014-10,Devices for spine fracture/dislocation,28,,Devices for spine fracture/dislocation,APACHEIV Post-operative neurologic,17014,10,0.54,APPROVED,EQUAL,Patrick Thoral,1711239418695,4208113,Spinal arthrodesis,Procedure,MAPS_TO,,Patrick Thoral,1711239406916,
18671-433,"Post-operative trauma - Face only trauma, surgery for",30,,"Post-operative trauma - Face only trauma, surgery for",NICE APACHEIV diagnosen,18671,433,0.44,APPROVED,EQUAL,Patrick Thoral,1711248222024,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710015267421,
18671-433,"Post-operative trauma - Face only trauma, surgery for",30,,"Post-operative trauma - Face only trauma, surgery for",NICE APACHEIV diagnosen,18671,433,0.44,APPROVED,EQUAL,Patrick Thoral,1711248222024,444191,Injury of face,Condition,MAPS_TO,,Patrick Thoral,1710016204241,
18671-433,"Post-operative trauma - Face only trauma, surgery for",30,,"Post-operative trauma - Face only trauma, surgery for",NICE APACHEIV diagnosen,18671,433,0.44,APPROVED,EQUAL,Patrick Thoral,1711248222024,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711246767801,
18671-90,"Non-operative hematological - Lymphoma, non-Hodgkins",23,,"Non-operative hematological - Lymphoma, non-Hodgkins",NICE APACHEIV diagnosen,18671,90,0.68,APPROVED,EQUAL,Patrick Thoral,1711230579588,4038838,Non-Hodgkin's lymphoma (clinical),Condition,MAPS_TO,,<auto>,1685372522015,
13118-7,Endovascular stent placement,93,,Endovasculaire stent plaatsing,D_Thoraxchirurgie_Aorta chirurgie,13118,7,0.52,APPROVED,EQUAL,Patrick Thoral,1711233769982,443622,Aneurysm of thoracic aorta,Condition,MAPS_TO,,Patrick Thoral,1710018433766,
13118-7,Endovascular stent placement,93,,Endovasculaire stent plaatsing,D_Thoraxchirurgie_Aorta chirurgie,13118,7,0.52,APPROVED,EQUAL,Patrick Thoral,1711233769982,44793144,Repair of thoracic aortic aneurysm with insertion of endovascular stent,Procedure,MAPS_TO,,Patrick Thoral,1711233766605,
13137-3,Diabetic ketoacidosis,154,,Diabetische keto-acidose,D_Interne Geneeskunde_Metabool,13137,3,1.00,APPROVED,EQUAL,Patrick Thoral,1711230662385,443727,Diabetic ketoacidosis,Condition,MAPS_TO,,<auto>,1685372522144,
18673-815,"Postoperative neurologic - Biopsy, brain",3,,"Post-operative neurologic - Biopsy, brain",NICE SEC APACHEIV diagnosen,18673,815,0.39,APPROVED,EQUAL,Patrick Thoral,1711237832169,376337,Disorder of nervous system,Condition,MAPS_TO,,Patrick Thoral,1710034692640,
18673-815,"Postoperative neurologic - Biopsy, brain",3,,"Post-operative neurologic - Biopsy, brain",NICE SEC APACHEIV diagnosen,18673,815,0.39,APPROVED,EQUAL,Patrick Thoral,1711237832169,42537289,Open biopsy of brain,Procedure,MAPS_TO,,Patrick Thoral,1711237829573,
13121-10,Diagnosis different,375,,Diagnose anders,D_Algemene chirurgie_Buikchirurgie,13121,10,0.64,APPROVED,EQUAL,Patrick Thoral,1711237507050,4000610,Disorder of gastrointestinal tract,Condition,MAPS_TO,,Patrick Thoral,1685388774119,
13121-10,Diagnosis different,375,,Diagnose anders,D_Algemene chirurgie_Buikchirurgie,13121,10,0.64,APPROVED,EQUAL,Patrick Thoral,1711237507050,4314251,Laparotomy,Procedure,MAPS_TO,,Patrick Thoral,1711237506046,
18669-16,Operative Renal - Renal transplant,495,,Operatief Renaal - Renaal transplantatie,NICE APACHEII diagnosen,18669,16,0.54,APPROVED,EQUAL,Patrick Thoral,1711235402190,37018761,Chronic kidney disease stage 5 with transplant,Condition,MAPS_TO,,Patrick Thoral,1711228574259,
18669-16,Operative Renal - Renal transplant,495,,Operatief Renaal - Renaal transplantatie,NICE APACHEII diagnosen,18669,16,0.54,APPROVED,EQUAL,Patrick Thoral,1711235402190,4322471,Transplant of kidney,Procedure,MAPS_TO,,Patrick Thoral,1711235388660,
17019-90,"Thrombus, arterial",5,,"Thrombus,arterial",SEC_APACHE IV Non-operative cardiovascular,17019,90,0.58,APPROVED,EQUAL,Patrick Thoral,1711230500290,4278217,Arterial thrombosis,Condition,MAPS_TO,,Patrick Thoral,1696503506980,
13131-5,Intracerebral haematoma,315,,Intracerebraal haematoom,D_Neurologie_Vasculair neurologisch,13131,5,0.68,APPROVED,EQUAL,Patrick Thoral,1711235070219,376713,Cerebral hemorrhage,Condition,MAPS_TO,,<auto>,1685372522658,
18673-878,"Post-operative trauma - Chest/multiple trauma, surgery for",4,,"Post-operative trauma - Chest/multiple trauma, surgery for",NICE SEC APACHEIV diagnosen,18673,878,0.47,APPROVED,EQUAL,Patrick Thoral,1711248222024,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710015267421,
18673-878,"Post-operative trauma - Chest/multiple trauma, surgery for",4,,"Post-operative trauma - Chest/multiple trauma, surgery for",NICE SEC APACHEIV diagnosen,18673,878,0.47,APPROVED,EQUAL,Patrick Thoral,1711248222024,4094683,Chest injury,Condition,MAPS_TO,,Patrick Thoral,1710015365301,
18673-878,"Post-operative trauma - Chest/multiple trauma, surgery for",4,,"Post-operative trauma - Chest/multiple trauma, surgery for",NICE SEC APACHEIV diagnosen,18673,878,0.47,APPROVED,EQUAL,Patrick Thoral,1711248222024,4096313,Multiple injuries,Condition,MAPS_TO,,Patrick Thoral,1710015851130,
18673-878,"Post-operative trauma - Chest/multiple trauma, surgery for",4,,"Post-operative trauma - Chest/multiple trauma, surgery for",NICE SEC APACHEIV diagnosen,18673,878,0.47,APPROVED,EQUAL,Patrick Thoral,1711248222024,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711246767801,
