sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:source_concept,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
15868,Droplet isolation,28,,Druppelisolatie,0.54,APPROVED,EQUAL,Patrick Thoral,1695463071946,4077521,Isolation nursing,Procedure,MAPS_TO,,Patrick Thoral,1695463071385,
9328,Ventilate,18471,,Beademen,0.85,APPROVED,EQUAL,Patrick Thoral,1685873772004,4230167,Artificial ventilation,Procedure,MAPS_TO,,Patrick Thoral,1685873645907,
9493,Determine Intrinsic PEEP and Airtrap,101,,Intrinsic PEEP en Airtrap bepalen,0.33,APPROVED,UNMATCHED,Patrick Thoral,1711406035511,0,Unmapped,,MAPS_TO,,,0,
12139,Neo-Pneumocatheter (Vietnam Drain),12,,Neo-pneumocatheter (Vietnam-drain),0.29,APPROVED,EQUIVALENT,Patrick Thoral,1711127227540,45764146,Pleural catheter,Device,MAPS_TO,,Patrick Thoral,1711127222451,
9327,Print target values,1568,,Streefwaarden drukken,0.37,APPROVED,INEXACT,Patrick Thoral,1685909142371,4298267,Hemodynamic regulation,Procedure,MAPS_TO,,Patrick Thoral,1685907752275,
9401,Wound drain 3,524,,Wonddrain 3,0.94,APPROVED,EQUAL,Patrick Thoral,1685911984923,4119547,Wound drain,Device,MAPS_TO,,<auto>,1685488570870,
9514,Do not suck nasally,248,,Niet nasaal uitzuigen,0.31,APPROVED,UNMATCHED,Patrick Thoral,1711406035511,0,Unmapped,,MAPS_TO,,,0,
18718,Plasmapheresis,23,,Plasmaferese,1.00,APPROVED,EQUIVALENT,Patrick Thoral,1711127258880,4049372,Plasmapheresis,Procedure,MAPS_TO,,<auto>,1685488571083,
9181,camino drain,354,,Caminodrain,0.58,APPROVED,WIDER,Patrick Thoral,1685916232662,45773325,Cerebrospinal fluid pressure regulation system,Device,MAPS_TO,,Patrick Thoral,1685916229554,
9403,Chest drain 1,9942,,Thoraxdrain 1,0.95,APPROVED,EQUAL,Patrick Thoral,1685874173441,4121351,Chest drain,Device,MAPS_TO,,<auto>,1685488571845,
13421,Trauma Catheter Femoralis,49,,Trauma catheter Femoralis,0.49,APPROVED,EQUAL,Patrick Thoral,1695514490841,37017497,Triple lumen hemodialysis catheter,Device,MAPS_TO,,Patrick Thoral,1695458755100,
13421,Trauma Catheter Femoralis,49,,Trauma catheter Femoralis,0.49,APPROVED,EQUAL,Patrick Thoral,1695514490841,4308414,Femoral vein structure,Spec Anatomic Site,MAPS_TO_VALUE,,Patrick Thoral,1695514459620,
12584,Chest drain 5,8,,Thoraxdrain 5,0.94,APPROVED,EQUAL,Patrick Thoral,1695457582981,4121351,Chest drain,Device,MAPS_TO,,<auto>,1685488571976,
9494,MRSA nursing,7,,MRSA verpleging,0.53,APPROVED,EQUAL,Patrick Thoral,1695463385123,4077521,Isolation nursing,Procedure,MAPS_TO,,<auto>,1685488572055,
13099,Arterial line Axillaris,46,,Arterielijn Axillaris,0.62,APPROVED,EQUAL,Patrick Thoral,1695508109199,4118298,Arterial catheter,Device,MAPS_TO,,Patrick Thoral,1695506635273,
13099,Arterial line Axillaris,46,,Arterielijn Axillaris,0.62,APPROVED,EQUAL,Patrick Thoral,1695508109199,4239013,Structure of axillary artery,Spec Anatomic Site,MAPS_TO_VALUE,,Patrick Thoral,1695508105486,
9386,X-Process Psycho-social,220,,X-Proces Psycho-sociaal,0.56,APPROVED,EQUAL,Patrick Thoral,1695668564388,4217020,Psychosocial procedure,Procedure,MAPS_TO,,Patrick Thoral,1695668563115,
14953,Hypothermia maintenance & warm-up phase,6,,Hypothermie onderhoud- & opwarmfase,0.47,APPROVED,EQUAL,Patrick Thoral,1695670081292,4062748,Induction and maintenance of total body hypothermia,Procedure,MAPS_TO,,Patrick Thoral,1695670079919,
18806,Give only irradiated blood,7,,Alleen bestraald bloed geven,0.59,APPROVED,EQUIVALENT,Patrick Thoral,1711405832446,36675662,Requires irradiated blood component,Observation,MAPS_TO,,Patrick Thoral,1711405827165,
15148,Diet - Just eat,1947,,Dieet - Gewoon eten,0.29,APPROVED,EQUAL,Patrick Thoral,1685906762964,4173947,Advance diet as tolerated,Procedure,MAPS_TO,,Patrick Thoral,1685906114629,
18741,Cast,64,,Gips,1.00,APPROVED,EQUAL,Patrick Thoral,1695512125317,4040386,Cast,Device,MAPS_TO,,<auto>,1685488572961,
9184,Lumbar drain,99,,Lumbaaldrain,0.61,APPROVED,EQUAL,Patrick Thoral,1695512857229,4147758,Cerebrospinal catheter,Device,MAPS_TO,,Patrick Thoral,1695512420484,
9184,Lumbar drain,99,,Lumbaaldrain,0.61,APPROVED,EQUAL,Patrick Thoral,1695512857229,4181439,Structure of lumbar spinal canal,Spec Anatomic Site,MAPS_TO_VALUE,,Patrick Thoral,1695512854888,
9453,Trendelenburg,3,,Trendelenburg,0.85,APPROVED,EQUAL,Patrick Thoral,1695460095149,4308611,Trendelenburg positioning,Procedure,MAPS_TO,,Patrick Thoral,1695460093118,
9411,Suprapubic catheter,346,,Suprapubis catheter,1.00,APPROVED,WIDER,Patrick Thoral,1685916237602,4117709,Suprapubic catheter,Device,MAPS_TO,,<auto>,1685488573520,
9520,Warming up (Active external),4798,,Opwarmen (Actief uitwendig),0.53,APPROVED,EQUAL,Patrick Thoral,1685874185373,4329660,Active external warming of subject,Procedure,MAPS_TO,,<auto>,1685488573561,
9380,X-Process Gastrointestinal,260,,X-Proces Gastro-Intestinaal,0.63,APPROVED,EQUAL,Patrick Thoral,1685916969151,4293032,Procedure on gastrointestinal tract,Procedure,MAPS_TO,,Patrick Thoral,1685916968315,
9456,Don't balloon,10,,Niet balloneren,0.43,APPROVED,UNMATCHED,Patrick Thoral,1711405906233,0,Unmapped,,MAPS_TO,,,0,
20259,Contact insulation plus,6,,Contactisolatie plus,0.54,APPROVED,EQUAL,Patrick Thoral,1695462897042,4077521,Isolation nursing,Procedure,MAPS_TO,,Patrick Thoral,1695462880399,
9415,Urinary Catheter (CAD),21339,,Urine-Catheter (CAD),0.69,APPROVED,EQUAL,Patrick Thoral,1685872371908,4070667,Urinary catheter,Device,MAPS_TO,,<auto>,1685488574024,
15787,Double loop stoma,9,,Dubbelloops Stoma,0.52,APPROVED,INEXACT,Patrick Thoral,1695463113220,4314436,Enterostomy,Procedure,MAPS_TO,,Patrick Thoral,1695463107558,
21056,PiCCO brachial artery line (22 cm),6,,PiCCO arterielijn brachialis (22 cm),0.39,APPROVED,EQUIVALENT,Patrick Thoral,1711127767514,4330247,Percutaneous transluminal angioplasty of brachial artery using fluoroscopic guidance with contrast,Procedure,MAPS_TO,,<auto>,1685488574201,
21056,PiCCO brachial artery line (22 cm),6,,PiCCO arterielijn brachialis (22 cm),0.39,APPROVED,EQUIVALENT,Patrick Thoral,1711127767514,4063510,Structure of brachial artery,Spec Anatomic Site,MAPS_TO_VALUE,,Patrick Thoral,1711127761831,
12427,Flush drain 2,7,,Spoeldrain 2,0.53,APPROVED,EQUAL,Patrick Thoral,1695669652598,36717545,Wound irrigation cannula,Device,MAPS_TO,,Patrick Thoral,1695669651057,
9325,Weanen,374,,Weanen,0.42,APPROVED,EQUAL,Patrick Thoral,1685914791719,4072633,Weaning from mechanically assisted ventilation,Procedure,MAPS_TO,,Patrick Thoral,1685914788369,
9406,Flush drain 1,125,,Spoeldrain 1,0.53,APPROVED,EQUAL,Patrick Thoral,1695669621875,36717545,Wound irrigation cannula,Device,MAPS_TO,,Patrick Thoral,1695669620753,
9173,Swan Ganz Femoralis,211,,Swan Ganz Femoralis,0.47,APPROVED,EQUAL,Patrick Thoral,1695514420400,4262295,Pulmonary artery catheter,Device,MAPS_TO,,Patrick Thoral,1695514339316,
9173,Swan Ganz Femoralis,211,,Swan Ganz Femoralis,0.47,APPROVED,EQUAL,Patrick Thoral,1695514420400,4308414,Femoral vein structure,Spec Anatomic Site,MAPS_TO_VALUE,,Patrick Thoral,1695514359640,
19888,TR band,102,,TR-band,0.54,APPROVED,EQUAL,Patrick Thoral,1695460004409,45773298,Radial artery compression device,Device,MAPS_TO,,Patrick Thoral,1695460001883,
12401,Duo lumen Subclavian,30,,Duo lumen Subclavia,0.60,APPROVED,EQUIVALENT,Patrick Thoral,1711126470828,4179206,Central venous catheter,Device,MAPS_TO,,Patrick Thoral,1695510433893,
12401,Duo lumen Subclavian,30,,Duo lumen Subclavia,0.60,APPROVED,EQUIVALENT,Patrick Thoral,1711126470828,4311330,Structure of subclavian vein,Spec Anatomic Site,MAPS_TO_VALUE,,Patrick Thoral,1695510499062,
19986,Contact insulation 1 additional measures,62,,Contactisolatie 1 extra maatregelen,0.39,APPROVED,EQUAL,Patrick Thoral,1695462892798,4077521,Isolation nursing,Procedure,MAPS_TO,,Patrick Thoral,1695462889043,
9448,artificial noses,1040,,Kunstneuzen,0.69,APPROVED,EQUAL,Patrick Thoral,1685910066913,4308797,Trial of spontaneous breathing,Procedure,MAPS_TO,,Patrick Thoral,1685910050250,
9323,Give exchange,76,,Wisselligging geven,0.71,APPROVED,EQUAL,Patrick Thoral,1695669469585,4205539,Repositioning,Procedure,MAPS_TO,,Patrick Thoral,1695669467897,
16910,ICD,32,,ICD,0.53,APPROVED,EQUAL,Patrick Thoral,1695670256538,2615748,"Cardioverter-defibrillator, dual chamber (implantable)",Device,MAPS_TO,,Patrick Thoral,1695670255095,
15171,Airborne isolation 1,19,,Aërogene isolatie 1,0.61,APPROVED,EQUAL,Patrick Thoral,1711129092189,4077521,Isolation nursing,Procedure,MAPS_TO,,Patrick Thoral,1711129089366,
10620,Artery Line Dorsalis Pedis,359,,Arterielijn Dorsalis Pedis,0.65,APPROVED,EQUAL,Patrick Thoral,1695508158541,4118298,Arterial catheter,Device,MAPS_TO,,Patrick Thoral,1685916114240,
10620,Artery Line Dorsalis Pedis,359,,Arterielijn Dorsalis Pedis,0.65,APPROVED,EQUAL,Patrick Thoral,1695508158541,4312875,Structure of dorsalis pedis artery,Spec Anatomic Site,MAPS_TO_VALUE,,Patrick Thoral,1695508157016,
18742,Splint,122,,Spalk,1.00,APPROVED,EQUIVALENT,Patrick Thoral,1695461210951,4042424,Splint,Device,MAPS_TO,,<auto>,1685488575776,
9410,Cooling Patient (Active),1251,,Koelen patiënt (Actief),0.67,APPROVED,EQUAL,Patrick Thoral,1685909315493,4086433,Active cooling of patient,Procedure,MAPS_TO,,<auto>,1685488576149,
9414,Rotate bed,18,,Roteren bed,0.50,APPROVED,EQUAL,Patrick Thoral,1695461414070,4328013,Continuous lateral rotational therapy,Procedure,MAPS_TO,,Patrick Thoral,1695461410734,
21092,ECMO cannula venous,2,,ECMO canule veneus,0.59,APPROVED,EQUAL,Patrick Thoral,1695457554940,45761193,"Cardiopulmonary bypass cannula, venous",Device,MAPS_TO,,Patrick Thoral,1695457549391,
9594,Single Lumen Femoralis,31,,Enkel lumen Femoralis,0.59,APPROVED,EQUIVALENT,Patrick Thoral,1711126470828,4179206,Central venous catheter,Device,MAPS_TO,,Patrick Thoral,1695510690235,
9594,Single Lumen Femoralis,31,,Enkel lumen Femoralis,0.59,APPROVED,EQUIVALENT,Patrick Thoral,1711126470828,4308414,Femoral vein structure,Spec Anatomic Site,MAPS_TO_VALUE,,Patrick Thoral,1695510734234,
21057,PiCCO femoral artery line (20 cm),25,,PiCCO arterielijn femoralis (20 cm) ,0.39,APPROVED,EQUIVALENT,Patrick Thoral,1711128505614,4297788,Structure of femoral artery,Spec Anatomic Site,MAPS_TO,,Patrick Thoral,1711128504409,
9544,NDT system,258,,NDT-systeem,0.51,APPROVED,EQUAL,Patrick Thoral,1685917032688,42872974,Negative pressure wound dressing,Device,MAPS_TO,,Patrick Thoral,1685917031056,
9485,Diet,36,,Dieet,0.66,APPROVED,EQUAL,Patrick Thoral,1695463029703,4056973,Dietary regime,Procedure,MAPS_TO,,Patrick Thoral,1695463028097,
9379,X-Process Circulation,195,,X-Proces Circulatie,0.52,APPROVED,EQUAL,Patrick Thoral,1695668644098,4121583,Circulation maintenance,Procedure,MAPS_TO,,Patrick Thoral,1695668643368,
12540,Venous sheet,206,,Veneuze sheet,0.62,APPROVED,WIDER,Patrick Thoral,1695506502191,4124377,Venous catheter,Device,MAPS_TO,,Patrick Thoral,1695506499504,
9387,X-Process Respiration,310,,X-Proces Respiratie,0.43,APPROVED,EQUAL,Patrick Thoral,1685916338163,2007688,Other respiratory procedures,Procedure,MAPS_TO,,Patrick Thoral,1685916328159,
15170,Contact insulation 2,586,,Contactisolatie 2,0.61,APPROVED,EQUAL,Patrick Thoral,1685911321952,4077521,Isolation nursing,Procedure,MAPS_TO,,Patrick Thoral,1685911318957,
9182,cisternal drain,12,,Cisternale drain,0.66,APPROVED,EQUIVALENT,Patrick Thoral,1695510005451,4147758,Cerebrospinal catheter,Device,MAPS_TO,,Patrick Thoral,1695509448875,
9182,cisternal drain,12,,Cisternale drain,0.66,APPROVED,EQUIVALENT,Patrick Thoral,1695510005451,4268016,Structure of subarachnoid cistern,Spec Anatomic Site,MAPS_TO_VALUE,,Patrick Thoral,1695510000601,
9521,Warming up (Passive external),281,,Opwarmen (Passief uitwendig),0.48,APPROVED,EQUAL,Patrick Thoral,1685916781532,44792363,Passive warming of patient,Procedure,MAPS_TO,,Patrick Thoral,1685916778703,
16362,Save urine for 24 hours,288,,24 uurs urine sparen,0.47,APPROVED,EQUAL,Patrick Thoral,1685916711869,4083913,"Urine specimen collection, 24 hours",Procedure,MAPS_TO,,Patrick Thoral,1685916707552,
13806,Fixature external upper leg left,21,,Fixatuur externe bovenbeen links,0.56,APPROVED,EQUAL,Patrick Thoral,1695511942382,4040907,External fixation device,Device,MAPS_TO,,Patrick Thoral,1695511706727,
13806,Fixature external upper leg left,21,,Fixatuur externe bovenbeen links,0.56,APPROVED,EQUAL,Patrick Thoral,1695511942382,36695982,Structure of left femur,Spec Anatomic Site,MAPS_TO_VALUE,,Patrick Thoral,1695511724246,
13173,Fixation (fixing),1777,,Fixatie (fixeren),0.67,APPROVED,EQUAL,Patrick Thoral,1685875111139,2616721,"Restraints, any type (body, chest, wrist or ankle)",Device,MAPS_TO,,Patrick Thoral,1685875109841,
21187,Single Lumen Peripheral Central Catheter (PICC),4,,Enkel-Lumen Perifeer centrale catheter (PICC),0.69,APPROVED,EQUIVALENT,Patrick Thoral,1711126470828,4161814,Peripherally inserted central catheter,Device,MAPS_TO,,Patrick Thoral,1695510713027,
7927,Prone position,668,,Buikligging,0.75,APPROVED,EQUAL,Patrick Thoral,1685910805836,4196006,Placing subject in prone position,Procedure,MAPS_TO,,Patrick Thoral,1685910789423,
12400,Duolumen Jugularis,38,,Duo lumen Jugularis,0.59,APPROVED,EQUIVALENT,Patrick Thoral,1711126470828,4179206,Central venous catheter,Device,MAPS_TO,,Patrick Thoral,1695510425884,
12400,Duolumen Jugularis,38,,Duo lumen Jugularis,0.59,APPROVED,EQUIVALENT,Patrick Thoral,1711126470828,4006845,Internal jugular vein structure,Spec Anatomic Site,MAPS_TO_VALUE,,Patrick Thoral,1695510485147,
16352,Peritoneal catheter,24,,Peritoneaal catheter,1.00,APPROVED,EQUAL,Patrick Thoral,1695669786121,4150035,Peritoneal catheter,Device,MAPS_TO,,<auto>,1685488578701,
9531,Moisture limitation,154,,Vocht beperking,0.46,APPROVED,EQUAL,Patrick Thoral,1695669173698,4103309,Fluid restriction,Procedure,MAPS_TO,,Patrick Thoral,1695669172060,
9160,Artery Line Femoralis,1260,,Arterielijn Femoralis,0.55,APPROVED,EQUAL,Patrick Thoral,1695508063486,4118298,Arterial catheter,Device,MAPS_TO,,Patrick Thoral,1685909271000,
9160,Artery Line Femoralis,1260,,Arterielijn Femoralis,0.55,APPROVED,EQUAL,Patrick Thoral,1695508063486,4297788,Structure of femoral artery,Spec Anatomic Site,MAPS_TO_VALUE,,Patrick Thoral,1695508053237,
9384,X-Process Neurological,265,,X-Proces Neurologisch,0.52,APPROVED,EQUAL,Patrick Thoral,1685916943559,4203094,Neurological therapy,Procedure,MAPS_TO,,Patrick Thoral,1685916941831,
9441,Twisting like a tree trunk,392,,Draaien als boomstam,0.36,APPROVED,INEXACT,Patrick Thoral,1685914761778,4145643,Procedures relating to splintage and immobilization,Procedure,MAPS_TO,,Patrick Thoral,1685914756240,
10430,IABP,442,,IABP,0.67,APPROVED,EQUAL,Patrick Thoral,1685912869737,4163287,Cardioassist by aortic balloon pump,Procedure,MAPS_TO,,Patrick Thoral,1685912860780,
14759,Angioseal,56,,Angioseal,0.66,APPROVED,EQUAL,Patrick Thoral,1695513128783,2615771,"Closure device, vascular (implantable/insertable)",Device,MAPS_TO,,Patrick Thoral,1695513127028,
9168,Quad Lumen Femoralis,917,,Quad lumen Femoralis,0.40,APPROVED,EQUIVALENT,Patrick Thoral,1711126470828,4179206,Central venous catheter,Device,MAPS_TO,,Patrick Thoral,1695505588183,
9168,Quad Lumen Femoralis,917,,Quad lumen Femoralis,0.40,APPROVED,EQUIVALENT,Patrick Thoral,1711126470828,4308414,Femoral vein structure,Spec Anatomic Site,MAPS_TO_VALUE,,Patrick Thoral,1695514177124,
9161,Dialysis Line Femoralis,1090,,Dialyselijn Femoralis,0.57,APPROVED,EQUAL,Patrick Thoral,1695510296961,42872871,Hemodialysis catheter,Device,MAPS_TO,,Patrick Thoral,1685909486027,
9161,Dialysis Line Femoralis,1090,,Dialyselijn Femoralis,0.57,APPROVED,EQUAL,Patrick Thoral,1695510296961,4308414,Femoral vein structure,Spec Anatomic Site,MAPS_TO_VALUE,,Patrick Thoral,1695510287946,
9625,PCA pump,320,,PCA-pomp,0.67,APPROVED,EQUAL,Patrick Thoral,1685916276979,45758185,Patient-controlled analgesia infusion pump,Device,MAPS_TO,,Patrick Thoral,1685916271311,
9538,Xx-Discontinue PEG Probe(=Process Probe),21,,Xx-Niet meer gebruiken PEG-sonde(=Proces Sonde),0.25,APPROVED,EQUAL,Patrick Thoral,1695669108015,45763425,Gastrostomy tube,Device,MAPS_TO,,Patrick Thoral,1695669081699,
9187,Pacemaker external,1824,,Pacemaker extern,0.81,APPROVED,EQUAL,Patrick Thoral,1685874964884,36662296,External pacemaker,Meas Value,MAPS_TO,,Patrick Thoral,1685874964105,
9417,Probe,24139,,Sonde,1.00,APPROVED,EQUAL,Patrick Thoral,1685488677830,45772272,Nasogastric feeding tube,Device,MAPS_TO,,Patrick Thoral,1685488674494,
15867,TED stockings,894,,TED-kousen,0.72,APPROVED,EQUAL,Patrick Thoral,1685910306289,4082555,Antithromboembolic stockings,Device,MAPS_TO,,Patrick Thoral,1685910304263,
16363,Hemodialysis,58,,Hemodialyse,1.00,APPROVED,EQUAL,Patrick Thoral,1695463142375,4120120,Hemodialysis,Procedure,MAPS_TO,,<auto>,1685488579997,
16358,Bone needle,108,,Botnaald,0.89,APPROVED,EQUAL,Patrick Thoral,1695462061014,45765199,Bone access cannula,Device,MAPS_TO,,Patrick Thoral,1695462059030,
13423,Trauma Catheter Subclavian,42,,Trauma catheter Subclavia,0.81,APPROVED,EQUAL,Patrick Thoral,1695514492314,37017497,Triple lumen hemodialysis catheter,Device,MAPS_TO,,Patrick Thoral,1695458878045,
13423,Trauma Catheter Subclavian,42,,Trauma catheter Subclavia,0.81,APPROVED,EQUAL,Patrick Thoral,1695514492314,4311330,Structure of subclavian vein,Spec Anatomic Site,MAPS_TO_VALUE,,Patrick Thoral,1695514481898,
10731,Colostomy,364,,Colo-stoma,1.00,APPROVED,EQUAL,Patrick Thoral,1685916086960,4225137,Colostomy bag,Device,MAPS_TO,,Patrick Thoral,1685916079531,
9383,X-Process Infection,26,,X-Proces Infectie,0.45,APPROVED,EQUAL,Patrick Thoral,1695668580491,4298121,Infection control procedure,Procedure,MAPS_TO,,Patrick Thoral,1695668579814,
15146,Diet - Thick liquid,614,,Dieet - Dik vloeibaar,0.57,APPROVED,EQUAL,Patrick Thoral,1685910927802,763072,Full liquid diet,Procedure,MAPS_TO,,Patrick Thoral,1685910861872,
9404,Chest drain 2,1323,,Thoraxdrain 2,0.95,APPROVED,EQUAL,Patrick Thoral,1685875256467,4121351,Chest drain,Device,MAPS_TO,,<auto>,1685488580894,
20664,ECMO,2,,ECMO,0.48,APPROVED,EQUAL,Patrick Thoral,1695457455708,4052536,Extracorporeal membrane oxygenation,Procedure,MAPS_TO,,Patrick Thoral,1695457454048,
9381,X-Process Posture & Movement,492,,X-Proces Houding & Beweging,0.33,APPROVED,EQUAL,Patrick Thoral,1685912223840,4041848,Positioning patient,Procedure,MAPS_TO,,Patrick Thoral,1685912221901,
13445,Bladder irrigation catheter,46,,Blaasspoelcatheter,0.86,APPROVED,EQUIVALENT,Patrick Thoral,1695509044503,4302745,Irrigation of urinary bladder,Procedure,MAPS_TO,,<auto>,1685488581212,
9159,arterial line radialis,22483,,Arterielijn Radialis,0.72,APPROVED,EQUAL,Patrick Thoral,1695508184717,4118298,Arterial catheter,Device,MAPS_TO,,Patrick Thoral,1685875170736,
9159,arterial line radialis,22483,,Arterielijn Radialis,0.72,APPROVED,EQUAL,Patrick Thoral,1695508184717,4164917,Structure of radial artery,Spec Anatomic Site,MAPS_TO_VALUE,,Patrick Thoral,1695508183184,
19651,Fixture external upper arm left,2,,Fixatuur externe bovenarm links,0.53,APPROVED,EQUAL,Patrick Thoral,1695511941092,4040907,External fixation device,Device,MAPS_TO,,Patrick Thoral,1695511262971,
19651,Fixture external upper arm left,2,,Fixatuur externe bovenarm links,0.53,APPROVED,EQUAL,Patrick Thoral,1695511941092,4283159,Left upper arm structure,Spec Anatomic Site,MAPS_TO_VALUE,,Patrick Thoral,1695511397046,
9454,Headrest max. 30 degrees,45,,Hoofdsteun max. 30 graden,0.39,APPROVED,UNMATCHED,Patrick Thoral,1711406014638,0,Unmapped,,MAPS_TO,,,0,
9477,Warm up (Active internal),173,,Opwarmen (Actief inwendig),0.37,APPROVED,EQUIVALENT,Patrick Thoral,1711128558315,4328014,Active core warming of subject,Procedure,MAPS_TO,,Patrick Thoral,1711128556698,
10428,Xx-Do Not Use Again(Microprobe=Process Probe),131,,Xx-Niet meer gebruiken(Microsonde=Proces Sonde),0.16,APPROVED,EQUAL,Patrick Thoral,1695668939774,45772272,Nasogastric feeding tube,Device,MAPS_TO,,Patrick Thoral,1695668938828,
15793,Faeces collector,516,,Faeces collector,0.80,APPROVED,EQUAL,Patrick Thoral,1685912190681,4224054,Fecal collector,Device,MAPS_TO,,<auto>,1685488582180,
9388,X-Process Urological,179,,X-Proces Urologisch,0.40,APPROVED,EQUAL,Patrick Thoral,1695668816970,4181165,Procedure involving urinary catheter,Procedure,MAPS_TO,,Patrick Thoral,1695668815927,
9527,Apply stable lateral position,1,,Stabiele zijligging toepassen,0.39,APPROVED,EQUAL,Patrick Thoral,1695669703051,40480297,Positioning subject in recovery position,Procedure,MAPS_TO,,Patrick Thoral,1695669698823,
9373,Nothing per os,946,,Niets per os,0.51,APPROVED,EQUAL,Patrick Thoral,1685910063643,4081119,Nil by mouth,Procedure,MAPS_TO,,<auto>,1685488582983,
9492,Contact insulation 1,427,,Contactisolatie 1,0.62,APPROVED,EQUAL,Patrick Thoral,1685914004496,4077521,Isolation nursing,Procedure,MAPS_TO,,Patrick Thoral,1685914003110,
9176,Xx-Do not use anymore Miditracheotomy(= Process Tracheostomy),1,,Xx-Niet meer gebruiken Miditracheotomie(= Proces Tracheostoma),0.29,APPROVED,EQUAL,Patrick Thoral,1695668981151,4044008,Tracheostomy tube,Device,MAPS_TO,,Patrick Thoral,1695668979200,
9499,Cooling patient (Passive),12,,Koelen patiënt (Passief),0.72,APPROVED,EQUAL,Patrick Thoral,1695463306127,4205800,Passive cooling of patient,Procedure,MAPS_TO,,<auto>,1685488584078,
