sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:count_validated,ADD_INFO:vocabulary_id,ADD_INFO:vocabulary_concept_code,ADD_INFO:vocabulary_concept_name,ADD_INFO:source_concept,ADD_INFO:values,ADD_INFO:abbreviation,ADD_INFO:category,ADD_INFO:islabresult,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
20108,Circulation item otherwise pre-by-post,3,,3,,,,Circulation item anders pre-per-post,Per-transport,Circulation item anders pre-per-post,Transport Registratie,0,0.33,APPROVED,UNMATCHED,Patrick Thoral,1711461691420,0,Unmapped,,MAPS_TO,,,0,
17034,SEC_APACHEIV Postoperative musculoskeletal /skin,40,,40,,,,SEC_APACHEIV Post-operative musculoskeletal /skin,"Amputation (non-traumatic); Cellulitis and localized soft tissue infections, surgery for; Cosmetic surgery (all); Fracture-pathological, non-union, non-traumatic, for fractures due to trauma see; Grafting, skin (all); Knee replacement, total (non-traumatic); Orthopedic surgery, other; Skin surgery, other",SEC_APACHEIV Post-operative musculoskeletal /skin,APACHE IV Diagnosen,0,0.51,APPROVED,UNREVIEWED,Patrick Thoral,1710326494938,0,Unmapped,,MAPS_TO,,,0,
18682,Complication_Complication_1,216,,216,,,,Complicatie_Complicatie_1,Cardiovasculair - Myocard infarct; Pulmonaal - Pneumothorax; Neurologie - CVA; Neurologie - Meningitis/Encephalitis/Ventriculitis; Infectieus - Catheterinfectie/-sepsis; Tractus Digestivus - Tr. Dig. Bloeding; Luchtweg - Verlies luchtweg; Luchtweg - Trach aanwezig; Luchtweg - Vroege tracheostoma gerelateerde bloeding; Luchtweg - Subcutaan emfyseem of pneumothorax; Luchtweg - Verlies luchtweg bij plaatsing/wissel; Luchtweg - Late tracheostoma gerelateerde bloeding; Luchtweg - Reïntubatie < 48 uur; Hemostase en Bloeding - Nabloeding; Ingreep gerelateerd - Problemen met vaattoegang; Medicamenteus - Verkeerd geneesmiddel; Medicamenteus - Verkeerde dosering geneesmiddel; Medicamenteus - Bijwerking geneesmiddel; Overig - Allergische reactie,Complicatie_Complicatie_1,Complicatie,0,0.39,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
16952,SEPSIS_INSULIN_THERAPY,454,,454,,,,SEPSIS_INSULINE_THERAPIE,Ja; Nee; N.V.T.,SEPSIS_INSULINE_THERAPIE,Sepsis-screening,0,0.30,APPROVED,UNMATCHED,Patrick Thoral,1711460582215,0,Unmapped,,MAPS_TO,,,0,
20109,Circulation Arrhythmia,4,,4,,,,Circulation Ritmestoornis,Pre-transport; Per-transport,Circulation Ritmestoornis,Transport Registratie,0,0.82,APPROVED,UNMATCHED,Patrick Thoral,1711461691420,0,Unmapped,,MAPS_TO,,,0,
14565,Wrong bed Discharge destination,1214,,1214,,,,Verkeerde bed Ontslagbestemming,.Vul in; Afdeling ander ziekenhuis; Anders; CCU/ICU ander ziekenhuis; Huis; VU afdeling ICAR; VU afdeling ISNY; VU afdeling MICV; VU afdeling SCAR; VU afdeling SCCH; VU afdeling VCCH 5b; VU afdeling VHEM 3b; VU afdeling VHON 6b; VU afdeling VIG1 4C; VU afdeling VVAT 4B; VU afdeling VINW; VU afdeling VKNO 1c; VU afdeling VLON 7c; VU afdeling VMPU; VU afdeling VNCH; VU afdeling VNCO 2c; VU afdeling VNEU 2b; VU afdeling VOOG 1b(oost); VU afdeling VORT; VU afdeling VTRA 6c; VU afdeling VLON 5C,Verkeerde bed Ontslagbestemming,Patientenbestandparameters,0,0.62,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
16953,SEPSIS_LACTATE,474,,474,,,,SEPSIS_LACTAAT,Ja; Nee; N.V.T.,SEPSIS_LACTAAT,Sepsis-screening,0,0.38,APPROVED,UNMATCHED,Patrick Thoral,1711460582215,0,Unmapped,,MAPS_TO,,,0,
18683,Complication_Complication_2,3,,3,,,,Complicatie_Complicatie_2,Cardiovasculair - Tamponade; Luchtweg - Reïntubatie < 48 uur,Complicatie_Complicatie_2,Complicatie,0,0.39,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
16312,Aftercare severity reactions painful images,58,,58,,,,Nazorg ernst reacties pijnlijke beelden,geen last; weinig last; matig last; veel last; erg veel last,Nazorg ernst reacties pijnlijke beelden,Nazorg-poli_Enquete_Brief,0,0.47,APPROVED,UNMATCHED,Patrick Thoral,1711460397020,0,Unmapped,,MAPS_TO,,,0,
18684,Complication_Complication_3,1,,1,,,,Complicatie_Complicatie_3,Cardiovasculair - Ritmestoornissen,Complicatie_Complicatie_3,Complicatie,0,0.37,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
16954,SEPSIS_LOCATION_DIAGNOSIS,712,,712,,,,SEPSIS_LOCATIE_DIAGNOSE,ICU; SEH; Verpleegafdeling,SEPSIS_LOCATIE_DIAGNOSE,Sepsis-screening,0,0.35,APPROVED,UNMATCHED,Patrick Thoral,1711460582215,0,Unmapped,,MAPS_TO,,,0,
17035,SEC_APACHEIV Postoperative neurologic,146,,146,,,,SEC_APACHEIV Post-operative neurologic,"Abscess/infection-cranial, surgery for; Biopsy, brain; Burr hole placement; Cerebrospinal fluid leak, surgery for; Cranioplasty and complications from previous craniotomies; Devices for spine fracture/dislocation; Hematoma, epidural, surgery for; Hematoma, subdural, surgery for; Hemorrhage/hematoma-intracranial, surgery for; Laminectomy/spinal cord decompression (excluding malignancies); Neoplasm-cranial, surgery for (excluding transphenoidal); Neoplasm-spinal cord surgery or other related procedures; Neurologic surgery, other; Seizures-intractable, surgery for; Shunts and revisions; Ventriculostomy",SEC_APACHEIV Post-operative neurologic,APACHE IV Diagnosen,0,0.42,APPROVED,UNREVIEWED,Patrick Thoral,1710326494938,0,Unmapped,,MAPS_TO,,,0,
14577,Intubation Technique,2111,,2111,,,,Intubatie Techniek,Macintosh; Glidescoop; Videolaryngoscoop; Anders,Intubatie Techniek,Klinische verrichting Respiratie,0,1.00,APPROVED,EQUIVALENT,Patrick Thoral,1711447328785,4202832,Intubation,Procedure,MAPS_TO,,Patrick Thoral,1711447326753,
16955,SEPSIS_NEW_SUSPECTION,1175,,1175,,,,SEPSIS_NIEUWE_VERDENKING,Ja; Nee,SEPSIS_NIEUWE_VERDENKING,Sepsis-screening,0,0.30,APPROVED,EQUIVALENT,Patrick Thoral,1711460736504,44808681,Suspected sepsis,Observation,MAPS_TO,,<auto>,1687020400271,
18687,Complication_Treatment_1,111,,111,,,,Complicatie_Behandeling_1,Cardiovasculaire therapie; Luchtweg therapie; Ventilatie therapie; Vloeistoffen; Medicamenteus,Complicatie_Behandeling_1,Complicatie,0,0.35,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
16956,SEPSIS_ORGAN_DYFUCTION,931,,931,,,,SEPSIS_ORGAAN_DYSFUNCTIE,Ja; Nee,SEPSIS_ORGAAN_DYSFUNCTIE,Sepsis-screening,0,0.27,APPROVED,UNMATCHED,Patrick Thoral,1711460582215,0,Unmapped,,MAPS_TO,,,0,
20110,Circulation Sharp increase in need for medication,4,,4,,,,Circulation Sterke toename medicatie behoefte,Pre-transport; Per-transport,Circulation Sterke toename medicatie behoefte,Transport Registratie,0,0.49,APPROVED,UNMATCHED,Patrick Thoral,1711461691420,0,Unmapped,,MAPS_TO,,,0,
17036,SEC_APACHEIV Postoperative respiratory,66,,66,,,,SEC_APACHEIV Post-operative respiratory,"Arrest, respiratory (without cardiac arrest); Cancer oral/sinus, surgery for; Infection/abscess, other surgery for; Respiratory surgery, other; Thoracotomy for benign tumor (i.e. mediastinal chest wall mass, thymectomy); Thoracotomy for bronchopleural fistula; Thoracotomy for esophageal cancer; Thoracotomy for lung cancer; Thoracotomy for other malignancy in chest; Thoracotomy for other reasons; Thoracotomy for pleural disease; Thoracotomy for thoracic/respiratory infection; Tracheostomy",SEC_APACHEIV Post-operative respiratory,APACHE IV Diagnosen,0,0.38,APPROVED,UNREVIEWED,Patrick Thoral,1710326494938,0,Unmapped,,MAPS_TO,,,0,
14579,Tracheotomy Late Complications,13,,13,,,,Tracheotomie Late complicaties,Bloeding; Canule dislocatie; Anders,Tracheotomie Late complicaties,Klinische verrichting Respiratie,0,0.72,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
16313,Aftercare severity reactions concentration,54,,54,,,,Nazorg ernst reacties concentratie,geen last; weinig last; matig last; veel last; erg veel last,Nazorg ernst reacties concentratie,Nazorg-poli_Enquete_Brief,0,0.39,APPROVED,UNMATCHED,Patrick Thoral,1711460397020,0,Unmapped,,MAPS_TO,,,0,
18688,Complication_Treatment_2,1,,1,,,,Complicatie_Behandeling_2,Luchtweg therapie,Complicatie_Behandeling_2,Complicatie,0,0.35,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
14646,Wrong bed Reason,1162,,1162,,,,Verkeerde bed Reden,Ontvangende afdeling heeft geen plaats/vrij bed; Ontvangende afdeling heeft onvoldoende personeel/capaciteit; Andere reden,Verkeerde bed Reden,Patientenbestandparameters,0,0.61,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
16957,SEPSIS_PROTECTIVE_VENTILATION,466,,466,,,,SEPSIS_PROTECTIEVE_VENTILATIE,Ja; Nee; N.V.T.,SEPSIS_PROTECTIEVE_VENTILATIE,Sepsis-screening,0,0.25,APPROVED,UNMATCHED,Patrick Thoral,1711460582215,0,Unmapped,,MAPS_TO,,,0,
14769,Poor Li,38596,,38596,,,,Arm Li,Normale kracht; Lichte parese; Zware parese; Flexiecontractuur; Extensiecontractuur; Geen reactie,Arm Li,NEURO-Functies,0,0.81,APPROVED,EQUIVALENT,Patrick Thoral,1711461846359,4283159,Left upper arm structure,Spec Anatomic Site,MAPS_TO_TYPE,,Patrick Thoral,1711304012978,
14769,Poor Li,38596,,38596,,,,Arm Li,Normale kracht; Lichte parese; Zware parese; Flexiecontractuur; Extensiecontractuur; Geen reactie,Arm Li,NEURO-Functies,0,0.81,APPROVED,EQUIVALENT,Patrick Thoral,1711461846359,4093203,MRC grade - muscle power,Measurement,MAPS_TO,,Patrick Thoral,1711461834615,
14770,Poor Re,38589,,38589,,,,Arm Re,Normale kracht; Lichte parese; Zware parese; Flexiecontractuur; Extensiecontractuur; Geen reactie,Arm Re,NEURO-Functies,0,0.81,APPROVED,EQUIVALENT,Patrick Thoral,1711461846359,4274743,Right upper arm structure,Spec Anatomic Site,MAPS_TO_TYPE,,Patrick Thoral,1711304116895,
14770,Poor Re,38589,,38589,,,,Arm Re,Normale kracht; Lichte parese; Zware parese; Flexiecontractuur; Extensiecontractuur; Geen reactie,Arm Re,NEURO-Functies,0,0.81,APPROVED,EQUIVALENT,Patrick Thoral,1711461846359,4093203,MRC grade - muscle power,Measurement,MAPS_TO,,Patrick Thoral,1711461834615,
17037,SEC_APACHEIV Post-Operative Transplant,10,,10,,,,SEC_APACHEIV Post-operative transplant,Kidney transplant,SEC_APACHEIV Post-operative transplant,APACHE IV Diagnosen,0,0.41,APPROVED,UNREVIEWED,Patrick Thoral,1710326494938,0,Unmapped,,MAPS_TO,,,0,
16958,SEPSIS_PROTEINE_C,143,,143,,,,SEPSIS_PROTEINE_C,Nee; N.V.T.,SEPSIS_PROTEINE_C,Sepsis-screening,0,0.32,APPROVED,UNMATCHED,Patrick Thoral,1711460582215,0,Unmapped,,MAPS_TO,,,0,
20111,Disability Agitation/motor restlessness,3,,3,,,,Disability Agitatie/Motorische onrust,Pre-transport; Per-transport,Disability Agitatie/Motorische onrust,Transport Registratie,0,0.65,APPROVED,UNMATCHED,Patrick Thoral,1711461691420,0,Unmapped,,MAPS_TO,,,0,
14771,Leg Li,38412,,38412,,,,Been Li,Normale kracht; Lichte parese; Zware parese; Flexiecontractuur; Extensiecontractuur; Geen reactie,Been Li,NEURO-Functies,0,0.73,APPROVED,EQUIVALENT,Patrick Thoral,1711461846359,4169248,Structure of left lower leg,Spec Anatomic Site,MAPS_TO_TYPE,,Patrick Thoral,1711304127634,
14771,Leg Li,38412,,38412,,,,Been Li,Normale kracht; Lichte parese; Zware parese; Flexiecontractuur; Extensiecontractuur; Geen reactie,Been Li,NEURO-Functies,0,0.73,APPROVED,EQUIVALENT,Patrick Thoral,1711461846359,4093203,MRC grade - muscle power,Measurement,MAPS_TO,,Patrick Thoral,1711461834615,
16959,SEPSIS_SIRS,1032,,1032,,,,SEPSIS_SIRS,Ja; Nee,SEPSIS_SIRS,Sepsis-screening,0,0.40,APPROVED,UNMATCHED,Patrick Thoral,1711460582215,0,Unmapped,,MAPS_TO,,,0,
14772,Leg Re,38087,,38087,,,,Been Re,Normale kracht; Lichte parese; Zware parese; Flexiecontractuur; Extensiecontractuur; Geen reactie,Been Re,NEURO-Functies,0,0.75,APPROVED,EQUIVALENT,Patrick Thoral,1711461846359,4138674,Structure of right lower leg,Spec Anatomic Site,MAPS_TO_TYPE,,Patrick Thoral,1711304150312,
14772,Leg Re,38087,,38087,,,,Been Re,Normale kracht; Lichte parese; Zware parese; Flexiecontractuur; Extensiecontractuur; Geen reactie,Been Re,NEURO-Functies,0,0.75,APPROVED,EQUIVALENT,Patrick Thoral,1711461846359,4093203,MRC grade - muscle power,Measurement,MAPS_TO,,Patrick Thoral,1711461834615,
18592,Apache II Non-Operative Metabolism,308,,308,,,,Apache II Non-Operatief Metabolisme,Metabolisme; Diabetische keto-acidose,Apache II Non-Operatief Metabolisme,APACHE II Diagnosen,0,0.55,APPROVED,UNREVIEWED,Patrick Thoral,1687113968484,0,Unmapped,,MAPS_TO,,,0,
16314,Aftercare severity reactions share remember,49,,49,,,,Nazorg ernst reacties delen herinneren,geen last; weinig last; matig last; veel last; erg veel last,Nazorg ernst reacties delen herinneren,Nazorg-poli_Enquete_Brief,0,0.50,APPROVED,UNMATCHED,Patrick Thoral,1711460397020,0,Unmapped,,MAPS_TO,,,0,
16961,SEPSIS_TWO_BLOOD CULTURES,553,,553,,,,SEPSIS_TWEE_BLOEDKWEKEN,Ja; Nee,SEPSIS_TWEE_BLOEDKWEKEN,Sepsis-screening,0,0.35,APPROVED,UNMATCHED,Patrick Thoral,1711460582215,0,Unmapped,,MAPS_TO,,,0,
14846,MFT_Treatment,2154212,,93085,,,,MFT_Behandeling,SCUF; CVVH; HVCVVH; CVVHDF; MPS,MFT_Behandeling,CVVH-MFT,0,0.33,APPROVED,EQUAL,Patrick Thoral,1687022459400,1988717,Continuous renal replacement therapy mode Renal replacement therapy circuit,Measurement,MAPS_TO,,Patrick Thoral,1687022458113,
15142,CPAP PEEP (cmH2O),3237,,3237,,,,CPAP PEEP (cmH2O),7.5; 10,CPAP PEEP (cmH2O),RESP-O2aanbod,0,0.30,APPROVED,EQUAL,Patrick Thoral,1711320971907,3041564,Continuous positive airway pressure (CPAP) attachment,Observation,MAPS_TO,,Patrick Thoral,1687035959289,
15142,CPAP PEEP (cmH2O),3237,,3237,,,,CPAP PEEP (cmH2O),7.5; 10,CPAP PEEP (cmH2O),RESP-O2aanbod,0,0.30,APPROVED,EQUAL,Patrick Thoral,1711320971907,44777590,centimeter watercolumn,Unit,MAPS_TO_TYPE,,Patrick Thoral,1711320966014,
17038,SEC_APACHEIV Postoperative trauma,63,,63,,,,SEC_APACHEIV Post-operative trauma,"Abdomen only trauma, surgery for; Abdomen/multiple trauma, surgery for; Chest/abdomen trauma, surgery for; Chest/extremity trauma, surgery for; Chest/multiple trauma, surgery for; Chest/thorax only trauma, surgery for; Extremity only trauma, surgery for; Extremity/face trauma, surgery for; Extremity/multiple trauma, surgery for; Face only trauma, surgery for; Face/multiple trauma, surgery for; Head (CNS) only trauma, surgery for; Head/chest trauma, surgery for; Head/face trauma, surgery for; Head/multiple trauma, surgery for; Head/spinal trauma, surgery for; Pelvis/extremity trauma, surgery for",SEC_APACHEIV Post-operative trauma,APACHE IV Diagnosen,0,0.35,APPROVED,UNREVIEWED,Patrick Thoral,1710326494938,0,Unmapped,,MAPS_TO,,,0,
16962,SEPSIS_VASOPRESSOREN,662,,662,,,,SEPSIS_VASOPRESSOREN,Ja; Nee; N.V.T.,SEPSIS_VASOPRESSOREN,Sepsis-screening,0,0.37,APPROVED,UNMATCHED,Patrick Thoral,1711460582215,0,Unmapped,,MAPS_TO,,,0,
18588,Apache II Main Group,19967,,19967,,,,Apache II Hoofdgroep,Operatief Cardiovasculair; Operatief Gastro-Intestinaal; Operatief Hematologisch; Operatief Renaal; Operatief Metabolisme; Operatief Neurologisch; Operatief Respiratoir; Non-operatief Cardiovasculair; Non-operatief Gastro-Intestinaal; Non-operatief Hematologisch; Non-operatief Renaal; Non-operatief Metabolisme; Non-operatief Neurologisch; Non-operatief Respiratoir,Apache II Hoofdgroep,APACHE II Diagnosen,0,0.53,APPROVED,UNREVIEWED,Patrick Thoral,1687113968484,0,Unmapped,,MAPS_TO,,,0,
16993,NICE Origin,129446,,129446,,,,NICE Herkomst,"Operatiekamer vanaf verpleegafdeling zelfde ziekenhuis; Operatiekamer vanaf Eerste Hulp afdeling zelfde ziekenhuis; Eerste Hulp afdeling zelfde ziekenhuis; Verpleegafdeling zelfde ziekenhuis; CCU/IC zelfde ziekenhuis; Recovery zelfde ziekenhuis (alleen bij niet geplande IC-opname); Special/Medium care zelfde ziekenhuis; Eerste Hulp afdeling ander ziekenhuis; Verpleegafdeling ander ziekenhuis; CCU/IC ander ziekenhuis; Recovery ander ziekenhuis; Special/Medium care ander ziekenhuis; Huis; Anders; Andere locatie zelfde ziekenhuis, transport per ambulance",NICE Herkomst,NICE-Overig,0,0.80,APPROVED,INEXACT,Patrick Thoral,1711326209113,4144257,Transferred from department,Observation,MAPS_TO,DUPLICATE of admissions.source / VISIT_OCCURRENCE.admitted_from_concept_id,Patrick Thoral,1711326205905,
15149,Mobilization choice,3986,,3986,,,,Mobilisatie keuze,met actieve tillift; met passieve tillift; in aangepaste stoel; in dialyse stoel; kan staan met hulp 1 persoon; kan staan met hulp 2 personen; geen mobilisatie,Mobilisatie keuze,Houding-Beweging,0,0.79,APPROVED,EQUAL,Patrick Thoral,1711321115874,4131228,Mobility/transfers surveillance,Observation,MAPS_TO,,Patrick Thoral,1711321093204,
18593,Apache II Non-Operative Neurological,1664,,1664,,,,Apache II Non-Operatief Neurologisch,"Neurologisch; Hoofdtrauma; Drug overdosis; Intracerebr, subduraal, subarachnoidaal haematoom; Epiletisch insult",Apache II Non-Operatief Neurologisch,APACHE II Diagnosen,0,0.58,APPROVED,UNREVIEWED,Patrick Thoral,1687113968484,0,Unmapped,,MAPS_TO,,,0,
15152,DOS 1,15014,,15014,,,,DOS 1,Nooit; Soms - Altijd; Weet niet,DOS 1,Delier-Overig,0,0.59,APPROVED,UNMATCHED,Patrick Thoral,1711383820490,0,Unmapped,,MAPS_TO,,,0,
16315,Aftercare severity reactions irritable,51,,51,,,,Nazorg ernst reacties geïrriteerd,geen last; weinig last; matig last; veel last; erg veel last,Nazorg ernst reacties geïrriteerd,Nazorg-poli_Enquete_Brief,0,0.54,APPROVED,UNMATCHED,Patrick Thoral,1711460397020,0,Unmapped,,MAPS_TO,,,0,
15153,DOS 2,12114,,12114,,,,DOS 2,Nooit; Soms - Altijd; Weet niet,DOS 2,Delier-Overig,0,0.58,APPROVED,UNMATCHED,Patrick Thoral,1687112031499,0,Unmapped,,MAPS_TO,,,0,
20114,Disability Sharp increase in need for medication,2,,2,,,,Disability Sterke toename medicatie behoefte,Pre-transport; Per-transport,Disability Sterke toename medicatie behoefte,Transport Registratie,0,0.48,APPROVED,UNMATCHED,Patrick Thoral,1711461691420,0,Unmapped,,MAPS_TO,,,0,
15154,DOS 4,11744,,11744,,,,DOS 4,Nooit; Soms - Altijd; Weet niet,DOS 4,Delier-Overig,0,0.48,APPROVED,UNMATCHED,Patrick Thoral,1687112031499,0,Unmapped,,MAPS_TO,,,0,
15155,DOS 3,11412,,11412,,,,DOS 3,Nooit; Soms - Altijd; Weet niet,DOS 3,Delier-Overig,0,0.54,APPROVED,UNMATCHED,Patrick Thoral,1687112031499,0,Unmapped,,MAPS_TO,,,0,
15156,DOS 5,11433,,11433,,,,DOS 5,Nooit; Soms - Altijd; Weet niet,DOS 5,Delier-Overig,0,0.67,APPROVED,UNMATCHED,Patrick Thoral,1687112031499,0,Unmapped,,MAPS_TO,,,0,
16995,NICE Recording type,105299,,105299,,,,NICE Opname type,Medisch; Spoed chirurgie; Geplande chirurgie; Overleden voor IC-opname,NICE Opname type,NICE-Overig,0,0.68,APPROVED,INEXACT,Patrick Thoral,1711461897621,37154585,Reason for hospital admission,Observation,MAPS_TO,,Patrick Thoral,1711461894383,
15157,DOS 6,11352,,11352,,,,DOS 6,Nooit; Soms - Altijd; Weet niet,DOS 6,Delier-Overig,0,0.48,APPROVED,UNMATCHED,Patrick Thoral,1687112031499,0,Unmapped,,MAPS_TO,,,0,
16997,APACHE IV Groups,21411,,21411,,,,APACHE IV Groepen,Non-operative cardiovascular; Non-operative Gastro-intestinal; Non-operative genitourinary; Non-operative hematological; Non-operative metabolic; Non-operative musculo-skeletal; Non-operative neurologic; Non-operative respiratory; Non-operative transplant; Non-operative trauma; Post-operative cardiovascular; Post-operative gastro-intestinal; Post-operative genitourinary; Post-operative hematology; Post-operative metabolic; Post-operative musculoskeletal /skin; Post-operative neurologic; Post-operative respiratory; Post-operative transplant; Post-operative trauma,APACHE IV Groepen,APACHE IV Diagnosen,0,0.63,APPROVED,UNREVIEWED,Patrick Thoral,1687113968484,0,Unmapped,,MAPS_TO,,,0,
18589,Apache II Non-Operative Cardiovascular,2790,,2790,,,,Apache II Non-Operatief Cardiovasculair,Cardiovasculair; Cardiovasculair multiple trauma; Coronair lijden; Thoracaal of abdominaal aneurysma; Congestief hart falen; Hypertensie; Ritmestoornissen; Cardiogene shock; Sepsis; Haemorragische shock; Na cardiac arrest,Apache II Non-Operatief Cardiovasculair,APACHE II Diagnosen,0,0.57,APPROVED,UNREVIEWED,Patrick Thoral,1687113968484,0,Unmapped,,MAPS_TO,,,0,
18594,Apache II Non-Operative Renal,227,,227,,,,Apache II Non-Operatief Renaal,Renaal,Apache II Non-Operatief Renaal,APACHE II Diagnosen,0,0.59,APPROVED,UNREVIEWED,Patrick Thoral,1687113968484,0,Unmapped,,MAPS_TO,,,0,
19820,Attention - psyche -Status05,38,,38,,,,Aandacht - psyche -Status05,Actief; Niet actief,Aandacht - psyche -Status05,Verpleegkundig dashboard,0,0.36,APPROVED,UNMATCHED,Patrick Thoral,1710326741004,0,Unmapped,,MAPS_TO,,,0,
13125,D_General surgery_Orthopedic surgery,472,,472,,,,D_Algemene chirurgie_Orthopedische chirurgie,Orthopedische chirurgie (hemodynamische bewaking); Orthopedische chirurgie (respiratoire bewaking); Intercorporele spondylodese; Diagnose anders,D_Algemene chirurgie_Orthopedische chirurgie,Diagnose,0,0.46,APPROVED,UNREVIEWED,Patrick Thoral,1710323871400,0,Unmapped,,MAPS_TO,,,0,
16316,Aftercare severity reactions put to sleep,52,,52,,,,Nazorg ernst reacties inslapen,geen last; weinig last; matig last; veel last; erg veel last,Nazorg ernst reacties inslapen,Nazorg-poli_Enquete_Brief,0,0.48,APPROVED,UNMATCHED,Patrick Thoral,1711460397020,0,Unmapped,,MAPS_TO,,,0,
18595,Apache II Non-Operative Respiratory,2341,,2341,,,,Apache II Non-Operatief Respiratoir,Respiratoir; Respiratoire infectie; Respiratoir neoplasma; Pulmonaire embolus; Niet-cardiogene long oedeem; Na respiratoir arrest; Asthma of allergie; Chronisch obstructieve longziekte; Aspiratie en vergiftiging,Apache II Non-Operatief Respiratoir,APACHE II Diagnosen,0,0.55,APPROVED,UNREVIEWED,Patrick Thoral,1687113968484,0,Unmapped,,MAPS_TO,,,0,
16998,APACHE IV Non-operative cardiovascular,2622,,2622,,,,APACHE IV Non-operative cardiovascular,"Anaphylaxis; Aneurysm, dissecting aortic; Aneurysm/pseudoaneurysm, other; Angina, stable (asymp or stable pattern of symptoms w/meds); Angina, unstable (angina interferes w/quality of life or meds are tolerated poorly); Cardiac arrest (with or without respiratory arrest; ; Cardiomyopathy; Cardiovascular medical, other; Chest pain, atypical (noncardiac chest pain); Chest pain, unknown origin; CHF, congestive heart failure; Complications of previous open heart surgery (i.e. bleeding, infection etc.); Contusion, myocardial (include R/O); Effusion, pericardial; Endocarditis; Hematomas; Hemorrhage (for gastrointestinal bleeding -see GI system) (trauma: see Trauma); Hypertension, uncontrolled (for cerebrovascular accident-see Neurological System); Hypovolemia (including dehydration. Do NOT include shock; Infarction, acute myocardial (MI), ANTERIOR; Infarction, acute myocardial (MI), INFEROLATERAL; Infarction, acute myocardial (MI), NON Q Wave; Infarction, acute myocardial (MI), none of the above; MI admitted > 24hrs after onset of ischemia; Monitoring, hemodynamic (pre-operative evaluation); Papillary muscle rupture; Rhythm disturbance (atrial, supraventricular); Rhythm disturbance (conduction defect); Rhythm disturbance (ventricular); Sepsis, cutaneous/soft tissue; Sepsis, GI; Sepsis, gynecologic; Sepsis, other; Sepsis, pulmonary; Sepsis, renal/UTI (including bladder); Sepsis, unknown; Shock, cardiogenic; Tamponade, pericardial; Thrombosis, vascular (deep vein); Thrombus,arterial; Toxicity, drug (i.e., beta blockers, calcium channel blockers, etc); Vascular medical, other",APACHE IV Non-operative cardiovascular,APACHE IV Diagnosen,0,0.56,APPROVED,UNREVIEWED,Patrick Thoral,1687113968484,0,Unmapped,,MAPS_TO,,,0,
18590,Apache II Non-Operative Gastrointestinal,573,,573,,,,Apache II Non-Operatief Gastro-intestinaal,Gastro-intestinaal; Gastro-intestinale bloeding,Apache II Non-Operatief Gastro-intestinaal,APACHE II Diagnosen,0,0.51,APPROVED,UNREVIEWED,Patrick Thoral,1687113968484,0,Unmapped,,MAPS_TO,,,0,
19831,Attention - Social -Status01,1561,,1561,,,,Aandacht - sociaal -Status01,Actief; Niet actief,Aandacht - sociaal -Status01,Verpleegkundig dashboard,0,0.43,APPROVED,UNMATCHED,Patrick Thoral,1710326741004,0,Unmapped,,MAPS_TO,,,0,
13126,D_General surgery_Urogenital,773,,773,,,,D_Algemene chirurgie_Urogenitaal,Nefrectomie (neoplasma); Nefrectomie (overige); Urologie (overige); Gynacologische chirurgie (hemodynamische bewaking); Gynacologische chirurgie (respiratoire bewaking); Diagnose anders,D_Algemene chirurgie_Urogenitaal,Diagnose,0,0.35,APPROVED,UNREVIEWED,Patrick Thoral,1710323871400,0,Unmapped,,MAPS_TO,,,0,
18591,Apache II Non-Operative Hematology,150,,150,,,,Apache II Non-Operatief Hematologisch,Hematologisch,Apache II Non-Operatief Hematologisch,APACHE II Diagnosen,0,0.55,APPROVED,UNREVIEWED,Patrick Thoral,1687113968484,0,Unmapped,,MAPS_TO,,,0,
13128,D_Neurosurgery _Vascular surgical,1375,,1375,,,,D_Neurochirurgie _Vasculair chirurgisch,Aneurysma chir. bij S.A.H.  ; Subduraal haematoom _OLD_1; Aneurysma chir. bij SAB; Aneurysma chir. zonder SAB; Aneurysma Coiling bij SAB; A.V.M./A.V.A.; Subduraal haematoom; Epiduraal haematoom; Intracerebraal haematoom; Diagnose anders,D_Neurochirurgie _Vasculair chirurgisch,Diagnose,0,0.41,APPROVED,UNREVIEWED,Patrick Thoral,1710323871400,0,Unmapped,,MAPS_TO,,,0,
19832,Attention - Social -Status02,419,,419,,,,Aandacht - sociaal -Status02,Actief; Niet actief,Aandacht - sociaal -Status02,Verpleegkundig dashboard,0,0.43,APPROVED,UNMATCHED,Patrick Thoral,1710326741004,0,Unmapped,,MAPS_TO,,,0,
