sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:vocabulary_id,ADD_INFO:vocabulary_concept_code,ADD_INFO:vocabulary_concept_name,ADD_INFO:source_concept,ADD_INFO:abbreviation,ADD_INFO:category,ADD_INFO:unitid,ADD_INFO:unit,ADD_INFO:ucum_code,ADD_INFO:low_normal_value,ADD_INFO:high_normal_value,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
9697,"Amiodarone, desethyl (blood)",26,,,,,"Amiodaron, desethyl (bloed)","Amiodaron, desethyl (bloed)",LAB-Tox-bloed,63,mg/l,mg/L,,,0.58,APPROVED,EQUAL,Patrick Thoral,1715200078130,3036866,Desethylamiodarone [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1715200077005,
10269,Sodium (urine),4971,,,,,Natrium (urine),Natrium (urine),LAB-Chem-urine,97,mmol/l,mmol/L,,,0.50,APPROVED,EQUAL,Patrick Thoral,1696985291324,3003181,Sodium [Moles/volume] in Urine,Measurement,MAPS_TO,,Patrick Thoral,1696985290723,
11876,Segments (bone marrow),66,,,,,Segmenten (beenmerg),Segmenten (beenmerg),LAB-Hem-bloed,191,Geen,,,,0.43,APPROVED,EQUAL,Patrick Thoral,1710254897465,3037285,Segmented neutrophils/100 cells in Bone marrow,Measurement,MAPS_TO,,<auto>,1686354539934,
11876,Segments (bone marrow),66,,,,,Segmenten (beenmerg),Segmenten (beenmerg),LAB-Hem-bloed,191,Geen,,,,0.43,APPROVED,EQUAL,Patrick Thoral,1710254897465,8554,percent,Unit,MAPS_TO_UNIT,,Patrick Thoral,1710254893706,
11962,CA-125 (blood),64,,,,,CA-125 (bloed),CA-125 (bloed),LAB-Divers-bloed,211,E/ml,U/mL,0,35,0.46,UNCHECKED,UNREVIEWED,,0,4242099,Antibody to CA-125 measurement,Measurement,MAPS_TO,,<auto>,1686354539949,
18553,Until. WBC*10^8 (HPC-A Allogeneic),5,,,,,Tot. WBC*10^8 (HPC-A Allogeen),Tot. WBC*10^8 (HPC-A Allogeen),LAB-Hem-bloed,201,10^8,10*8,,,0.22,UNCHECKED,UNREVIEWED,,0,3008548,Leukocyte phosphatase [Units/volume] in Leukocytes,Measurement,MAPS_TO,,<auto>,1686354540130,
10270,Sodium (sat. urine),199,,,,,Natrium  (verz. urine),Natrium  (verz. urine),LAB-Chem-verz. urine,97,mmol/l,mmol/L,,,0.38,APPROVED,EQUAL,Patrick Thoral,1696984874829,3014485,Sodium [Moles/volume] in 24 hour Urine,Measurement,MAPS_TO,,Patrick Thoral,1696984871758,
9698,AMITRIPTYL (blood),6,,,,,AMITRIPTYL (bloed),AMITRIPTYL (bloed),LAB-Tox-bloed,41,µg/l,ug/L,100,300,0.46,APPROVED,EQUAL,Patrick Thoral,1715200125405,21491391,Amitriptyline [Mass/volume] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1715200119935,
11877,Sideroblasts (blood),9,,,,,Sideroblasten (bloed),Sideroblasten (bloed),LAB-Hem-bloed,191,Geen,,,,0.43,UNCHECKED,UNREVIEWED,,0,3046588,Normoblasts/100 blasts in Blood,Measurement,MAPS_TO,,<auto>,1686354540294,
11965,Kleihauer (blood),14,,,,,Kleihauer (bloed),Kleihauer (bloed),LAB-Hem-bloed,212,µl,uL,,,0.73,UNCHECKED,UNREVIEWED,,0,37399294,Kleihauer test,Measurement,MAPS_TO,,<auto>,1686354540383,
18274,Cumulative CD34/KG (HPC-A Allogeneic),5,,,,,Cumulatief CD34/KG (HPC-A Allogeen),Cumulatief CD34/KG (HPC-A Allogeen),LAB-Imm-diversen,219,10^6/kg,10*6/kg,,,0.30,APPROVED,UNREVIEWED,Patrick Thoral,1696978086136,0,Unmapped,,MAPS_TO,,,0,
10271,Potassium (urine),1993,,,,,Kalium (urine),Kalium (urine),LAB-Chem-urine,97,mmol/l,mmol/L,,,0.58,APPROVED,EQUAL,Patrick Thoral,1696984474981,3016038,Potassium [Moles/volume] in Urine,Measurement,MAPS_TO,,Patrick Thoral,1696984473903,
11969,ADA (blood),4,,,,,ADA (bloed),ADA (bloed),LAB-Chem-bloed,183,E/l,U/L,0,25,0.41,UNCHECKED,UNREVIEWED,,0,4353845,Segmental pressure (blood pressure),Measurement,MAPS_TO,,<auto>,1686354540593,
11878,IgD (bone marrow),1,,,,,IgD (beenmerg),IgD (beenmerg),LAB-Hem-beenmerg,191,Geen,,,,0.34,UNCHECKED,UNREVIEWED,,0,4252860,Bone marrow culture,Measurement,MAPS_TO,,<auto>,1686354540620,
9699,Nortriptyline (blood),31,,,,,Nortriptyline (bloed),Nortriptyline (bloed),LAB-Tox-bloed,41,µg/l,ug/L,75,250,0.54,APPROVED,EQUAL,Patrick Thoral,1715204519870,3007857,Nortriptyline [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1715204519088,
18554,Until. WBC*10^8 (HPC-A Autologous),3,,,,,Tot. WBC*10^8 (HPC-A Autoloog),Tot. WBC*10^8 (HPC-A Autoloog),LAB-Hem-diversen,201,10^8,10*8,,,0.22,UNCHECKED,UNREVIEWED,,0,3008548,Leukocyte phosphatase [Units/volume] in Leukocytes,Measurement,MAPS_TO,,<auto>,1686354540839,
11879,IgD (blood),4,,,,,IgD  (bloed),IgD  (bloed),LAB-Hem-bloed,191,Geen,,,,0.53,UNCHECKED,UNREVIEWED,,0,3044358,IgD [Presence] in Serum,Measurement,MAPS_TO,,<auto>,1686354540848,
10272,Potassium (sat. urine),96,,,,,Kalium  (verz. urine),Kalium  (verz. urine),LAB-Chem-verz. urine,97,mmol/l,mmol/L,,,0.46,APPROVED,EQUAL,Patrick Thoral,1696984915118,3010796,Potassium [Moles/volume] in 24 hour Urine,Measurement,MAPS_TO,,Patrick Thoral,1696984914536,
11970,ADA pleural fluid (pleural puncture),1,,,,,ADA pleuravocht (pleurapunct.),ADA pleuravocht (pleurapunct.),LAB-Divers-diversen,183,E/l,U/L,,,0.48,UNCHECKED,UNREVIEWED,,0,3035880,pH of Pleural fluid,Measurement,MAPS_TO,,<auto>,1686354541118,
11880,IgG (bone marrow),2,,,,,IgG (beenmerg),IgG (beenmerg),LAB-Hem-beenmerg,191,Geen,,,,0.39,UNCHECKED,UNREVIEWED,,0,4252860,Bone marrow culture,Measurement,MAPS_TO,,<auto>,1686354541130,
9702,Carbamazepine (blood),35,,,,,Carbamazepine (bloed),Carbamazepine (bloed),LAB-Tox-bloed,63,mg/l,mg/L,4,10,0.62,APPROVED,EQUAL,Patrick Thoral,1715200571778,3028639,carBAMazepine [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1715200565261,
10273,Chlorine (urine),193,,,,,Chloor (urine),Chloor (urine),LAB-Chem-urine,97,mmol/l,mmol/L,110,250,0.33,APPROVED,EQUAL,Patrick Thoral,1696977535388,3007733,Chloride [Moles/volume] in Urine,Measurement,MAPS_TO,,Patrick Thoral,1696977534749,
11971,ACE (blood),9,,,,,ACE (bloed),ACE (bloed),LAB-Chem-bloed,183,E/l,U/L,0,25,0.47,UNCHECKED,UNREVIEWED,,0,4353845,Segmental pressure (blood pressure),Measurement,MAPS_TO,,<auto>,1686354541376,
11881,IgG (blood),3,,,,,IgG  (bloed),IgG  (bloed),LAB-Imm-bloed,191,Geen,,,,0.40,UNCHECKED,UNREVIEWED,,0,4353845,Segmental pressure (blood pressure),Measurement,MAPS_TO,,<auto>,1686354541390,
18275,Cumulative CD34/KG (HPC-A Autologous),3,,,,,Cumulatief CD34/KG (HPC-A Autoloog),Cumulatief CD34/KG (HPC-A Autoloog),LAB-Imm-diversen,219,10^6/kg,10*6/kg,,,0.29,APPROVED,UNREVIEWED,Patrick Thoral,1696978086136,0,Unmapped,,MAPS_TO,,,0,
10274,CHLORINE (sat. urine),8,,,,,CHLOOR (verz. urine),CHLOOR-vur,LAB-Chem-verz. urine,97,mmol/l,mmol/L,,,0.25,APPROVED,EQUAL,Patrick Thoral,1696984934115,3002752,Chloride [Moles/volume] in 24 hour Urine,Measurement,MAPS_TO,,Patrick Thoral,1696984933679,
9703,Carbamazepine 10.11 Epox (blood),14,,,,,"Carbamazepine 10,11 Epox (bloed)","Carbamazepine 10,11 Epox (bloed)",LAB-Tox-bloed,63,mg/l,mg/L,,,0.53,APPROVED,EQUAL,Patrick Thoral,1715200605556,3016754,"Carbamazepine 10,11-Epoxide [Mass/volume] in Serum or Plasma",Measurement,MAPS_TO,,Patrick Thoral,1715200604046,
11883,T Cells % (Other),6,,,,,T-cellen% (overig),T-cellen% (overig),LAB-Hem-diversen,191,Geen,,,,0.32,UNCHECKED,UNREVIEWED,,0,3039404,Other cells/100 cells in Bone marrow,Measurement,MAPS_TO,,<auto>,1686354541717,
11973,ACE (liqueur),3,,,,,ACE (liquor),ACE (liquor),LAB-Divers-liquor,183,E/l,U/L,,,0.27,UNCHECKED,UNREVIEWED,,0,738875,Lactate inflection point (LIP),Measurement,MAPS_TO,,<auto>,1686354541790,
18557,Until. WBC*10^8 (T cells concentrate),3,,,,,Tot. WBC*10^8 (Tcellen concentraat),Tot. WBC*10^8 (Tcellen concentraat),LAB-Hem-bloed,201,10^8,10*8,,,0.16,UNCHECKED,UNREVIEWED,,0,37208755,Folate mass concentration in red blood cells,Measurement,MAPS_TO,,<auto>,1686354541828,
10275,Calcium total (urine),70,,,,,Calcium totaal (urine),Calcium totaal (urine),LAB-Chem-urine,97,mmol/l,mmol/L,"2,5",8,0.47,APPROVED,EQUAL,Patrick Thoral,1696977142376,3018133,Calcium [Moles/volume] in Urine,Measurement,MAPS_TO,,Patrick Thoral,1696977141518,
9707,Cyclosporin (blood),400,,,,,Ciclosporine (bloed),Ciclosporine (bloed),LAB-Tox-bloed,41,µg/l,ug/L,0,200,0.59,APPROVED,EQUAL,Patrick Thoral,1696977720718,3010375,cycloSPORINE [Mass/volume] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1696977714873,
11978,ALT (blood),77264,,,,,ALAT (bloed),ALAT (bloed),LAB-Chem-bloed,183,E/l,U/L,,45,0.43,APPROVED,EQUAL,Patrick Thoral,1688593652190,3006923,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1688593649341,
9708,Clobazam (blood),5,,,,,Clobazam (bloed),Clobazam (bloed),LAB-Tox-bloed,41,µg/l,ug/L,"0,1","0,4",0.58,APPROVED,EQUAL,Patrick Thoral,1715202461593,40762688,cloBAZam [Mass/volume] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1715202460519,
10276,CALCIUM (sat. urine),22,,,,,CALCIUM (verz. urine),CALCIUM-vur,LAB-Chem-verz. urine,97,mmol/l,mmol/L,,,0.41,APPROVED,EQUAL,Patrick Thoral,1696984927273,3009630,Calcium [Moles/volume] in 24 hour Urine,Measurement,MAPS_TO,,Patrick Thoral,1696984926527,
11884,cytoplasmic TdT (bone marrow),4,,,,,cytoplasmatisch TdT (beenmerg),cytoplasmatisch TdT (beenmerg),LAB-Hem-beenmerg,191,Geen,,,,0.44,APPROVED,UNREVIEWED,Patrick Thoral,1696978086136,0,Unmapped,,MAPS_TO,,,0,
18558,Tot.Amiodarone + Amiodarone desethyl (blood),10,,,,,Tot.Amiodaron + Amiodaron desethyl (bloed),Tot.Amiodaron + Amiodaron desethyl (bloed),LAB-Tox-bloed,63,mg/l,mg/L,,,0.43,APPROVED,EQUAL,Patrick Thoral,1715205843234,3008808,Amiodarone+Desethylamiodarone [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1715205842034,
9709,"Clobazam, desmethyl (blood)",5,,,,,"Clobazam, desmethyl (bloed)","Clobazam, desmethyl (bloed)",LAB-Tox-bloed,41,µg/l,ug/L,2,4,0.52,APPROVED,EQUAL,Patrick Thoral,1715202437059,3032341,Norclobazam [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1715202435109,
18278,Cumulative T cells/KG ((HPC-A Allogeneic),5,,,,,Cumulatief T-cellen/KG ((HPC-A Allogeen),Cumulatief T-cellen/KG ((HPC-A Allogeen),LAB-Imm-diversen,220,10^7/kg,10*7/kg,,,0.12,APPROVED,UNREVIEWED,Patrick Thoral,1696978086136,0,Unmapped,,MAPS_TO,,,0,
10277,Phosphate (urine),35,,,,,Fosfaat (urine),Fosfaat (urine),LAB-Chem-urine,97,mmol/l,mmol/L,16,80,0.45,APPROVED,EQUAL,Patrick Thoral,1696982547429,3022229,Phosphate [Moles/volume] in Urine,Measurement,MAPS_TO,,Patrick Thoral,1696982546815,
11885,cytoplasmic TdT (blood),6,,,,,cytoplasmatisch TdT (bloed),cytoplasmatisch TdT (bloed),LAB-Hem-bloed,191,Geen,,,,0.46,APPROVED,UNREVIEWED,Patrick Thoral,1696978086136,0,Unmapped,,MAPS_TO,,,0,
11979,ALAT(=GPT) (miscellaneous)-LabZis2,1,,,,,ALAT(=GPT) (divers)-LabZis2,ALAT(=GPT)-div-LabZis2,LAB-LabZIS2_Ongebruikt,183,E/l,U/L,,,0.16,APPROVED,EQUAL,Patrick Thoral,1696974187427,3000784,Alanine aminotransferase [Enzymatic activity/volume] in Body fluid,Measurement,MAPS_TO,,Patrick Thoral,1696974185244,
9710,Clomipramine (blood),6,,,,,Clomipramine (bloed),Clomipramine (bloed),LAB-Tox-bloed,41,µg/l,ug/L,200,400,0.51,APPROVED,EQUAL,Patrick Thoral,1715202598406,3017249,clomiPRAMINE [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1715202597474,
10278,Phosphate (sat. urine),17,,,,,Fosfaat  (verz. urine),Fosfaat  (verz. urine),LAB-Chem-verz. urine,97,mmol/l,mmol/L,,,0.35,APPROVED,EQUAL,Patrick Thoral,1696984946010,3021916,Phosphate [Moles/volume] in 24 hour Urine,Measurement,MAPS_TO,,Patrick Thoral,1696984944731,
11886,vWF antigen (blood),52,,,,,vWF-antigeen (bloed),vWF-antigeen (bloed),LAB-Hem-bloed,191,Geen,,,,0.44,UNCHECKED,UNREVIEWED,,0,3041761,VWF gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,Measurement,MAPS_TO,,<auto>,1686354543256,
18559,Total Amitrypt + Nortrip (Blood),4,,,,,Totaal Amitrypt + Nortrip (bloed),Totaal Amitrypt + Nortrip (bloed),LAB-Tox-bloed,63,mg/l,mg/L,,,0.32,APPROVED,EQUAL,Patrick Thoral,1715205867009,3004739,Amitriptyline+Nortriptyline [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1715205865649,
11983,alpha-HBDH (blood),1,,,,,alfa-HBDH (bloed),alfa-HBDH (bloed),LAB-Divers-bloed,183,E/l,U/L,,,0.37,UNCHECKED,UNREVIEWED,,0,37394193,Lactate dehydrogenase level,Measurement,MAPS_TO,,<auto>,1686354543325,
10279,Creatinine (urine),3340,,,,,Kreatinine (urine),Kreatinine (urine),LAB-Chem-urine,97,mmol/l,mmol/L,,,0.40,APPROVED,EQUAL,Patrick Thoral,1696985272296,3009508,Creatinine [Moles/volume] in Urine,Measurement,MAPS_TO,,Patrick Thoral,1696985271725,
11887,Iron Con% (blood),967,,,,,IJzer Verz% (bloed),IJzer Verz% (bloed),LAB-Chem-bloed,191,Geen,,20,60,0.24,APPROVED,EQUAL,Patrick Thoral,1715031596829,3009814,Iron saturation [Molar fraction] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1715031542188,
11887,Iron Con% (blood),967,,,,,IJzer Verz% (bloed),IJzer Verz% (bloed),LAB-Chem-bloed,191,Geen,,20,60,0.24,APPROVED,EQUAL,Patrick Thoral,1715031596829,8554,percent,Unit,MAPS_TO_UNIT,,Patrick Thoral,1715031593775,
11984,Alk.Phosph. (blood),59711,,,,,Alk.Fosf. (bloed),Alk.Fosf. (bloed),LAB-Chem-bloed,183,E/l,U/L,40,120,0.22,APPROVED,EQUAL,Patrick Thoral,1688594006928,3035995,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1688594005739,
9711,"Clomipramine, desmethyl (blood)",6,,,,,"Clomipramine, desmethyl (bloed)","Clomipramine, desmethyl (bloed)",LAB-Tox-bloed,41,µg/l,ug/L,,,0.51,APPROVED,EQUAL,Patrick Thoral,1715202578924,3034523,Norclomipramine [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1715202577377,
10280,Urea (urine),466,,,,,Ureum (urine),Ureum (urine),LAB-Chem-urine,97,mmol/l,mmol/L,,,0.29,APPROVED,EQUAL,Patrick Thoral,1696985299405,3012898,Urea [Moles/volume] in Urine,Measurement,MAPS_TO,,Patrick Thoral,1696985298793,
11888,YZER Sat% (Other),1,,,,,YZER verz% (overig),YZER verz% (overig),LAB-Chem-diversen,191,Geen,,,,0.21,UNCHECKED,UNREVIEWED,,0,3043702,Type of Respiratory analyzer,Measurement,MAPS_TO,,<auto>,1686354543841,
9712,Clonazepam (blood),2,,,,,Clonazepam (bloed),Clonazepam (bloed),LAB-Tox-bloed,41,µg/l,ug/L,30,60,0.53,APPROVED,EQUAL,Patrick Thoral,1710254177814,40762698,clonazePAM [Mass/volume] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1710254176347,
18280,Cumulative T cells/KG (T cell concentrate),3,,,,,Cumulatief T-cellen/KG (Tcellen concentraat),Cumulatief T-cellen/KG (Tcellen concentraat),LAB-Imm-diversen,220,10^7/kg,10*7/kg,,,0.14,APPROVED,UNREVIEWED,Patrick Thoral,1696978086136,0,Unmapped,,MAPS_TO,,,0,
10281,Urea (sat. urine),200,,,,,Ureum  (verz. urine),Ureum  (verz. urine),LAB-Chem-verz. urine,97,mmol/l,mmol/L,,,0.29,APPROVED,EQUAL,Patrick Thoral,1696984973544,3015672,Urea [Moles/volume] in 24 hour Urine,Measurement,MAPS_TO,,Patrick Thoral,1696984972518,
18560,Total Protein Ascitic Fluid (Ascitic Fluid),32,,,,,Totaal Eiwit ascitesvocht (ascitesvocht),Totaal Eiwit ascitesvocht (ascitesvocht),LAB-Chem-diversen,62,g/l,g/L,,,0.66,UNCHECKED,UNREVIEWED,,0,37394003,Ascitic fluid protein level,Measurement,MAPS_TO,,<auto>,1686354544061,
11985,ALK.PHOSPH. (diverse)-LabZis2,1,,,,,ALK.FOSF. (divers)-LabZis2,ALK.FOSF.-div-LabZis2,LAB-LabZIS2_Ongebruikt,183,E/l,U/L,,,0.13,APPROVED,EQUAL,Patrick Thoral,1696975512686,3005090,Alkaline phosphatase [Enzymatic activity/volume] in Body fluid,Measurement,MAPS_TO,,Patrick Thoral,1696975510588,
9713,Clozapine (blood),18,,,,,Clozapine (bloed),Clozapine (bloed),LAB-Tox-bloed,41,µg/l,ug/L,,,0.55,APPROVED,EQUAL,Patrick Thoral,1715202638682,3013751,cloZAPine [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1715202637446,
11889,Measuring temp. (blood),349632,,,,,Meettemp. (bloed),Meettemp. (bloed),LAB-Astr-bloed,204,°,deg,,,0.41,APPROVED,UNMATCHED,Patrick Thoral,1710254033708,0,Unmapped,,MAPS_TO,Used for correcting results as part of blood gas analysis,,0,
11986,Amylase (blood),35727,,,,,Amylase (bloed),Amylase (bloed),LAB-Chem-bloed,183,E/l,U/L,,100,0.42,APPROVED,EQUAL,Patrick Thoral,1688594180171,3016771,Amylase [Enzymatic activity/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1688594178442,
10282,O2 Content (blood),341313,,,,,O2-Content (bloed),O2-Content (bloed),LAB-Astr-bloed,88,ml/dl,mL/dL,,,0.49,APPROVED,EQUAL,Patrick Thoral,1688163893378,3044904,Oxygen content in Blood,Measurement,MAPS_TO,,Patrick Thoral,1688163890398,
18286,Cystatin C (blood),1,,,,,Cystatine C (bloed),Cystatine C (bloed),LAB-Viro-Micro-bloed,63,mg/l,mg/L,,,0.53,APPROVED,UNREVIEWED,Patrick Thoral,1696978086136,0,Unmapped,,MAPS_TO,,,0,
9717,Nordiazepam (blood),4,,,,,Nordiazepam (bloed),Nordiazepam (bloed),LAB-Tox-bloed,41,µg/l,ug/L,"0,2","0,8",0.56,APPROVED,EQUAL,Patrick Thoral,1715204504166,40762777,Nordiazepam [Mass/volume] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1715204503060,
18561,Total Protein Dialysate (Dialysate),7,,,,,Totaal Eiwit dialysaat (dialysaat),Totaal Eiwit dialysaat (dialysaat),LAB-Chem-diversen,62,g/l,g/L,,,0.58,UNCHECKED,UNREVIEWED,,0,4119650,Total protein measurement,Measurement,MAPS_TO,,<auto>,1686354544666,
11987,AMYLASE (other),351,,,,,AMYLASE (overig),AMYLASE (overig),LAB-Chem-diversen,183,E/l,U/L,,,0.47,APPROVED,EQUAL,Patrick Thoral,1696975640799,3012133,Amylase [Enzymatic activity/volume] in Body fluid,Measurement,MAPS_TO,,Patrick Thoral,1696975603441,
9718,Oxazepam (blood),5,,,,,Oxazepam (bloed),Oxazepam (bloed),LAB-Tox-bloed,63,mg/l,mg/L,,,0.53,APPROVED,EQUAL,Patrick Thoral,1715204563773,3013580,Oxazepam [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1715204562620,
11893,Prothrombin time (blood),66847,,,,,Prothrombinetijd (bloed),Prothrombinetijd (bloed),LAB-Hem-bloed,205,INR,{INR},0,"1,2",0.68,APPROVED,EQUAL,Patrick Thoral,1688593876643,3032080,INR in Blood by Coagulation assay,Measurement,MAPS_TO,,Patrick Thoral,1688593865259,
18353,FMC7 (bone marrow),1,,,,,FMC7 (beenmerg),FMC7 (beenmerg),LAB-Hem-beenmerg,191,Geen,,,,0.54,UNCHECKED,UNREVIEWED,,0,37393580,FMC7 absolute count,Measurement,MAPS_TO,,<auto>,1686354544944,
10283,O2 CONTENT (other),5,,,,,O2-CONTENT (overig),O2-CONTENT (overig),LAB-Astr-diversen,88,ml/dl,mL/dL,,,0.53,UNCHECKED,UNREVIEWED,,0,4135963,Carbon dioxide content measurement,Measurement,MAPS_TO,,<auto>,1686354545027,
11988,Amylase (urine),170,,,,,Amylase (urine),Amylase (urine),LAB-Chem-urine,183,E/l,U/L,,460,0.56,APPROVED,EQUAL,Patrick Thoral,1696975641806,3017315,Amylase [Enzymatic activity/volume] in Urine,Measurement,MAPS_TO,,Patrick Thoral,1696975634434,
9720,Temazepam (blood),2,,,,,Temazepam (bloed),Temazepam (bloed),LAB-Tox-bloed,41,µg/l,ug/L,,,0.47,APPROVED,EQUAL,Patrick Thoral,1715205684887,40762806,Temazepam [Mass/volume] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1715205683275,
18288,cytoplasmic CD22 (bone marrow),2,,,,,cytoplasmatisch CD22 (beenmerg),cytoplasmatisch CD22 (beenmerg),LAB-Viro-Micro-beenmerg,191,Geen,,,,0.71,APPROVED,UNREVIEWED,Patrick Thoral,1696978086136,0,Unmapped,,MAPS_TO,,,0,
18354,FMC7 (blood),2,,,,,FMC7 (bloed),FMC7 (bloed),LAB-Hem-bloed,191,Geen,,,,0.61,UNCHECKED,UNREVIEWED,,0,3003047,FMC7 cells/100 cells in Blood,Measurement,MAPS_TO,,<auto>,1686354545131,
11990,AST (blood),76229,,,,,ASAT (bloed),ASAT (bloed),LAB-Chem-bloed,183,E/l,U/L,,35,0.44,APPROVED,EQUAL,Patrick Thoral,1688593730918,3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1688593729768,
9721,DIGOXIN (blood),165,,,,,DIGOXINE  (bloed),DIGOXINE  (bloed),LAB-Tox-bloed,41,µg/l,ug/L,"0,5",2,0.55,APPROVED,EQUAL,Patrick Thoral,1696978365375,3011335,Digoxin [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1696978364518,
11894,Prothrombin time (blood),126843,,,,,Prothrombinetijd  (bloed),Prothrombinetijd  (bloed),LAB-Hem-bloed,205,INR,{INR},0,"1,2",0.68,APPROVED,EQUAL,Patrick Thoral,1688592935394,3032080,INR in Blood by Coagulation assay,Measurement,MAPS_TO,,Patrick Thoral,1688592930395,
18289,cytoplasmic CD22 (blood),5,,,,,cytoplasmatisch CD22 (bloed),cytoplasmatisch CD22 (bloed),LAB-Viro-Micro-bloed,191,Geen,,,,0.74,APPROVED,UNREVIEWED,Patrick Thoral,1696978086136,0,Unmapped,,MAPS_TO,,,0,
11896,HCG kU/L (blood),6,,,,,HCG kU/L (bloed),HCG kU/L (bloed),LAB-Endo-bloed,198,kE/l,kU/L,,,0.32,UNCHECKED,UNREVIEWED,,0,4055426,Urine chorionic gonadotrophin measurement,Measurement,MAPS_TO,,<auto>,1686354545576,
18357,Galactomannan index (blood),8,,,,,Galactomannan index (bloed),Galactomannan index (bloed),LAB-Viro-Micro-bloed,191,Geen,,,,0.42,APPROVED,EQUAL,Patrick Thoral,1696982767306,3045331,Galactomannan Ag [Units/volume] in Serum or Plasma by Immunoassay,Measurement,MAPS_TO,,Patrick Thoral,1696982725977,
9727,PHENOBARBIT (blood),1,,,,,FENOBARBIT (bloed),FENOBARBIT (bloed),LAB-Tox-bloed,63,mg/l,mg/L,10,40,0.53,APPROVED,EQUAL,Patrick Thoral,1715202794192,40763210,PENTobarbital [Mass/volume] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1715202793281,
11991,ASAT(=GOT) (divers)-LabZis2,1,,,,,ASAT(=GOT) (divers)-LabZis2,ASAT(=GOT)-div-LabZis2,LAB-LabZIS2_Ongebruikt,183,E/l,U/L,,,0.16,APPROVED,EQUAL,Patrick Thoral,1696976071216,3003792,Aspartate aminotransferase [Enzymatic activity/volume] in Body fluid,Measurement,MAPS_TO,,Patrick Thoral,1696976070266,
11898,IgE total (blood),22,,,,,IgE totaal (bloed),IgE totaal (bloed),LAB-Imm-bloed,198,kE/l,kU/L,0,100,0.41,UNCHECKED,UNREVIEWED,,0,4353845,Segmental pressure (blood pressure),Measurement,MAPS_TO,,<auto>,1686354545849,
18296,cytoplasmic CD79a (bone marrow),2,,,,,cytoplasmatisch CD79a (beenmerg),cytoplasmatisch CD79a (beenmerg),LAB-Viro-Micro-beenmerg,191,Geen,,,,0.77,APPROVED,UNREVIEWED,Patrick Thoral,1696978086136,0,Unmapped,,MAPS_TO,,,0,
9728,Phenytoin (blood),310,,,,,Fenytoïne (bloed),Fenytoïne (bloed),LAB-Tox-bloed,63,mg/l,mg/L,8,20,0.58,APPROVED,EQUAL,Patrick Thoral,1715033699241,3022616,Phenytoin [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Patrick Thoral,1715033698412,
10284,sodium - direct ion specific electrode measurement,527724,,LOINC,2947-0,Sodium [Moles/volume] in Blood,Na (onv.ISE) (bloed),Na (onv.ISE) (bloed),LAB-Chem-bloed,97,mmol/l,mmol/L,,,0.74,APPROVED,EQUAL,Patrick Thoral,1688162820427,3000285,Sodium [Moles/volume] in Blood,Measurement,MAPS_TO,,Patrick Thoral,1688162415511,
18358,Galactomannan index (br.-alv.lav),58,,,,,Galactomannan index (br.-alv.lav),Galactomannan index (br.-alv.lav),LAB-Viro-Micro-br.scopie,191,Geen,,,,0.35,APPROVED,EQUAL,Patrick Thoral,1696982763888,46235754,Galactomannan Ag [Units/volume] in Bronchoalveolar lavage,Measurement,MAPS_TO,,Patrick Thoral,1696982763055,
