source_concept_id,source_concept,item_en,vocabulary_id,vocabulary_concept_code,vocabulary_concept_name,abbreviation,categoryid,category,category_en,ordercategoryid,ordercategory,islabresult,valueid,value,unitid,unit,ucum_code,low_normal_value,high_normal_value,expected_min_value,expected_max_value,table,count,count_validated,source_concept_en,concept_id,concept_name
7624-55,Actrapid (Insuline),insulin (human),ATC,A10AB01,insulin (human),Actrapid (Insuline),268,Medicatie,,55,Infuus - Crystalloid,,,,,,,,,,,drugitems,550,,insulin (human),21600715,"insulin (human); parenteral (insulins and analog. for injection, fast-acting)"
7624-67,Actrapid (Insuline),insulin (human),ATC,A10AB01,insulin (human),Actrapid (Insuline),268,Medicatie,,67,Injecties Hormonen/Vitaminen/Mineralen,,,,,,,,,,,drugitems,670,,insulin (human),21600715,"insulin (human); parenteral (insulins and analog. for injection, fast-acting)"
7625-25,Nadroparine (Fraxiparine),nadroparin,ATC,B01AB06,nadroparin,Nadroparine,268,Medicatie,,25,Injecties Haematologisch,,,,,,,,,,,drugitems,65281,,nadroparin,21600977,nadroparin; parenteral
7626-69,Methylcellulose,,,,,Methylcellulose,268,Medicatie,,69,Niet iv Zalven/Crèmes/Druppels,,,,,,,,,,,drugitems,6,,Methylcellulose,,
7679-25,Protamine,protamine,ATC,V03AB14,protamine,Protamine,268,Medicatie,,25,Injecties Haematologisch,,,,,,,,,,,drugitems,583,,protamine,21605239,protamine
7930-65,Heparine,heparin,ATC,B01AB01,heparin,Heparine,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,52658,,heparin,21600973,heparin; parenteral
7930-55,Heparine,heparin,ATC,B01AB01,heparin,Heparine,268,Medicatie,,55,Infuus - Crystalloid,,,,,,,,,,,drugitems,11,,heparin,21600973,heparin; parenteral
7930-25,Heparine,heparin,ATC,B01AB01,heparin,Heparine,268,Medicatie,,25,Injecties Haematologisch,,,,,,,,,,,drugitems,2281,,heparin,21600973,heparin; parenteral
7976-29,Madopar,,,,,Madopar,268,Medicatie,,29,Niet iv CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,842,,Madopar,,
7979-65,Pantoprazol (Pantozol),pantoprazole,ATC,A02BC02,pantoprazole,Pantozol,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,6560,,pantoprazole,21600097,pantoprazole; systemic
7979-31,Pantoprazol (Pantozol),pantoprazole,ATC,A02BC02,pantoprazole,Pantozol,268,Medicatie,,31,Niet iv Tractus Digestivus,,,,,,,,,,,drugitems,10000,,pantoprazole,21600097,pantoprazole; systemic
7979-26,Pantoprazol (Pantozol),pantoprazole,ATC,A02BC02,pantoprazole,Pantozol,268,Medicatie,,26,Injecties Tractus Digestivus,,,,,,,,,,,drugitems,37330,,pantoprazole,21600097,pantoprazole; systemic
7991-25,Colestyramine (Questran),,,,,Colestyramine,268,Medicatie,,25,Injecties Haematologisch,,,,,,,,,,,drugitems,1,,Cholestyramine (Questran),,
7991-31,Colestyramine (Questran),,,,,Colestyramine,268,Medicatie,,31,Niet iv Tractus Digestivus,,,,,,,,,,,drugitems,218,,Cholestyramine (Questran),,
7992-63,Nutrison Multi Fibre oud,Nutrison Multi Fibre enteral nutrition,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",NutriMultiFibre oud,383,SONDEVOEDING OUD,,63,Voeding Enteraal oud,,,,,,,,,,,drugitems,360,,Nutrison Multi Fibre enteral nutrition,21605350,"Fat/carbohydrates/proteins/minerals/vitamins, combinations"
8006-71,Kaliumchloride drank,potassium chloride oral solution,ATC,A12BA01,potassium chloride,Kaliumchloride drank,268,Medicatie,,71,Niet iv Hormonen/Vitaminen/Mineralen,,,,,,,,,,,drugitems,36032,,potassium chloride oral solution,21600877,potassium chloride; oral
8019-65,Urokinase,,,,,Urokinase,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,1059,,Urokinase,,
8020-71,KCL (SlowK / Kalium durettes),,,,,KCL (SlowK / Kalium durettes),268,Medicatie,,71,Niet iv Hormonen/Vitaminen/Mineralen,,,,,,,,,,,drugitems,1232,,KCL (SlowK / Potassium Durettes),,
8088-32,Ferrofumeraat (Ferrosi Fumeras),,,,,Ferrofumeraat,268,Medicatie,,32,Niet iv Overig,,,,,,,,,,,drugitems,1075,,Ferrous Fumerate (Ferrosi Fumeras),,
8100-29,Gabapentine (Neurontin),,,,,Neurontin,268,Medicatie,,29,Niet iv CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,6333,,Gabapentin (Neurontin),,
8108-31,Macrogol (Movicolon)X,macrogol,ATC,A06AD15,macrogol,MacrogolX,318,Deleted - Niet gebruiken,,31,Niet iv Tractus Digestivus,,,,,,,,,,,drugitems,56194,,macrogol,21600575,macrogol; oral
8111-25,Tranexaminezuur (Cyclocapronzuur),tranexamic acid,ATC,B02AA02,tranexamic acid,Tranexaminezuur,268,Medicatie,,25,Injecties Haematologisch,,,,,,,,,,,drugitems,6249,,tranexamic acid,21601036,tranexamic acid; systemic
8120-23,Pethidine,,,,,Pethidine,268,Medicatie,,23,Injecties CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,47,,Pethidine,,
8127-65,Meropenem (Meronem),meropenem,ATC,J01DH02,meropenem,Meropenem,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,14,,meropenem,21602921,meropenem; parenteral
8127-15,Meropenem (Meronem),meropenem,ATC,J01DH02,meropenem,Meropenem,268,Medicatie,,15,Injecties Antimicrobiele middelen,,,,,,,,,,,drugitems,4801,,meropenem,21602921,meropenem; parenteral
8132-65,Methylprednisolon (Solu-Medrol),methylprednisolone,ATC,H02AB04,methylprednisolone,Methylprednisolon,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,10,,methylprednisolone,21602732,methylprednisolone; systemic
8132-67,Methylprednisolon (Solu-Medrol),methylprednisolone,ATC,H02AB04,methylprednisolone,Methylprednisolon,268,Medicatie,,67,Injecties Hormonen/Vitaminen/Mineralen,,,,,,,,,,,drugitems,1610,,methylprednisolone,21602732,methylprednisolone; systemic
8154-30,Amlodipine (Norvasc),amlodipine,ATC,C08CA01,amlodipine,Amlodipine,268,Medicatie,,30,Niet iv Circulatie/Diurese,,,,,,,,,,,drugitems,10124,,amlodipine,21601747,amlodipine; oral
8171-69,Xylometazoline (Otrivin) neusdruppels,xylometazoline nasal drops,ATC,R01AA07,xylometazoline,Xylometazoline,268,Medicatie,,69,Niet iv Zalven/Crèmes/Druppels,,,,,,,,,,,drugitems,4048,,xylometazoline nasal drops,21605016,xylometazoline; nasal
8174-32,Resonium (Polystyreensulfonzuur),polystyrene sulfonate,ATC,V03AE01,polystyrene sulfonate,Resonium,268,Medicatie,,32,Niet iv Overig,,,,,,,,,,,drugitems,3051,,polystyrene sulfonate,21605264,polystyrene sulfonate; oral
8190-65,Thiopental (Nesdonal),,,,,Thiopental,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,216,,Thiopental (Nesdonal),,
8190-23,Thiopental (Nesdonal),,,,,Thiopental,268,Medicatie,,23,Injecties CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,6,,Thiopental (Nesdonal),,
8229-15,Myambutol (ethambutol),,,,,Ethambutol,268,Medicatie,,15,Injecties Antimicrobiele middelen,,,,,,,,,,,drugitems,3,,Myambutol (ethambutol),,
8230-21,Isoniazide sulfaat (INH),,,,,Isoniazide sulfaat,268,Medicatie,,21,Niet iv Antimicrobiele middelen,,,,,,,,,,,drugitems,167,,Isoniazid Sulphate (INH),,
8231-21,Pyrazinamide,,,,,Pyrazinamide,268,Medicatie,,21,Niet iv Antimicrobiele middelen,,,,,,,,,,,drugitems,122,,Pyrazinamide,,
8249-65,Danaparoïde (Orgaran),danaparoid,ATC,B01AB09,danaparoid,Danaparoïde,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,259,,danaparoid,21600980,danaparoid; parenteral
8249-32,Danaparoïde (Orgaran),danaparoid,ATC,B01AB09,danaparoid,Danaparoïde,268,Medicatie,,32,Niet iv Overig,,,,,,,,,,,drugitems,54,,danaparoid,21600980,danaparoid; parenteral
8249-25,Danaparoïde (Orgaran),danaparoid,ATC,B01AB09,danaparoid,Danaparoïde,268,Medicatie,,25,Injecties Haematologisch,,,,,,,,,,,drugitems,219,,danaparoid,21600980,danaparoid; parenteral
8267-55,X- Crystalloïd nader te bepalen,,,,,X-Crystalloïd,379,INFUUS-Crystalloïd,,55,Infuus - Crystalloid,,,,,,,,,,,drugitems,402,,X-Crystalloid to be determined,,
8268-21,SDD drank (4 x dgs),selective digestive tract decontamination oral suspension,ATC,A07AA,Antibiotics,SDD drank (4 x dgs),268,Medicatie,,21,Niet iv Antimicrobiele middelen,,,,,,,,,,,drugitems,196878,,selective digestive tract decontamination oral suspension,21600602,Antibiotics
8374-15,Kinine dihydrocloride,,,,,Kinine dihydrocloride,268,Medicatie,,15,Injecties Antimicrobiele middelen,,,,,,,,,,,drugitems,3,,Quinine dihydrochloride,,
8375-25,Immunoglobuline (Nanogam),,,,,Immunoglobuline (Nanogam),268,Medicatie,,25,Injecties Haematologisch,,,,,,,,,,,drugitems,47,,Immunoglobulin (Nanogam),,
8375-15,Immunoglobuline (Nanogam),,,,,Immunoglobuline (Nanogam),268,Medicatie,,15,Injecties Antimicrobiele middelen,,,,,,,,,,,drugitems,60,,Immunoglobulin (Nanogam),,
8394-15,Co-Trimoxazol (Bactrimel),co-trimoxazole,ATC,J01EE01,sulfamethoxazole and trimethoprim,Co-Trimoxazol,268,Medicatie,,15,Injecties Antimicrobiele middelen,,,,,,,,,,,drugitems,8064,,co-trimoxazole,21602961,sulfamethoxazole and trimethoprim; systemic
8420-56,Boterhammen,,,,,Boterham,296,Voeding,,56,Voeding Vast voedsel,,,,,,,,,,,drugitems,846,,Sandwiches,,
8421-56,Warme maaltijd,,,,,WarmeMaaltijd,296,Voeding,,56,Voeding Vast voedsel,,,,,,,,,,,drugitems,503,,Hot meal,,
8424-29,Methylfinidaat (Ritalin),,,,,Methylfinidaat (Ritalin),268,Medicatie,,29,Niet iv CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,695,,Methylfinidate (Ritalin),,
8425-32,Pyridostigmine (Mestinon),,,,,Pyridostigmine,268,Medicatie,,32,Niet iv Overig,,,,,,,,,,,drugitems,310,,Pyridostigmine (Mestinon),,
8425-23,Pyridostigmine (Mestinon),,,,,Pyridostigmine,268,Medicatie,,23,Injecties CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,34,,Pyridostigmine (Mestinon),,
8429-61,Gefiltreerde Ery's,filtered erythrocytes (red blood cells),ATC,B05AX01,erythrocytes,Gefilt. Ery's,380,INFUUS-Bloedproducten,,61,Infuus - Bloedproducten,,,,,,,,,,,drugitems,20834,,filtered erythrocytes (red blood cells),21601149,erythrocytes; parenteral
8449-21,Pyrimethamine (Daraprim),,,,,Pyrimethamine,268,Medicatie,,21,Niet iv Antimicrobiele middelen,,,,,,,,,,,drugitems,3,,Pyrimethamine (Daraprim),,
8457-21,Valaciclovir (Zelitrex),valaciclovir,ATC,J05AB11,valaciclovir,Valaciclovir,268,Medicatie,,21,Niet iv Antimicrobiele middelen,,,,,,,,,,,drugitems,1347,,valaciclovir,21603137,valaciclovir; oral
8470-30,Metoprolol (ZOC Selokeen),,,,,Metoprolol (ZOC Selokeen),268,Medicatie,,30,Niet iv Circulatie/Diurese,,,,,,,,,,,drugitems,835,,Metoprolol (ZOC Selokeen),,
8522-29,"Lithiumcarbonaat (Camcolit, Priadel)",,,,,Lithiumcarbonaat,268,Medicatie,,29,Niet iv CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,191,,"Lithium carbonate (Camcolit, Priadel)",,
8546-21,Claritromycine (Klacid),clarithromycin,ATC,J01FA09,clarithromycin,Claritromycine,268,Medicatie,,21,Niet iv Antimicrobiele middelen,,,,,,,,,,,drugitems,290,,clarithromycin,21602977,clarithromycin; systemic
8547-27,Voriconazol(VFEND),voriconazole,ATC,J02AC03,voriconazole,Voriconazol,268,Medicatie,,27,Injecties Overig,,,,,,,,,,,drugitems,48,,voriconazole,21603082,voriconazole; systemic
8547-21,Voriconazol(VFEND),voriconazole,ATC,J02AC03,voriconazole,Voriconazol,268,Medicatie,,21,Niet iv Antimicrobiele middelen,,,,,,,,,,,drugitems,1568,,voriconazole,21603082,voriconazole; systemic
8547-15,Voriconazol(VFEND),voriconazole,ATC,J02AC03,voriconazole,Voriconazol,268,Medicatie,,15,Injecties Antimicrobiele middelen,,,,,,,,,,,drugitems,2819,,voriconazole,21603082,voriconazole; systemic
8549-21,Belcomycine (Colistinesulfaat) 4 x dgs,,,,,Belcomycine (4 x dgs),268,Medicatie,,21,Niet iv Antimicrobiele middelen,,,,,,,,,,,drugitems,5316,,Belcomycin (Colistin Sulphate) 4 x dgs,,
8932-17,Haes 10%,Haes Steril 10%,ATC,B05AA07,hydroxyethylstarch,Haes 10%,378,INFUUS-Colloïd,,17,Infuus - Colloid,,,,,,,,,,,drugitems,2769,,Haes Steril 10%,21601144,hydroxyethylstarch; parenteral
8933-17,Albumine 20%,albumin 20%,ATC,B05AA01,albumin,Albumine 20%,378,INFUUS-Colloïd,,17,Infuus - Colloid,,,,,,,,,,,drugitems,3238,,albumin 20%,21601139,albumin; parenteral
8936-55,"Natrium bicarbonaat 4,2 %",,,,,"NaBic4,2%",379,INFUUS-Crystalloïd,,55,Infuus - Crystalloid,,,,,,,,,,,drugitems,59,,Sodium Bicarbonate 4.2%,,
8937-55,Drukzak,sodium chloride 0.9% pressure bag flush,ATC,B05BB01,electrolytes,Drukzak,379,INFUUS-Crystalloïd,,55,Infuus - Crystalloid,,,,,,,,,,,drugitems,65470,,sodium chloride 0.9% pressure bag flush,21601161,electrolytes; parenteral
8938-55,Medicijnlijn spoelen,,,,,Medicijnlijn-spoelen,379,INFUUS-Crystalloïd,,55,Infuus - Crystalloid,,,,,,,,,,,drugitems,255,,Flush medicine line,,
8939-55,Medicijnlijn medicatie,sodium chloride 0.9% piggyback (secondary) infusion,ATC,B05BB01,electrolytes,Medicijnlijn-Med,379,INFUUS-Crystalloïd,,55,Infuus - Crystalloid,,,,,,,,,,,drugitems,15086,,sodium chloride 0.9% piggyback (secondary) infusion,21601161,electrolytes; parenteral
8940-55,Glucose 40%,glucose 40%,ATC,B05BA03,carbohydrates,Glucose 40%,379,INFUUS-Crystalloïd,,55,Infuus - Crystalloid,,,,,,,,,,,drugitems,2778,,glucose 40%,21601157,carbohydrates; parenteral
8942-55,Metronidazol-Flagyl,,,,,Metronidazol-Flagyl,379,INFUUS-Crystalloïd,,55,Infuus - Crystalloid,,,,,,,,,,,drugitems,24,,Metronidazole-Flagyl,,
8943-55,Drukzak Heparine,,,,,Drukzak Heparine,379,INFUUS-Crystalloïd,,55,Infuus - Crystalloid,,,,,,,,,,,drugitems,13,,Pressure bag Heparin,,
8944-61,Factor VIII,,,,,Factor VIII,380,INFUUS-Bloedproducten,,61,Infuus - Bloedproducten,,,,,,,,,,,drugitems,5,,Factor VIII,,
8945-61,Prothrombine complex,,,,,Prothrom.complex,380,INFUUS-Bloedproducten,,61,Infuus - Bloedproducten,,,,,,,,,,,drugitems,28,,Prothrombin complex,,
8946-61,Von Willebrandfactor,,,,,Von Willebrandfactor,380,INFUUS-Bloedproducten,,61,Infuus - Bloedproducten,,,,,,,,,,,drugitems,3,,Von Willebrand factor,,
8947-39,Intralipid 10%,,,,,Intralipid 10%,381,INFUUS-TPV,,39,Voeding Parenteraal,,,,,,,,,,,drugitems,3,,Intra Lipid 10%,,
8948-39,TPV A,TPV A total parenteral nutrition (TPN),ATC,B05BA10,combinations,TPV A,381,INFUUS-TPV,,39,Voeding Parenteraal,,,,,,,,,,,drugitems,1858,,TPV A total parenteral nutrition (TPN),21601159,combinations; parenteral (solutions for parenteral nutrition)
8949-39,TPV B,,,,,TPV B,381,INFUUS-TPV,,39,Voeding Parenteraal,,,,,,,,,,,drugitems,74,,TPV B,,
8951-63,Nutrison Energy oud,,,,,Nutrison Energy oud,383,SONDEVOEDING OUD,,63,Voeding Enteraal oud,,,,,,,,,,,drugitems,104,,Nutrison Energy old,,
8952-63,Water (Sondevoeding) oud,,,,,Water SV oud,383,SONDEVOEDING OUD,,63,Voeding Enteraal oud,,,,,,,,,,,drugitems,1257,,Water (Tube feeding) old,,
8954-63,Peptisorb oud,,,,,Peptisorb oud,383,SONDEVOEDING OUD,,63,Voeding Enteraal oud,,,,,,,,,,,drugitems,160,,Peptisorb old,,
8956-42,Thee 150ml,,,,,Thee 150ml,677,Voeding-Intake-Vocht,,42,Voeding Drinken,,,,,,,,,,,drugitems,5056,,Tea 150ml,,
8958-42,Vla 150ml,,,,,Vla 150ml,677,Voeding-Intake-Vocht,,42,Voeding Drinken,,,,,,,,,,,drugitems,3313,,Custard 150ml,,
8960-42,Soep,,,,,Soep,384,Voeding-Intake-Vocht-Algemeen,,42,Voeding Drinken,,,,,,,,,,,drugitems,581,,soup,,
8961-42,Limonade 150ml,,,,,Limonade 150ml,677,Voeding-Intake-Vocht,,42,Voeding Drinken,,,,,,,,,,,drugitems,3525,,Lemonade 150ml,,
8962-42,Koffie 100ml,,,,,Koffie 100ml,677,Voeding-Intake-Vocht,,42,Voeding Drinken,,,,,,,,,,,drugitems,1236,,Coffee 100ml,,
8970-42,X Oraal nader te bepalen,,,,,X Oraal,384,Voeding-Intake-Vocht-Algemeen,,42,Voeding Drinken,,,,,,,,,,,drugitems,793,,X Oral to be determined,,
8971-17,X Colloïd nader te bepalen,,,,,X Colloïd,378,INFUUS-Colloïd,,17,Infuus - Colloid,,,,,,,,,,,drugitems,35,,X Colloid to be determined,,
8972-39,X TPV nader te bepalen,,,,,X TPV,381,INFUUS-TPV,,39,Voeding Parenteraal,,,,,,,,,,,drugitems,362,,X TPV to be determined,,
8973-63,X Sondevoeding nader te bepalen oud,,,,,X SV nader te bepalen oud,383,SONDEVOEDING OUD,,63,Voeding Enteraal oud,,,,,,,,,,,drugitems,276,,X Tube feeding to be determined old,,
8974-61,X Bloedproducten nader te bepalen,,,,,X Bloedproducten,380,INFUUS-Bloedproducten,,61,Infuus - Bloedproducten,,,,,,,,,,,drugitems,120,,X Blood products to be determined,,
8998-65,"Natriumbicarbonaat  8,4%",sodium bicarbonate 8.4%,ATC,B05XA02,sodium bicarbonate,"Natriumbicarbonaat  8,4%",268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,3233,,sodium bicarbonate 8.4%,21601197,sodium bicarbonate; parenteral
8998-55,"Natriumbicarbonaat  8,4%",sodium bicarbonate 8.4%,ATC,B05XA02,sodium bicarbonate,"Natriumbicarbonaat  8,4%",268,Medicatie,,55,Infuus - Crystalloid,,,,,,,,,,,drugitems,628,,sodium bicarbonate 8.4%,21601197,sodium bicarbonate; parenteral
8999-65,Natrium-kalium-fosfaat,sodium phosphate/potassium phosphate/potassium hydroxide,ATC,B05XA30,combinations of electrolytes,Natrium-kalium-fosfaat,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,8898,,sodium phosphate/potassium phosphate/potassium hydroxide,21601213,combinations of electrolytes; parenteral
9001-65,Kaliumchloride (KCL),potassium chloride,ATC,B05XA01,potassium chloride,Kaliumchloride,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,113756,,potassium chloride,21601196,potassium chloride; parenteral
9001-55,Kaliumchloride (KCL),potassium chloride,ATC,B05XA01,potassium chloride,Kaliumchloride,268,Medicatie,,55,Infuus - Crystalloid,,,,,,,,,,,drugitems,5860,,potassium chloride,21601196,potassium chloride; parenteral
9002-65,Magnesiumsulfaat,magnesium sulfate syringe pump infusion,ATC,B05XA05,magnesium sulfate,Magnesiumsulfaat,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,497,,magnesium sulfate syringe pump infusion,21601200,magnesium sulfate; parenteral
9003-65,Sulproston (Nalador),,,,,Sulproston,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,53,,Sulproston (Nalador),,
9004-65,Pentobarbital (Nembutal),,,,,Pentobarbital,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,141,,Pentobarbital (Nembutal),,
9004-23,Pentobarbital (Nembutal),,,,,Pentobarbital,268,Medicatie,,23,Injecties CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,21,,Pentobarbital (Nembutal),,
9006-65,Nitroprusside (Nipride),nitroprusside,ATC,C02DD01,nitroprusside,Nitroprusside,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,3328,,nitroprusside,21600435,nitroprusside; parenteral
9007-65,Vecuronium (Norcuron),,,,,Vecuronium,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,4,,Vecuronium (Norcuron),,
9007-23,Vecuronium (Norcuron),,,,,Vecuronium,268,Medicatie,,23,Injecties CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,6,,Vecuronium (Norcuron),,
9010-65,Streptokinase Oplaad,,,,,Streptokinase Oplaad,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,13,,Streptokinase Recharge,,
9011-65,Streptokinase Onderhoud,,,,,Streptokinase Onderhoud,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,45,,Streptokinase Maintenance,,
9012-65,Oxytocine (Syntocinon),,,,,Oxytocine,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,114,,Oxytocin (Syntocinon),,
9013-65,Atracurium (Tracrium),,,,,Atracurium,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,1,,Atracurium (Tracrium),,
9014-65,Velosuline (Insuline),insulin (human),ATC,A10AB01,insulin (human),Velosuline (Insuline),268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,50613,,insulin (human),21600715,"insulin (human); parenteral (insulins and analog. for injection, fast-acting)"
9014-55,Velosuline (Insuline),insulin (human),ATC,A10AB01,insulin (human),Velosuline (Insuline),268,Medicatie,,55,Infuus - Crystalloid,,,,,,,,,,,drugitems,118,,insulin (human),21600715,"insulin (human); parenteral (insulins and analog. for injection, fast-acting)"
9014-21,Velosuline (Insuline),insulin (human),ATC,A10AB01,insulin (human),Velosuline (Insuline),268,Medicatie,,21,Niet iv Antimicrobiele middelen,,,,,,,,,,,drugitems,1,,insulin (human),21600715,"insulin (human); parenteral (insulins and analog. for injection, fast-acting)"
9014-67,Velosuline (Insuline),insulin (human),ATC,A10AB01,insulin (human),Velosuline (Insuline),268,Medicatie,,67,Injecties Hormonen/Vitaminen/Mineralen,,,,,,,,,,,drugitems,224,,insulin (human),21600715,"insulin (human); parenteral (insulins and analog. for injection, fast-acting)"
9015-65,Amiodaron Onderhoudsdosis,amiodarone maintenance dose,ATC,C01BD01,amiodarone,Amiodaron Onderhoudsdosis,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,15927,,amiodarone maintenance dose,21600270,amiodarone; systemic
9015-30,Amiodaron Onderhoudsdosis,amiodarone maintenance dose,ATC,C01BD01,amiodarone,Amiodaron Onderhoudsdosis,268,Medicatie,,30,Niet iv Circulatie/Diurese,,,,,,,,,,,drugitems,1147,,amiodarone maintenance dose,21600270,amiodarone; systemic
9015-24,Amiodaron Onderhoudsdosis,amiodarone maintenance dose,ATC,C01BD01,amiodarone,Amiodaron Onderhoudsdosis,268,Medicatie,,24,Injecties Circulatie/Diuretica,,,,,,,,,,,drugitems,211,,amiodarone maintenance dose,21600270,amiodarone; systemic
9018-65,Esketamine (Ketanest-S),esketamine,ATC,N01AX14,esketamine,Esketamine,268,Medicatie,,65,2. Spuitpompen,,,,,,,,,,,drugitems,2109,,esketamine,21604217,"esketamine; inhalant, nasal, parenteral"
9018-23,Esketamine (Ketanest-S),esketamine,ATC,N01AX14,esketamine,Esketamine,268,Medicatie,,23,Injecties CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,108,,esketamine,21604217,"esketamine; inhalant, nasal, parenteral"
9019-32,Carbasalaatcalcium (Ascal),carbasalate calcium,ATC,B01AC08,carbasalate calcium,Carbasalaatcalcium (Ascal),268,Medicatie,,32,Niet iv Overig,,,,,,,,,,,drugitems,5035,,carbasalate calcium,21600993,carbasalate calcium; oral (platelet aggregation inhibitors excl. heparin)
9019-30,Carbasalaatcalcium (Ascal),carbasalate calcium,ATC,B01AC08,carbasalate calcium,Carbasalaatcalcium (Ascal),268,Medicatie,,30,Niet iv Circulatie/Diurese,,,,,,,,,,,drugitems,15352,,carbasalate calcium,21600993,carbasalate calcium; oral (platelet aggregation inhibitors excl. heparin)
9019-29,Carbasalaatcalcium (Ascal),carbasalate calcium,ATC,B01AC08,carbasalate calcium,Carbasalaatcalcium (Ascal),268,Medicatie,,29,Niet iv CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,484,,carbasalate calcium,21600993,carbasalate calcium; oral (platelet aggregation inhibitors excl. heparin)
9021-55,Ascorbinezuur (Vit C),ascorbic acid (vit C),ATC,A11GA01,ascorbic acid (vit C),Ascorbinezuur (Vit C),268,Medicatie,,55,Infuus - Crystalloid,,,,,,,,,,,drugitems,8073,,ascorbic acid (vit C),21600837,ascorbic acid (vit C); systemic
9021-71,Ascorbinezuur (Vit C),ascorbic acid (vit C),ATC,A11GA01,ascorbic acid (vit C),Ascorbinezuur (Vit C),268,Medicatie,,71,Niet iv Hormonen/Vitaminen/Mineralen,,,,,,,,,,,drugitems,229,,ascorbic acid (vit C),21600837,ascorbic acid (vit C); systemic
9021-67,Ascorbinezuur (Vit C),ascorbic acid (vit C),ATC,A11GA01,ascorbic acid (vit C),Ascorbinezuur (Vit C),268,Medicatie,,67,Injecties Hormonen/Vitaminen/Mineralen,,,,,,,,,,,drugitems,1214,,ascorbic acid (vit C),21600837,ascorbic acid (vit C); systemic
9022-30,Nifedipine retard (Adalat retard),,,,,Nifedipine retard,268,Medicatie,,30,Niet iv Circulatie/Diurese,,,,,,,,,,,drugitems,179,,Nifedipine retard (Adalat retard),,
9023-29,Allopurinol (Zyloric),,,,,Allopurinol,268,Medicatie,,29,Niet iv CZS/Sedatie/Analgetica,,,,,,,,,,,drugitems,596,,Allopurinol (Zyloric),,
9024-31,Algeldraat (Alucol),,,,,Algeldraat,268,Medicatie,,31,Niet iv Tractus Digestivus,,,,,,,,,,,drugitems,20,,Algeldraat (Alucol),,
9025-67,Pamidroninezuur (APD),,,,,Pamidroninezuur,268,Medicatie,,67,Injecties Hormonen/Vitaminen/Mineralen,,,,,,,,,,,drugitems,63,,Pamidronic acid (APD),,
9026-30,Hydralazine (Apresoline),,,,,Hydralazine (Apresoline),268,Medicatie,,30,Niet iv Circulatie/Diurese,,,,,,,,,,,drugitems,23,,Hydralazine (Apresoline),,
9027-32,Arachidis olie,,,,,Arachidis olie,268,Medicatie,,32,Niet iv Overig,,,,,,,,,,,drugitems,14,,Arachidis oil,,
9028-70,Ipatropium bromide (Atrovent inhaletten),ipratropium bromide dry-powder inhalation,ATC,R03BB01,ipratropium bromide,Ipatropium bromide,268,Medicatie,,70,Niet iv Tractus Respiratorius,,,,,,,,,,,drugitems,1156,,ipratropium bromide dry-powder inhalation,21603293,ipratropium bromide; inhalant
9029-21,Amoxicilline/Clavulaanzuur (Augmentin),amoxicillin/clavulanic acid,ATC,J01CR02,amoxicillin and beta-lactamase inhibitor,Amoxicilline/Clavulaanzuur (Augmentin),268,Medicatie,,21,Niet iv Antimicrobiele middelen,,,,,,,,,,,drugitems,287,,amoxicillin/clavulanic acid,21602863,amoxicillin and beta-lactamase inhibitor; systemic
