source_concept_id,source_concept,count,count_validated,itemid,item,abbreviation,category,islabresult,valueid,source_concept_en
16998-38,"Sepsis, pulmonary",83,83,16998,APACHE IV Non-operative cardiovascular,APACHE IV Non-operative cardiovascular,APACHE IV Diagnosen,0,38,"Sepsis, pulmonary"
16998-39,"Sepsis, renal/UTI (including bladder)",79,79,16998,APACHE IV Non-operative cardiovascular,APACHE IV Non-operative cardiovascular,APACHE IV Diagnosen,0,39,"Sepsis, renal/UTI (including bladder)"
16998-40,"Sepsis, unknown",61,61,16998,APACHE IV Non-operative cardiovascular,APACHE IV Non-operative cardiovascular,APACHE IV Diagnosen,0,40,"Sepsis, unknown"
16998-41,"Shock, cardiogenic",83,83,16998,APACHE IV Non-operative cardiovascular,APACHE IV Non-operative cardiovascular,APACHE IV Diagnosen,0,41,"Shock, cardiogenic"
16998-42,"Tamponade, pericardial",8,8,16998,APACHE IV Non-operative cardiovascular,APACHE IV Non-operative cardiovascular,APACHE IV Diagnosen,0,42,"Tamponade, pericardial"
16998-43,"Thrombosis, vascular (deep vein)",6,6,16998,APACHE IV Non-operative cardiovascular,APACHE IV Non-operative cardiovascular,APACHE IV Diagnosen,0,43,"Thrombosis, vascular (deep vein)"
16998-44,"Thrombus,arterial",37,37,16998,APACHE IV Non-operative cardiovascular,APACHE IV Non-operative cardiovascular,APACHE IV Diagnosen,0,44,"Thrombus, arterial"
16998-45,"Toxicity, drug (i.e., beta blockers, calcium channel blockers, etc)",20,20,16998,APACHE IV Non-operative cardiovascular,APACHE IV Non-operative cardiovascular,APACHE IV Diagnosen,0,45,"Toxicity, drug (i.e., beta blockers, calcium channel blockers, etc)"
16998-46,"Vascular medical, other",47,47,16998,APACHE IV Non-operative cardiovascular,APACHE IV Non-operative cardiovascular,APACHE IV Diagnosen,0,46,"Vascular medical, other"
16999-1,Alcohol withdrawal,1,1,16999,APACHE IV Non-operative Gastro-intestinal,APACHE IV Non-operative Gastro-intestinal,APACHE IV Diagnosen,0,1,Alcohol withdrawal
16999-2,"Bleeding, GI from esophageal varices/portal hypertension",33,33,16999,APACHE IV Non-operative Gastro-intestinal,APACHE IV Non-operative Gastro-intestinal,APACHE IV Diagnosen,0,2,"Bleeding, GI from esophageal varices/portal hypertension"
16999-3,"Bleeding, GI-location unknown",31,31,16999,APACHE IV Non-operative Gastro-intestinal,APACHE IV Non-operative Gastro-intestinal,APACHE IV Diagnosen,0,3,"Bleeding, GI location unknown"
16999-4,"Bleeding, lower GI",40,40,16999,APACHE IV Non-operative Gastro-intestinal,APACHE IV Non-operative Gastro-intestinal,APACHE IV Diagnosen,0,4,"Bleeding, lower GI"
16999-5,"Bleeding, upper GI",147,147,16999,APACHE IV Non-operative Gastro-intestinal,APACHE IV Non-operative Gastro-intestinal,APACHE IV Diagnosen,0,5,"Bleeding, upper GI"
16999-6,"Cancer, colon/rectal",17,17,16999,APACHE IV Non-operative Gastro-intestinal,APACHE IV Non-operative Gastro-intestinal,APACHE IV Diagnosen,0,6,"Cancer, colon/rectal"
16999-7,"Cancer, esophageal",4,4,16999,APACHE IV Non-operative Gastro-intestinal,APACHE IV Non-operative Gastro-intestinal,APACHE IV Diagnosen,0,7,"Cancer, esophageal"
16999-8,"Cancer, other GI",3,3,16999,APACHE IV Non-operative Gastro-intestinal,APACHE IV Non-operative Gastro-intestinal,APACHE IV Diagnosen,0,8,"Cancer, other GI"
16999-10,"Cancer, stomach",5,5,16999,APACHE IV Non-operative Gastro-intestinal,APACHE IV Non-operative Gastro-intestinal,APACHE IV Diagnosen,0,10,"Cancer, stomach"
16999-11,Cholangitis,14,14,16999,APACHE IV Non-operative Gastro-intestinal,APACHE IV Non-operative Gastro-intestinal,APACHE IV Diagnosen,0,11,Cholangitis
16999-13,"Encephalopathy, hepatic",6,6,16999,APACHE IV Non-operative Gastro-intestinal,APACHE IV Non-operative Gastro-intestinal,APACHE IV Diagnosen,0,13,"Encephalopathy, hepatic"
16999-14,GI Abscess/cyst,22,22,16999,APACHE IV Non-operative Gastro-intestinal,APACHE IV Non-operative Gastro-intestinal,APACHE IV Diagnosen,0,14,GI Abscess/cyst
16999-15,"GI medical, other",55,55,16999,APACHE IV Non-operative Gastro-intestinal,APACHE IV Non-operative Gastro-intestinal,APACHE IV Diagnosen,0,15,"GI medical, other"
16999-16,GI Obstruction,7,7,16999,APACHE IV Non-operative Gastro-intestinal,APACHE IV Non-operative Gastro-intestinal,APACHE IV Diagnosen,0,16,GI Obstruction
16999-17,GI Perforation/rupture,50,50,16999,APACHE IV Non-operative Gastro-intestinal,APACHE IV Non-operative Gastro-intestinal,APACHE IV Diagnosen,0,17,GI Perforation/Rupture
16999-18,GI Vascular insufficiency,7,7,16999,APACHE IV Non-operative Gastro-intestinal,APACHE IV Non-operative Gastro-intestinal,APACHE IV Diagnosen,0,18,GI Vascular insufficiency
16999-19,"Hemorrhage, intra/retroperitoneal",11,11,16999,APACHE IV Non-operative Gastro-intestinal,APACHE IV Non-operative Gastro-intestinal,APACHE IV Diagnosen,0,19,"Hemorrhage, intra/retroperitoneal"
16999-20,"Hepatic failure, acute",24,24,16999,APACHE IV Non-operative Gastro-intestinal,APACHE IV Non-operative Gastro-intestinal,APACHE IV Diagnosen,0,20,"Hepatic failure, acute"
16999-21,Inflammatory bowel disease,6,6,16999,APACHE IV Non-operative Gastro-intestinal,APACHE IV Non-operative Gastro-intestinal,APACHE IV Diagnosen,0,21,Inflammatory bowel disease
16999-22,Pancreatitis,41,41,16999,APACHE IV Non-operative Gastro-intestinal,APACHE IV Non-operative Gastro-intestinal,APACHE IV Diagnosen,0,22,Pancreatitis
16999-23,Peritonitis,8,8,16999,APACHE IV Non-operative Gastro-intestinal,APACHE IV Non-operative Gastro-intestinal,APACHE IV Diagnosen,0,23,Peritonitis
16999-24,"Ulcer disease, peptic",1,1,16999,APACHE IV Non-operative Gastro-intestinal,APACHE IV Non-operative Gastro-intestinal,APACHE IV Diagnosen,0,24,"Ulcer disease, peptic"
17000-1,"Genitourinary medical, other",30,30,17000,APACHE IV Non-operative genitourinary,APACHE IV Non-operative genitourinary,APACHE IV Diagnosen,0,1,"Genitourinary medical, other"
17000-2,"Hemorrhage, postpartum (female)",11,11,17000,APACHE IV Non-operative genitourinary,APACHE IV Non-operative genitourinary,APACHE IV Diagnosen,0,2,"Hemorrhage, postpartum (female)"
17000-4,Pre-eclampsia/eclampsia (female),4,4,17000,APACHE IV Non-operative genitourinary,APACHE IV Non-operative genitourinary,APACHE IV Diagnosen,0,4,Preeclampsia/eclampsia (female)
17000-5,Renal bleeding,5,5,17000,APACHE IV Non-operative genitourinary,APACHE IV Non-operative genitourinary,APACHE IV Diagnosen,0,5,Renal bleeding
17000-6,"Renal failure, acute",96,96,17000,APACHE IV Non-operative genitourinary,APACHE IV Non-operative genitourinary,APACHE IV Diagnosen,0,6,"Renal failure, acute"
17000-7,Renal infection/abscess,35,35,17000,APACHE IV Non-operative genitourinary,APACHE IV Non-operative genitourinary,APACHE IV Diagnosen,0,7,Renal infection/abscess
17000-8,"Renal neoplasm, cancer",1,1,17000,APACHE IV Non-operative genitourinary,APACHE IV Non-operative genitourinary,APACHE IV Diagnosen,0,8,"Renal neoplasm, cancer"
17000-9,Renal obstruction,15,15,17000,APACHE IV Non-operative genitourinary,APACHE IV Non-operative genitourinary,APACHE IV Diagnosen,0,9,Renal obstruction
17001-1,Anemia,8,8,17001,APACHEIV  Non-operative haematological,APACHEIV  Non-operative haematological,APACHE IV Diagnosen,0,1,Anemia
17001-3,Coagulopathy,10,10,17001,APACHEIV  Non-operative haematological,APACHEIV  Non-operative haematological,APACHE IV Diagnosen,0,3,Coagulopathy
17001-4,"Hematologic medical, other",31,31,17001,APACHEIV  Non-operative haematological,APACHEIV  Non-operative haematological,APACHE IV Diagnosen,0,4,"Hematologic medical, other"
17001-5,"Leukemia, acute lymphocytic",6,6,17001,APACHEIV  Non-operative haematological,APACHEIV  Non-operative haematological,APACHE IV Diagnosen,0,5,"Leukemia, acute lymphocytic"
17001-6,"Leukemia, acute myelocytic",32,32,17001,APACHEIV  Non-operative haematological,APACHEIV  Non-operative haematological,APACHE IV Diagnosen,0,6,"Leukemia, acute myelocytic"
17001-7,"Leukemia, chronic lymphocytic",7,7,17001,APACHEIV  Non-operative haematological,APACHEIV  Non-operative haematological,APACHE IV Diagnosen,0,7,"Leukemia, chronic lymphocytic"
17001-8,"Leukemia, chronic myelocytic",3,3,17001,APACHEIV  Non-operative haematological,APACHEIV  Non-operative haematological,APACHE IV Diagnosen,0,8,"Leukemia, chronic myelocytic"
17001-9,"Leukemia, other",5,5,17001,APACHEIV  Non-operative haematological,APACHEIV  Non-operative haematological,APACHE IV Diagnosen,0,9,"Leukemia, other"
17001-10,"Lymphoma, Hodgkins",3,3,17001,APACHEIV  Non-operative haematological,APACHEIV  Non-operative haematological,APACHE IV Diagnosen,0,10,"Lymphoma, Hodgkins"
17001-11,"Lymphoma, non-Hodgkins",15,15,17001,APACHEIV  Non-operative haematological,APACHEIV  Non-operative haematological,APACHE IV Diagnosen,0,11,"Lymphoma, non-Hodgkins"
17001-12,Neutropenia,5,5,17001,APACHEIV  Non-operative haematological,APACHEIV  Non-operative haematological,APACHE IV Diagnosen,0,12,Neutropenia
17001-13,Pancytopenia,16,16,17001,APACHEIV  Non-operative haematological,APACHEIV  Non-operative haematological,APACHE IV Diagnosen,0,13,Pancytopenia
17001-14,Sickle cell crisis,1,1,17001,APACHEIV  Non-operative haematological,APACHEIV  Non-operative haematological,APACHE IV Diagnosen,0,14,Sickle cell crisis
17002-1,Acid-base electrolyte disturbance,69,69,17002,APACHEIV  Non-operative metabolic,APACHEIV  Non-operative metabolic,APACHE IV Diagnosen,0,1,Acid-base electrolyte disturbance
17002-4,Diabetic hyperglycemic hyperosmolar nonketotic coma (HHNC),9,9,17002,APACHEIV  Non-operative metabolic,APACHEIV  Non-operative metabolic,APACHE IV Diagnosen,0,4,Diabetic hyperglycemic hyperosmolar nonketotic coma (HHNC)
17002-5,Diabetic ketoacidosis,45,45,17002,APACHEIV  Non-operative metabolic,APACHEIV  Non-operative metabolic,APACHE IV Diagnosen,0,5,Diabetic ketoacidosis
17002-7,Hyperthermia,3,3,17002,APACHEIV  Non-operative metabolic,APACHEIV  Non-operative metabolic,APACHE IV Diagnosen,0,7,Hyperthermia
17002-8,Hyperthyroid storm/crisis,2,2,17002,APACHEIV  Non-operative metabolic,APACHEIV  Non-operative metabolic,APACHE IV Diagnosen,0,8,Hyperthyroid storm/crisis
17002-9,Hypoglycemia,26,26,17002,APACHEIV  Non-operative metabolic,APACHEIV  Non-operative metabolic,APACHE IV Diagnosen,0,9,Hypoglycemia
17002-10,Hypothermia,15,15,17002,APACHEIV  Non-operative metabolic,APACHEIV  Non-operative metabolic,APACHE IV Diagnosen,0,10,Hypothermia
17002-12,"Metabolic/endocrine medical, other",122,122,17002,APACHEIV  Non-operative metabolic,APACHEIV  Non-operative metabolic,APACHE IV Diagnosen,0,12,"Metabolic/endocrine medical, other"
17003-2,"Arthritis, septic",6,6,17003,APACHEIV Non-operative musculo-skeletal,APACHEIV Non-operative musculo-skeletal,APACHE IV Diagnosen,0,2,"Arthritis, septic"
17003-4,Cellulitis and localized soft tissue infections,17,17,17003,APACHEIV Non-operative musculo-skeletal,APACHEIV Non-operative musculo-skeletal,APACHE IV Diagnosen,0,4,Cellulitis and localized soft tissue infections
17003-7,"Musculoskeletal medical, other",12,12,17003,APACHEIV Non-operative musculo-skeletal,APACHEIV Non-operative musculo-skeletal,APACHE IV Diagnosen,0,7,"Musculoskeletal medical, other"
17004-1,"Abscess, neurologic",4,4,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,1,"Abscess, neurologic"
17004-3,"Coma/change in level of consciousness (for hepatic see GI, for diabetic see",133,133,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,3,"Coma/change in level of consciousness (for hepatic see GI, for diabetic see"
17004-4,"CVA, cerebrovascular accident/stroke",117,117,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,4,"CVA, cerebrovascular accident/stroke"
17004-5,Drug withdrawal,13,13,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,5,Drug withdrawal
17004-6,Encephalitis,23,23,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,6,Encephalitis
17004-7,Encephalopathies (excluding hepatic),15,15,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,7,Encephalopathies (excluding hepatic)
17004-8,Guillian-Barre syndrome,18,18,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,8,Guillian-Barre syndrome
17004-9,"Hematoma, epidural",19,19,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,9,"Hematoma, epidural"
17004-10,"Hematoma, subdural",75,75,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,10,"Hematoma, subdural"
17004-11,"Hemorrhage/hematoma, intracranial",169,169,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,11,"Hemorrhage/hematoma, intracranial"
17004-12,"Hydrocephalus, obstructive",2,2,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,12,"Hydrocephalus, obstructive"
17004-13,Meningitis,43,43,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,13,Meningitis
17004-14,Myasthenia gravis,19,19,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,14,Myasthenia gravis
17004-15,"Neoplasm, neurologic",36,36,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,15,"Neoplasm, neurologic"
17004-16,"Neurologic medical, other",106,106,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,16,"Neurologic medical, other"
17004-17,"Neuromuscular medical, other",13,13,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,17,"Neuromuscular medical, other"
17004-18,Nontraumatic coma due to anoxia/ischemia,8,8,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,18,Nontraumatic coma due to anoxia/ischemia
17004-19,"Overdose, alcohols (bethanol, methanol, ethylene glycol)",23,23,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,19,"Overdose, alcohols (bethanol, methanol, ethylene glycol)"
17004-20,"Overdose, analgesic (aspirin, cetaminophen)",7,7,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,20,"Overdose, analgesic (aspirin, cetaminophen)"
17004-21,"Overdose, antidepressants (cyclic, lithium)",38,38,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,21,"Overdose, antidepressants (cyclic, lithium)"
17004-22,"Overdose, other toxin, poison or drug",54,54,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,22,"Overdose, other toxin, poison or drug"
17004-23,"Overdose, sedatives, hypnotics, antipsychotics, benzodiazepines",84,84,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,23,"Overdose, sedatives, hypnotics, antipsychotics, benzodiazepines"
17004-24,"Overdose, street drugs (opiates, cocaine, amphetamine)",63,63,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,24,"Overdose, street drugs (opiates, cocaine, amphetamine)"
17004-25,"Poisoning, carbon monoxide, arsenic, cyanide",1,1,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,25,"Poisoning, carbon monoxide, arsenic, cyanide"
17004-26,Seizures (primary-no structural brain disease),179,179,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,26,Seizures (primary-no structural brain disease)
17004-27,Subarachnoid hemorrhage/arteriovenous malformation,4,4,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,27,Subarachnoid hemorrhage/arteriovenous malformation
17004-28,Subarachnoid hemorrhage/intracranial aneurysm,13,13,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,28,Subarachnoid hemorrhage/intracranial aneurysm
17005-1,"Apnea, sleep",19,19,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,1,"Apnea, sleep"
17005-2,"ARDS-adult respiratory distress syndrome, non-cardiogenic pulmonary edema",32,32,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,2,"ARDS-adult respiratory distress syndrome, non-cardiogenic pulmonary edema"
17005-3,"Arrest, respiratory (without cardiac arrest)",45,45,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,3,"Arrest, respiratory (without cardiac arrest)"
17005-4,Asthma,18,18,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,4,Asthma
17005-5,Atelectasis,48,48,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,5,Atelectasis
17005-6,"Cancer, laryngeal",10,10,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,6,"Cancer, laryngeal"
17005-7,"Cancer, lung",31,31,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,7,"Cancer, lung"
17005-8,"Cancer, oral",3,3,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,8,"Cancer, oral"
17005-9,"Effusions, pleural",62,62,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,9,"Effusions, pleural"
17005-10,"Embolus, pulmonary",110,110,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,10,"Embolus, pulmonary"
17005-11,Emphysema/bronchitis,104,104,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,11,Emphysema/bronchitis
17005-12,"Hemorrhage/hemoptysis, pulmonary",75,75,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,12,"Hemorrhage/hemoptysis, pulmonary"
17005-13,Hemothorax,17,17,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,13,Hemothorax
17005-14,"Hypertension-pulmonary, primary/idiopathic",22,22,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,14,"Hypertension-pulmonary, primary/idiopathic"
17005-15,Near drowning accident,8,8,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,15,Near drowning accident
17005-16,"Obstruction-airway (acute epiglottitis, post-extubation edema, foreign body, etc.)",127,127,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,16,"Obstruction airway (acute epiglottitis, post-extubation edema, foreign body, etc.)"
17005-17,"Pneumonia, aspiration",143,143,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,17,"Pneumonia, aspiration"
17005-18,"Pneumonia, bacterial",479,479,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,18,"Pneumonia, bacterial"
17005-19,"Pneumonia, fungal",17,17,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,19,"Pneumonia, fungal"
17005-20,"Pneumonia, other",153,153,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,20,"Pneumonia, other"
17005-21,"Pneumonia, parasitic (i.e. Pneumocystis pneumonia)",3,3,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,21,"Pneumonia, parasitic (i.e. Pneumocystis pneumonia)"
17005-22,"Pneumonia, viral",47,47,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,22,"Pneumonia, viral"
17005-23,Pneumothorax,57,57,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,23,Pneumothorax
17005-24,"Respiratory- medical, other",278,278,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,24,"Respiratory-medical, other"
17005-25,"Restrictive lung disease (i.e. sarcoidosis, pulmonary fibrosis)",31,31,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,25,"Restrictive lung disease (i.e. sarcoidosis, pulmonary fibrosis)"
17005-26,Smoke inhalation,20,20,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,26,Smoke inhalation
17005-27,Weaning from mechanical ventilation (transfer from other unit or hospital only),12,12,17005,APACHEIV Non-operative respiratory,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,0,27,Weaning from mechanical ventilation (transfer from other unit or hospital only)
17006-1,"Bone marrow transplant, non operative admission",3,3,17006,APACHEIV Non-operative transplant,APACHEIV Non-operative transplant,APACHE IV Diagnosen,0,1,"Bone marrow transplant, non-operative admission"
17006-4,"Kidney transplant, non operative admission",4,4,17006,APACHEIV Non-operative transplant,APACHEIV Non-operative transplant,APACHE IV Diagnosen,0,4,"Kidney transplant, non-operative admission"
17007-1,Abdomen only trauma,34,34,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,1,Abdomen-only trauma
17007-2,Abdomen/extremity trauma,1,1,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,2,Abdomen/extremity trauma
17007-3,Abdomen/face trauma,2,2,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,3,Abdominal/facial trauma
17007-4,Abdomen/multiple trauma,6,6,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,4,Abdomen/multiple trauma
17007-5,Abdomen/pelvis trauma,2,2,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,5,Abdominal/pelvic trauma
17007-6,Abdomen/spinal trauma,3,3,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,6,Abdomen/spinal trauma
17007-7,Chest/abdomen trauma,38,38,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,7,Chest/abdomen trauma
17007-8,Chest/extremity trauma,20,20,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,8,Chest/extremity trauma
17007-9,Chest/face trauma,26,26,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,9,Chest/facial trauma
17007-10,Chest/multiple trauma,81,81,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,10,Chest/multiple trauma
17007-11,Chest/pelvis trauma,3,3,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,11,Chest/pelvis trauma
17007-12,Chest/spinal trauma,45,45,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,12,Chest/spinal trauma
17007-13,Chest/thorax only trauma,118,118,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,13,Chest/thorax only trauma
17007-14,Extremity only trauma,5,5,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,14,extreme-only trauma
17007-15,Extremity/face trauma,2,2,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,15,Extremity/facial trauma
17007-16,Extremity/multiple trauma,9,9,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,16,Extremity/multiple trauma
17007-17,Face only trauma,10,10,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,17,Face only trauma
17007-18,Face/multiple trauma,13,13,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,18,Face/multiple trauma
17007-19,Head (CNS) only trauma,90,90,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,19,Head (CNS) only trauma
17007-20,Head/abdomen trauma,3,3,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,20,Head/abdomen trauma
17007-21,Head/chest trauma,51,51,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,21,Head/chest trauma
17007-22,Head/extremity trauma,19,19,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,22,Head/extremity trauma
17007-23,Head/face trauma,28,28,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,23,Head/face trauma
17007-24,Head/multiple trauma,53,53,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,24,Head/multiple trauma
17007-25,Head/pelvis trauma,6,6,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,25,Head/pelvis trauma
17007-26,Head/spinal trauma,18,18,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,26,Head/spinal trauma
17007-27,Pelvis/extremity trauma,1,1,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,27,Pelvis/extremity trauma
17007-28,Pelvis/face trauma,1,1,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,28,Pelvis/face trauma
17007-29,Pelvis/hip only trauma,2,2,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,29,Pelvis/hip only trauma
17007-30,Pelvis/multiple trauma,2,2,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,30,Pelvis/multiple trauma
17007-32,Spinal cord only trauma,17,17,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,32,Spinal cord only trauma
17007-33,Spinal/extremity trauma,9,9,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,33,Spinal/extremity trauma
17007-34,Spinal/face trauma,9,9,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,34,Spinal/facial trauma
17007-35,Spinal/multiple trauma,22,22,17007,APACHEIV Non-operative trauma,APACHEIV Non-operative trauma,APACHE IV Diagnosen,0,35,Spinal/multiple trauma
