source_concept_id,source_concept,count,count_validated,itemid,item,abbreviation,category,islabresult,valueid,source_concept_en
14771-16,Flexiecontractuur,36,36,14771,Been Li,Been Li,NEURO-Functies,0,16,Flexion contracture
14771-17,Extensiecontractuur,39,39,14771,Been Li,Been Li,NEURO-Functies,0,17,Extension contracture
14771-18,Geen reactie,1579,1579,14771,Been Li,Been Li,NEURO-Functies,0,18,No reaction
14772-19,Normale kracht,31437,31437,14772,Been Re,Been Re,NEURO-Functies,0,19,Normal power
14772-20,Lichte parese,2396,2396,14772,Been Re,Been Re,NEURO-Functies,0,20,Mild paresis
14772-21,Zware parese,2606,2606,14772,Been Re,Been Re,NEURO-Functies,0,21,Severe paresis
14772-22,Flexiecontractuur,46,46,14772,Been Re,Been Re,NEURO-Functies,0,22,Flexion contracture
14772-23,Extensiecontractuur,37,37,14772,Been Re,Been Re,NEURO-Functies,0,23,Extension contracture
14772-24,Geen reactie,1565,1565,14772,Been Re,Been Re,NEURO-Functies,0,24,No reaction
14846-1,SCUF,69,0,14846,MFT_Behandeling,MFT_Behandeling,CVVH-MFT,0,1,SCUF
14846-2,CVVH,1095375,77750,14846,MFT_Behandeling,MFT_Behandeling,CVVH-MFT,0,2,CVVH
14846-3,HVCVVH,1058632,15328,14846,MFT_Behandeling,MFT_Behandeling,CVVH-MFT,0,3,HVCVVH
14846-4,CVVHDF,86,0,14846,MFT_Behandeling,MFT_Behandeling,CVVH-MFT,0,4,CVVHDF
14846-6,MPS,50,7,14846,MFT_Behandeling,MFT_Behandeling,CVVH-MFT,0,6,MPS
15142-1,7.5,1901,1901,15142,CPAP PEEP (cmH2O),CPAP PEEP (cmH2O),RESP-O2aanbod,0,1,7.5
15142-2,10,1336,1336,15142,CPAP PEEP (cmH2O),CPAP PEEP (cmH2O),RESP-O2aanbod,0,2,10
15149-1,met actieve tillift,264,264,15149,Mobilisatie keuze,Mobilisatie keuze,Houding-Beweging,0,1,with active lift
15149-2,met passieve tillift,1297,1297,15149,Mobilisatie keuze,Mobilisatie keuze,Houding-Beweging,0,2,with passive lift
15149-3,in aangepaste stoel,427,427,15149,Mobilisatie keuze,Mobilisatie keuze,Houding-Beweging,0,3,in an adapted chair
15149-4,in dialyse stoel,174,174,15149,Mobilisatie keuze,Mobilisatie keuze,Houding-Beweging,0,4,in dialysis chair
15149-5,kan staan met hulp 1 persoon,515,515,15149,Mobilisatie keuze,Mobilisatie keuze,Houding-Beweging,0,5,can stand with help of 1 person
15149-6,kan staan met hulp 2 personen,802,802,15149,Mobilisatie keuze,Mobilisatie keuze,Houding-Beweging,0,6,can stand with help of 2 people
15149-7,geen mobilisatie,507,507,15149,Mobilisatie keuze,Mobilisatie keuze,Houding-Beweging,0,7,no mobilization
15152-1,Nooit,8339,8339,15152,DOS 1,DOS 1,Delier-Overig,0,1,Never
15152-2,Soms - Altijd,6142,6142,15152,DOS 1,DOS 1,Delier-Overig,0,2,Sometimes - Always
15152-3,Weet niet,533,533,15152,DOS 1,DOS 1,Delier-Overig,0,3,Do not know
15153-4,Nooit,7181,7181,15153,DOS 2,DOS 2,Delier-Overig,0,4,Never
15153-5,Soms - Altijd,4001,4001,15153,DOS 2,DOS 2,Delier-Overig,0,5,Sometimes - Always
15153-6,Weet niet,932,932,15153,DOS 2,DOS 2,Delier-Overig,0,6,Do not know
15154-4,Nooit,6237,6237,15154,DOS 4,DOS 4,Delier-Overig,0,4,Never
15154-5,Soms - Altijd,4059,4059,15154,DOS 4,DOS 4,Delier-Overig,0,5,Sometimes - Always
15154-6,Weet niet,1448,1448,15154,DOS 4,DOS 4,Delier-Overig,0,6,Do not know
15155-7,Nooit,1127,1127,15155,DOS 3,DOS 3,Delier-Overig,0,7,Never
15155-8,Soms - Altijd,9620,9620,15155,DOS 3,DOS 3,Delier-Overig,0,8,Sometimes - Always
15155-9,Weet niet,665,665,15155,DOS 3,DOS 3,Delier-Overig,0,9,Do not know
15156-4,Nooit,5807,5807,15156,DOS 5,DOS 5,Delier-Overig,0,4,Never
15156-5,Soms - Altijd,4269,4269,15156,DOS 5,DOS 5,Delier-Overig,0,5,Sometimes - Always
15156-6,Weet niet,1357,1357,15156,DOS 5,DOS 5,Delier-Overig,0,6,Do not know
15157-4,Nooit,5129,5129,15157,DOS 6,DOS 6,Delier-Overig,0,4,Never
15157-5,Soms - Altijd,5637,5637,15157,DOS 6,DOS 6,Delier-Overig,0,5,Sometimes - Always
15157-6,Weet niet,586,586,15157,DOS 6,DOS 6,Delier-Overig,0,6,Do not know
15158-4,Nooit,5551,5551,15158,DOS 7,DOS 7,Delier-Overig,0,4,Never
15158-5,Soms - Altijd,3009,3009,15158,DOS 7,DOS 7,Delier-Overig,0,5,Sometimes - Always
15158-6,Weet niet,2847,2847,15158,DOS 7,DOS 7,Delier-Overig,0,6,Do not know
15159-10,Nooit,1454,1454,15159,DOS 8,DOS 8,Delier-Overig,0,10,Never
15159-11,Soms - Altijd,7291,7291,15159,DOS 8,DOS 8,Delier-Overig,0,11,Sometimes - Always
15159-12,Weet niet,2644,2644,15159,DOS 8,DOS 8,Delier-Overig,0,12,Do not know
15160-13,Nooit,1210,1210,15160,DOS 9,DOS 9,Delier-Overig,0,13,Never
15160-14,Soms - Altijd,6834,6834,15160,DOS 9,DOS 9,Delier-Overig,0,14,Sometimes - Always
15160-15,Weet niet,3405,3405,15160,DOS 9,DOS 9,Delier-Overig,0,15,Do not know
15161-4,Nooit,6484,6484,15161,DOS 10,DOS 10,Delier-Overig,0,4,Never
15161-5,Soms - Altijd,4881,4881,15161,DOS 10,DOS 10,Delier-Overig,0,5,Sometimes - Always
15161-6,Weet niet,147,147,15161,DOS 10,DOS 10,Delier-Overig,0,6,Do not know
15162-7,Nooit,8352,8352,15162,DOS 11,DOS 11,Delier-Overig,0,7,Never
15162-8,Soms - Altijd,3312,3312,15162,DOS 11,DOS 11,Delier-Overig,0,8,Sometimes - Always
15162-9,Weet niet,215,215,15162,DOS 11,DOS 11,Delier-Overig,0,9,Do not know
15163-7,Nooit,8774,8774,15163,DOS 12,DOS 12,Delier-Overig,0,7,Never
15163-8,Soms - Altijd,1710,1710,15163,DOS 12,DOS 12,Delier-Overig,0,8,Sometimes - Always
15163-9,Weet niet,1686,1686,15163,DOS 12,DOS 12,Delier-Overig,0,9,Do not know
15164-7,Nooit,7465,7465,15164,DOS 13,DOS 13,Delier-Overig,0,7,Never
15164-8,Soms - Altijd,1755,1755,15164,DOS 13,DOS 13,Delier-Overig,0,8,Sometimes - Always
15164-9,Weet niet,4796,4796,15164,DOS 13,DOS 13,Delier-Overig,0,9,Do not know
15172-1,0 - geen pijn,56102,56102,15172,VAS score,VAS score,SCORE,0,1,0 - no pain
15172-2,1,10337,10337,15172,VAS score,VAS score,SCORE,0,2,1
15172-3,2,18375,18375,15172,VAS score,VAS score,SCORE,0,3,2
15172-4,3,19574,19574,15172,VAS score,VAS score,SCORE,0,4,3
15172-5,4,12688,12688,15172,VAS score,VAS score,SCORE,0,5,4
15172-6,5,9794,9794,15172,VAS score,VAS score,SCORE,0,6,5
15172-7,6,6365,6365,15172,VAS score,VAS score,SCORE,0,7,6
15172-8,7,4346,4346,15172,VAS score,VAS score,SCORE,0,8,7
15172-9,8,2589,2589,15172,VAS score,VAS score,SCORE,0,9,8
15172-10,9,833,833,15172,VAS score,VAS score,SCORE,0,10,9
15172-11,10 - ondraaglijke pijn,328,328,15172,VAS score,VAS score,SCORE,0,11,10 - unbearable pain
15172-12,N.v.t.,4002,4002,15172,VAS score,VAS score,SCORE,0,12,N/A
15295-1,Gecuffed,12073,12073,15295,Gecuffed/Ontcuffed,Gecuffed/Ontcuffed,RESP-O2aanbod,0,1,Cuffed
15295-2,Ontcuffed,9877,9877,15295,Gecuffed/Ontcuffed,Gecuffed/Ontcuffed,RESP-O2aanbod,0,2,Uncuffed
15708-1,Niet van toepassing,1076,1076,15708,Pat_Ontslag_Bijzonderheden_Overdracht_Zaalarts,Pat_Ontslag_Bijzonderheden_Overdracht_Zaalarts,Transfer_Medisch_Checklist,0,1,Does not apply
15708-2,"Ja, was reeds in orde",13879,13879,15708,Pat_Ontslag_Bijzonderheden_Overdracht_Zaalarts,Pat_Ontslag_Bijzonderheden_Overdracht_Zaalarts,Transfer_Medisch_Checklist,0,2,"Yes, it was already OK"
15708-3,"Ja, na doornemen checklist",11002,11002,15708,Pat_Ontslag_Bijzonderheden_Overdracht_Zaalarts,Pat_Ontslag_Bijzonderheden_Overdracht_Zaalarts,Transfer_Medisch_Checklist,0,3,"Yes, after going through the checklist"
15709-1,Niet van toepassing,256,256,15709,Pat_Ontslag_Infuusbeleid,Pat_Ontslag_Infuusbeleid,Transfer_Medisch_Checklist,0,1,Does not apply
15709-2,"Ja, was reeds in orde",8436,8436,15709,Pat_Ontslag_Infuusbeleid,Pat_Ontslag_Infuusbeleid,Transfer_Medisch_Checklist,0,2,"Yes, it was already OK"
15709-3,"Ja, na doornemen checklist",5598,5598,15709,Pat_Ontslag_Infuusbeleid,Pat_Ontslag_Infuusbeleid,Transfer_Medisch_Checklist,0,3,"Yes, after going through the checklist"
15710-1,Niet van toepassing,343,343,15710,Pat_Ontslag_Instructies_Controles,Pat_Ontslag_Instructies_Controles,Transfer_Medisch_Checklist,0,1,Does not apply
15710-2,"Ja, was reeds in orde",8227,8227,15710,Pat_Ontslag_Instructies_Controles,Pat_Ontslag_Instructies_Controles,Transfer_Medisch_Checklist,0,2,"Yes, it was already OK"
15710-3,"Ja, na doornemen checklist",5570,5570,15710,Pat_Ontslag_Instructies_Controles,Pat_Ontslag_Instructies_Controles,Transfer_Medisch_Checklist,0,3,"Yes, after going through the checklist"
15711-1,Niet van toepassing,211,211,15711,Pat_Ontslag_Instructies_Medicatie,Pat_Ontslag_Instructies_Medicatie,Transfer_Medisch_Checklist,0,1,Does not apply
15711-2,"Ja, was reeds in orde",8445,8445,15711,Pat_Ontslag_Instructies_Medicatie,Pat_Ontslag_Instructies_Medicatie,Transfer_Medisch_Checklist,0,2,"Yes, was already OK"
15711-3,"Ja, na doornemen checklist",5653,5653,15711,Pat_Ontslag_Instructies_Medicatie,Pat_Ontslag_Instructies_Medicatie,Transfer_Medisch_Checklist,0,3,"Yes, after going through the checklist"
15712-1,Niet van toepassing,315,315,15712,Pat_Ontslag_Instructies_Oxygenatie,Pat_Ontslag_Instructies_Oxygenatie,Transfer_Medisch_Checklist,0,1,Does not apply
15712-2,"Ja, was reeds in orde",8370,8370,15712,Pat_Ontslag_Instructies_Oxygenatie,Pat_Ontslag_Instructies_Oxygenatie,Transfer_Medisch_Checklist,0,2,"Yes, it was already OK"
15712-3,"Ja, na doornemen checklist",5616,5616,15712,Pat_Ontslag_Instructies_Oxygenatie,Pat_Ontslag_Instructies_Oxygenatie,Transfer_Medisch_Checklist,0,3,"Yes, after going through the checklist"
15713-1,Niet van toepassing,670,670,15713,Pat_Ontslag_Instructies_Wondverzorging_Dieet,Pat_Ontslag_Instructies_Wondverzorging_Dieet,Transfer_Medisch_Checklist,0,1,Does not apply
15713-2,"Ja, was reeds in orde",8209,8209,15713,Pat_Ontslag_Instructies_Wondverzorging_Dieet,Pat_Ontslag_Instructies_Wondverzorging_Dieet,Transfer_Medisch_Checklist,0,2,"Yes, it was already OK"
15713-3,"Ja, na doornemen checklist",5725,5725,15713,Pat_Ontslag_Instructies_Wondverzorging_Dieet,Pat_Ontslag_Instructies_Wondverzorging_Dieet,Transfer_Medisch_Checklist,0,3,"Yes, after going through the checklist"
15715-1,Niet van toepassing,263,263,15715,Pat_Ontslag_Score_Afspraak_Protocol,Pat_Ontslag_Score_Afspraak_Protocol,Transfer_Medisch_Checklist,0,1,Does not apply
15715-2,"Ja, was reeds in orde",9214,9214,15715,Pat_Ontslag_Score_Afspraak_Protocol,Pat_Ontslag_Score_Afspraak_Protocol,Transfer_Medisch_Checklist,0,2,"Yes, it was already OK"
15715-3,"Ja, na doornemen checklist",6057,6057,15715,Pat_Ontslag_Score_Afspraak_Protocol,Pat_Ontslag_Score_Afspraak_Protocol,Transfer_Medisch_Checklist,0,3,"Yes, after going through the checklist"
15808-1,Ja,6005,6005,15808,Opname Sepsis,Opname Sepsis,Diagnose,0,1,Yes
15808-2,Nee,48787,48787,15808,Opname Sepsis,Opname Sepsis,Diagnose,0,2,No
15808-3,Onbekend,3499,3499,15808,Opname Sepsis,Opname Sepsis,Diagnose,0,3,Unknown
16054-1,Sereus,33222,33222,16054,Thoraxdrain1 Aspect,Th.drain1/Aspect,VB-Thoraxdrains,0,1,Serous
16054-2,Chyleus,658,658,16054,Thoraxdrain1 Aspect,Th.drain1/Aspect,VB-Thoraxdrains,0,2,Chyleus
16054-3,Hemorragisch,45171,45171,16054,Thoraxdrain1 Aspect,Th.drain1/Aspect,VB-Thoraxdrains,0,3,Hemorrhagic
16054-4,Purulent,426,426,16054,Thoraxdrain1 Aspect,Th.drain1/Aspect,VB-Thoraxdrains,0,4,Purulent
16055-5,Sereus,6429,6429,16055,Thoraxdrain2 Aspect,Th.drain2/Aspect,VB-Thoraxdrains,0,5,Serous
16055-6,Chyleus,498,498,16055,Thoraxdrain2 Aspect,Th.drain2/Aspect,VB-Thoraxdrains,0,6,Chyleus
16055-7,Hemorragisch,2778,2778,16055,Thoraxdrain2 Aspect,Th.drain2/Aspect,VB-Thoraxdrains,0,7,Hemorrhagic
16055-8,Purulent,296,296,16055,Thoraxdrain2 Aspect,Th.drain2/Aspect,VB-Thoraxdrains,0,8,Purulent
16056-9,Sereus,1126,1126,16056,Thoraxdrain3 Aspect,Th.drain3/Aspect,VB-Thoraxdrains,0,9,Serous
16056-10,Chyleus,16,16,16056,Thoraxdrain3 Aspect,Th.drain3/Aspect,VB-Thoraxdrains,0,10,Chyleus
16056-11,Hemorragisch,229,229,16056,Thoraxdrain3 Aspect,Th.drain3/Aspect,VB-Thoraxdrains,0,11,Hemorrhagic
16056-12,Purulent,259,259,16056,Thoraxdrain3 Aspect,Th.drain3/Aspect,VB-Thoraxdrains,0,12,Purulent
16057-13,Sereus,174,174,16057,Thoraxdrain4 Aspect,Th.drain4/Aspect,VB-Thoraxdrains,0,13,Serous
16057-14,Chyleus,15,15,16057,Thoraxdrain4 Aspect,Th.drain4/Aspect,VB-Thoraxdrains,0,14,Chyleus
16057-15,Hemorragisch,94,94,16057,Thoraxdrain4 Aspect,Th.drain4/Aspect,VB-Thoraxdrains,0,15,Hemorrhagic
16057-16,Purulent,35,35,16057,Thoraxdrain4 Aspect,Th.drain4/Aspect,VB-Thoraxdrains,0,16,Purulent
16058-17,Sereus,11,11,16058,Thoraxdrain5 Aspect,Th.drain5/Aspect,VB-Thoraxdrains,0,17,Serous
16058-19,Hemorragisch,13,13,16058,Thoraxdrain5 Aspect,Th.drain5/Aspect,VB-Thoraxdrains,0,19,Hemorrhagic
16058-20,Purulent,17,17,16058,Thoraxdrain5 Aspect,Th.drain5/Aspect,VB-Thoraxdrains,0,20,Purulent
16059-21,Sereus,7,7,16059,Thoraxdrain6 Aspect,Th.drain6/Aspect,VB-Thoraxdrains,0,21,Serous
16059-23,Hemorragisch,6,6,16059,Thoraxdrain6 Aspect,Th.drain6/Aspect,VB-Thoraxdrains,0,23,Hemorrhagic
16084-1,SVT - A. fibrillatie,263,263,16084,Cardioversie Indicatie,Cardioversie Indicatie,Klinische verrichting Circulatie,0,1,SVT - A. fibrillation
16084-2,SVT - A. flutter,50,50,16084,Cardioversie Indicatie,Cardioversie Indicatie,Klinische verrichting Circulatie,0,2,SVT - A. flutter
16084-3,SVT - A. tachycardie,28,28,16084,Cardioversie Indicatie,Cardioversie Indicatie,Klinische verrichting Circulatie,0,3,SVT - A. tachycardia
16084-4,VT + Output,8,8,16084,Cardioversie Indicatie,Cardioversie Indicatie,Klinische verrichting Circulatie,0,4,VT + Output
16084-5,Anders,28,28,16084,Cardioversie Indicatie,Cardioversie Indicatie,Klinische verrichting Circulatie,0,5,Otherwise
16101-1,Shock scenario,126,126,16101,Reanimatie Ondernomen acties,Reanimatie Ondernomen acties,Klinische verrichting Circulatie,0,1,Shock scenario
16101-2,No shock scenario,148,148,16101,Reanimatie Ondernomen acties,Reanimatie Ondernomen acties,Klinische verrichting Circulatie,0,2,No shock scenario
16101-3,Pré-codiale stomp,3,3,16101,Reanimatie Ondernomen acties,Reanimatie Ondernomen acties,Klinische verrichting Circulatie,0,3,Pre-codial stump
16101-4,Hand/Kapbeademing,11,11,16101,Reanimatie Ondernomen acties,Reanimatie Ondernomen acties,Klinische verrichting Circulatie,0,4,Hand/hood ventilation
16101-5,Pericardpunctie,1,1,16101,Reanimatie Ondernomen acties,Reanimatie Ondernomen acties,Klinische verrichting Circulatie,0,5,Pericardial puncture
16101-7,Ontlasten pneumothorax,2,2,16101,Reanimatie Ondernomen acties,Reanimatie Ondernomen acties,Klinische verrichting Circulatie,0,7,Relieve pneumothorax
16101-8,Anders,9,9,16101,Reanimatie Ondernomen acties,Reanimatie Ondernomen acties,Klinische verrichting Circulatie,0,8,Otherwise
16102-1,Onbekend,73,73,16102,Reanimatie Oorzaak,Reanimatie Oorzaak,Klinische verrichting Circulatie,0,1,Unknown
16102-2,Hypoxie,15,15,16102,Reanimatie Oorzaak,Reanimatie Oorzaak,Klinische verrichting Circulatie,0,2,Hypoxia
16102-3,Hypovolumie,10,10,16102,Reanimatie Oorzaak,Reanimatie Oorzaak,Klinische verrichting Circulatie,0,3,Hypovolumia
16102-4,"Hyper of Hypo K+,H+,Ca++",5,5,16102,Reanimatie Oorzaak,Reanimatie Oorzaak,Klinische verrichting Circulatie,0,4,"Hyper or Hypo K+,H+,Ca++"
16102-5,Hypothermie,6,6,16102,Reanimatie Oorzaak,Reanimatie Oorzaak,Klinische verrichting Circulatie,0,5,Hypothermia
16102-6,Tension Pneumothorax,3,3,16102,Reanimatie Oorzaak,Reanimatie Oorzaak,Klinische verrichting Circulatie,0,6,Tension Pneumothorax
16102-7,Tamponade cardiaal,4,4,16102,Reanimatie Oorzaak,Reanimatie Oorzaak,Klinische verrichting Circulatie,0,7,Cardiac tamponade
16102-9,Trombo-embolie of mechanische obstructie,12,12,16102,Reanimatie Oorzaak,Reanimatie Oorzaak,Klinische verrichting Circulatie,0,9,Thromboembolism or mechanical obstruction
16102-10,Anders,57,57,16102,Reanimatie Oorzaak,Reanimatie Oorzaak,Klinische verrichting Circulatie,0,10,Otherwise
16103-1,VF,68,68,16103,Reanimatie Reden,Reanimatie Reden,Klinische verrichting Circulatie,0,1,VF
16103-2,Tensieloze VT,41,41,16103,Reanimatie Reden,Reanimatie Reden,Klinische verrichting Circulatie,0,2,Tensionless VT
16103-3,Bradycardie,30,30,16103,Reanimatie Reden,Reanimatie Reden,Klinische verrichting Circulatie,0,3,Bradycardia
16103-4,PEA,50,50,16103,Reanimatie Reden,Reanimatie Reden,Klinische verrichting Circulatie,0,4,PEA
16103-5,Asystolie,21,21,16103,Reanimatie Reden,Reanimatie Reden,Klinische verrichting Circulatie,0,5,Asystole
16177-1,Bloeding,3,3,16177,Bronchoscopie Complicatielijst,Bronchoscopie Complicatielijst,Klinische verrichting Respiratie,0,1,Bleeding
16177-2,Ernstige hypoxie (<85%),10,10,16177,Bronchoscopie Complicatielijst,Bronchoscopie Complicatielijst,Klinische verrichting Respiratie,0,2,Severe hypoxia (<85%)
16177-3,Hypotensie (< 5 min),11,11,16177,Bronchoscopie Complicatielijst,Bronchoscopie Complicatielijst,Klinische verrichting Respiratie,0,3,Hypotension (< 5 min)
16177-4,Hypotensie (> 5 min),1,1,16177,Bronchoscopie Complicatielijst,Bronchoscopie Complicatielijst,Klinische verrichting Respiratie,0,4,Hypotension (> 5 min)
16177-5,Verlies luchtweg,4,4,16177,Bronchoscopie Complicatielijst,Bronchoscopie Complicatielijst,Klinische verrichting Respiratie,0,5,Loss of airway
16177-6,Anders,16,16,16177,Bronchoscopie Complicatielijst,Bronchoscopie Complicatielijst,Klinische verrichting Respiratie,0,6,Otherwise
16179-1,Atelectase,116,116,16179,Bronchoscopie Indicatie,Bronchoscopie Indicatie,Klinische verrichting Respiratie,0,1,Atelectasis
16179-2,Bronchiaal toilet,52,52,16179,Bronchoscopie Indicatie,Bronchoscopie Indicatie,Klinische verrichting Respiratie,0,2,Bronchial toilet
16179-3,Tracheotomie,5,5,16179,Bronchoscopie Indicatie,Bronchoscopie Indicatie,Klinische verrichting Respiratie,0,3,Tracheotomy
16179-4,Airway probleem,47,47,16179,Bronchoscopie Indicatie,Bronchoscopie Indicatie,Klinische verrichting Respiratie,0,4,Airway problem
16179-5,Intubatie,4,4,16179,Bronchoscopie Indicatie,Bronchoscopie Indicatie,Klinische verrichting Respiratie,0,5,Intubation
16179-6,BAL,103,103,16179,Bronchoscopie Indicatie,Bronchoscopie Indicatie,Klinische verrichting Respiratie,0,6,BALL
16179-7,Anders,98,98,16179,Bronchoscopie Indicatie,Bronchoscopie Indicatie,Klinische verrichting Respiratie,0,7,Otherwise
16181-1,Neus,6,6,16181,Bronchoscopie Introductie via,Bronchoscopie Introductie via,Klinische verrichting Respiratie,0,1,Nose
16181-2,Mond,51,51,16181,Bronchoscopie Introductie via,Bronchoscopie Introductie via,Klinische verrichting Respiratie,0,2,Mouth
16181-3,Tracheacanule,46,46,16181,Bronchoscopie Introductie via,Bronchoscopie Introductie via,Klinische verrichting Respiratie,0,3,Tracheostomy tube
16181-4,Tracheostoma,9,9,16181,Bronchoscopie Introductie via,Bronchoscopie Introductie via,Klinische verrichting Respiratie,0,4,Tracheostomy
16181-5,Tube,137,137,16181,Bronchoscopie Introductie via,Bronchoscopie Introductie via,Klinische verrichting Respiratie,0,5,Tube
16182-1,1,9,9,16182,Bronchoscopie nummer,Bronchoscopie nummer,Klinische verrichting Respiratie,0,1,1
16182-2,2,1,1,16182,Bronchoscopie nummer,Bronchoscopie nummer,Klinische verrichting Respiratie,0,2,2
16182-3,3,2,2,16182,Bronchoscopie nummer,Bronchoscopie nummer,Klinische verrichting Respiratie,0,3,3
16182-4,4,3,3,16182,Bronchoscopie nummer,Bronchoscopie nummer,Klinische verrichting Respiratie,0,4,4
16182-5,5,2,2,16182,Bronchoscopie nummer,Bronchoscopie nummer,Klinische verrichting Respiratie,0,5,5
16182-6,6,3,3,16182,Bronchoscopie nummer,Bronchoscopie nummer,Klinische verrichting Respiratie,0,6,6
16182-7,7,4,4,16182,Bronchoscopie nummer,Bronchoscopie nummer,Klinische verrichting Respiratie,0,7,7
16182-8,8,6,6,16182,Bronchoscopie nummer,Bronchoscopie nummer,Klinische verrichting Respiratie,0,8,8
16182-9,9,3,3,16182,Bronchoscopie nummer,Bronchoscopie nummer,Klinische verrichting Respiratie,0,9,9
16182-10,10,5,5,16182,Bronchoscopie nummer,Bronchoscopie nummer,Klinische verrichting Respiratie,0,10,10
16182-11,11,2,2,16182,Bronchoscopie nummer,Bronchoscopie nummer,Klinische verrichting Respiratie,0,11,11
16182-12,12,2,2,16182,Bronchoscopie nummer,Bronchoscopie nummer,Klinische verrichting Respiratie,0,12,12
16182-13,13,1,1,16182,Bronchoscopie nummer,Bronchoscopie nummer,Klinische verrichting Respiratie,0,13,13
16182-14,14,1,1,16182,Bronchoscopie nummer,Bronchoscopie nummer,Klinische verrichting Respiratie,0,14,14
16182-15,15,3,3,16182,Bronchoscopie nummer,Bronchoscopie nummer,Klinische verrichting Respiratie,0,15,15
16182-16,16,1,1,16182,Bronchoscopie nummer,Bronchoscopie nummer,Klinische verrichting Respiratie,0,16,16
16182-17,17,6,6,16182,Bronchoscopie nummer,Bronchoscopie nummer,Klinische verrichting Respiratie,0,17,17
16182-18,18,11,11,16182,Bronchoscopie nummer,Bronchoscopie nummer,Klinische verrichting Respiratie,0,18,18
16182-21,21,2,2,16182,Bronchoscopie nummer,Bronchoscopie nummer,Klinische verrichting Respiratie,0,21,21
16182-31,064 - Fujinon EB530,5,5,16182,Bronchoscopie nummer,Bronchoscopie nummer,Klinische verrichting Respiratie,0,31,064 - Fujinon EB530
16182-32,065 - Fujinon EB530,4,4,16182,Bronchoscopie nummer,Bronchoscopie nummer,Klinische verrichting Respiratie,0,32,065 - Fujinon EB530
16182-33,066 - Fujinon EB530,2,2,16182,Bronchoscopie nummer,Bronchoscopie nummer,Klinische verrichting Respiratie,0,33,066 - Fujinon EB530
16182-35,070 - Fujinon EB530,1,1,16182,Bronchoscopie nummer,Bronchoscopie nummer,Klinische verrichting Respiratie,0,35,070 - Fujinon EB530
16200-1,Slecht,12,12,16200,Nazorg Conditie,Nazorg Conditie,Nazorg-poli_Status,0,1,Bad
16200-2,Matig,31,31,16200,Nazorg Conditie,Nazorg Conditie,Nazorg-poli_Status,0,2,Mediocre
16200-3,Goed,23,23,16200,Nazorg Conditie,Nazorg Conditie,Nazorg-poli_Status,0,3,Good
16228-1,te laat op de dag,2,2,16228,Nazorg  tijdstip,Nazorg  tijdstip,Nazorg-poli_Enquete_Nabezoek,0,1,too late in the day
16228-2,te vroeg op de dag,2,2,16228,Nazorg  tijdstip,Nazorg  tijdstip,Nazorg-poli_Enquete_Nabezoek,0,2,too early in the day
16228-3,prima,118,118,16228,Nazorg  tijdstip,Nazorg  tijdstip,Nazorg-poli_Enquete_Nabezoek,0,3,fine
16229-1,te snel,2,2,16229,Nazorg  tijd na ontslag,Nazorg  tijd na ontslag,Nazorg-poli_Enquete_Nabezoek,0,1,too fast
16229-2,te laat,5,5,16229,Nazorg  tijd na ontslag,Nazorg  tijd na ontslag,Nazorg-poli_Enquete_Nabezoek,0,2,too late
16229-3,goed,52,52,16229,Nazorg  tijd na ontslag,Nazorg  tijd na ontslag,Nazorg-poli_Enquete_Nabezoek,0,3,Good
16235-1,te moeilijk,5,5,16235,Nazorg  mening enquete,Nazorg  mening enquete,Nazorg-poli_Enquete_Nabezoek,0,1,to difficult
16235-2,te lang,6,6,16235,Nazorg  mening enquete,Nazorg  mening enquete,Nazorg-poli_Enquete_Nabezoek,0,2,too long
16235-3,goed te doen,34,34,16235,Nazorg  mening enquete,Nazorg  mening enquete,Nazorg-poli_Enquete_Nabezoek,0,3,to do well
16235-4,zinvol,22,22,16235,Nazorg  mening enquete,Nazorg  mening enquete,Nazorg-poli_Enquete_Nabezoek,0,4,meaningful
16235-5,anders,9,9,16235,Nazorg  mening enquete,Nazorg  mening enquete,Nazorg-poli_Enquete_Nabezoek,0,5,otherwise
16237-7,7,7,7,16237,Nazorg  cijfer,Nazorg  cijfer,Nazorg-poli_Enquete_Nabezoek,0,7,7
16237-8,8,31,31,16237,Nazorg  cijfer,Nazorg  cijfer,Nazorg-poli_Enquete_Nabezoek,0,8,8
16237-9,9,14,14,16237,Nazorg  cijfer,Nazorg  cijfer,Nazorg-poli_Enquete_Nabezoek,0,9,9
16237-10,10,12,12,16237,Nazorg  cijfer,Nazorg  cijfer,Nazorg-poli_Enquete_Nabezoek,0,10,10
16252-1,uitstekend,2,2,16252,Nazorg gezondheid,Nazorg gezondheid,Nazorg-poli_Enquete_Brief,0,1,excellent
16252-2,zeer goed,13,13,16252,Nazorg gezondheid,Nazorg gezondheid,Nazorg-poli_Enquete_Brief,0,2,very good
16252-3,goed,41,41,16252,Nazorg gezondheid,Nazorg gezondheid,Nazorg-poli_Enquete_Brief,0,3,Good
16252-4,matig,55,55,16252,Nazorg gezondheid,Nazorg gezondheid,Nazorg-poli_Enquete_Brief,0,4,mediocre
16252-5,slecht,14,14,16252,Nazorg gezondheid,Nazorg gezondheid,Nazorg-poli_Enquete_Brief,0,5,bad
16253-1,Veel beter dan een jaar geleden,5,5,16253,Nazorg gezondheid jaar geleden,Nazorg gezondheid jaar geleden,Nazorg-poli_Enquete_Brief,0,1,Much better than a year ago
