source_concept_id,source_concept,item_en,vocabulary_id,vocabulary_concept_code,vocabulary_concept_name,abbreviation,categoryid,category,category_en,ordercategoryid,ordercategory,islabresult,valueid,value,unitid,unit,ucum_code,low_normal_value,high_normal_value,expected_min_value,expected_max_value,table,count,count_validated,source_concept_en
9767,"Midazolam, 4-hydroxy (bloed)",,,,,"Midazolam, 4-hydroxy (bloed)",482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,,,,,numericitems,1,1,"Midazolam, 4-hydroxy (blood)"
9768,Mitotaan (bloed),,,,,Mitotaan (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,2,2,Mitotane (blood)
9774,"Carbamazepine, monohydroxy (bloed)",,,,,"Carbamazepine, monohydroxy (bloed)",482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,3,3,"Carbamazepine, monohydroxy (blood)"
9776,Paroxetine (bloed),,,,,Paroxetine (bloed),482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,,,,,numericitems,2,2,Paroxetine (blood)
9780,Pentobarbital (bloed),,,,,Pentobarbital (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,16,16,Pentobarbital (blood)
9796,Risperidon (bloed),,,,,Risperidon (bloed),482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,,,,,numericitems,1,1,Risperidone (blood)
9798,"Risperidon, hydroxy (bloed)",,,,,"Risperidon, hydroxy (bloed)",482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,,,,,numericitems,1,1,"Risperidone, hydroxy (blood)"
9800,Salicylzuur (bloed),,,,,Salicylzuur (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,200,300,,,numericitems,14,14,Salicylic acid (blood)
9802,Sulfamethoxazol (bloed),,,,,Sulfamethoxazol (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,40,60,,,numericitems,18,18,Sulfamethoxazole (blood)
9804,"Sulfamethoxazol, N4-acetyl (bloed)",,,,,"Sulfamethoxazol, N4-acetyl (bloed)",482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,18,18,"Sulfamethoxazole, N4-acetyl (blood)"
9808,Theofylline (bloed),,,,,Theofylline (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,8,20,,,numericitems,20,20,Theophylline (blood)
9812,Thiopental (bloed),,,,,Thiopental (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,1,5,,,numericitems,15,15,Thiopental (blood)
9816,TOBRAMYdal (bloed),,,,,TOBRAMYdal (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,0,2,,,numericitems,13,13,TOBRAMYdal (blood)
9823,TOBRAMYtop (bloed),,,,,TOBRAMYtop (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,6,10,,,numericitems,5,5,TOBRAMYtop (blood)
9825,Tobramycine (bloed),,,,,Tobramycine (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,517,517,Tobramycin (blood)
9827,Trazodon (bloed),,,,,Trazodon (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,2,2,Trazodone (blood)
9833,Valproïnezuur (bloed),,,,,Valproïnezuur (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,50,100,,,numericitems,268,268,Valproic acid (blood)
9834,VALPROINEZ (overig),,,,,VALPROINEZ (overig),483,LAB-Tox-diversen,,,,1,,,63,mg/l,mg/L,,,,,numericitems,1,1,VALPROINEZ (other)
9835,Vancomycine (bloed),,,,,Vancomycine (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,3023,3023,Vancomycin (blood)
9836,VANCOMYonb (overig),,,,,VANCOMYonb (overig),483,LAB-Tox-diversen,,,,1,,,63,mg/l,mg/L,,,,,numericitems,24,24,VANCOMYonb (other)
9837,VANCOMYdal (bloed),,,,,VANCOMYdal (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,3,8,,,numericitems,29,29,VANCOMYdal (blood)
9839,VANCOMYtop (bloed),,,,,VANCOMYtop (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,20,30,,,numericitems,1,1,VANCOMYtop (blood)
9841,Zuclopentixol (bloed),,,,,Zuclopentixol (bloed),482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,,,,,numericitems,3,3,Zuclopenthixol (blood)
9884,FENYTO.tot (overig),,,,,FENYTO.tot (overig),483,LAB-Tox-diversen,,,,1,,,63,mg/l,mg/L,,,,,numericitems,1,1,FENYTO.tot (other)
9897,GENTAMIonb (divers)-LabZis2,,,,,GENTAMIonb-div-LabZis2,696,LAB-LabZIS2_Ongebruikt,,,,1,,,63,mg/l,mg/L,,,,,numericitems,1,1,GENTAMIonb (diverse)-LabZis2
9924,Natrium (bloed),sodium,LOINC,2951-2,Sodium [Moles/volume] in Serum or Plasma,Natrium (bloed),490,LAB-Chem-bloed,,,,1,,,97,mmol/l,mmol/L,136,146,,,numericitems,226219,226219,sodium
9926,NATRIUM (overig),,,,,NATRIUM (overig),479,LAB-Chem-diversen,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,58,58,SODIUM (other)
9927,Kalium (bloed),potassium,LOINC,2823-3,Potassium [Moles/volume] in Serum or Plasma,Kalium (bloed),490,LAB-Chem-bloed,,,,1,,,97,mmol/l,mmol/L,"3,5","4,5",,,numericitems,220787,220787,potassium
9929,Kalium (overig),,,,,Kalium (overig),479,LAB-Chem-diversen,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,23,23,Potassium (other)
9930,Chloor (bloed),,,,,Chloor (bloed),490,LAB-Chem-bloed,,,,1,,,97,mmol/l,mmol/L,98,108,,,numericitems,178659,178659,Chlorine (blood)
9932,Chloor (overig),,,,,Chloor (overig),479,LAB-Chem-diversen,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,20,20,Chlorine (other)
9933,Calcium totaal (bloed),,,,,Calcium totaal (bloed),490,LAB-Chem-bloed,,,,1,,,97,mmol/l,mmol/L,"2,2","2,6",,,numericitems,140461,140461,Calcium total (blood)
9934,CALCIUM (overig),,,,,CALCIUM (overig),479,LAB-Chem-diversen,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,28,28,CALCIUM (other)
9935,Fosfaat (bloed),,,,,Fosfaat (bloed),490,LAB-Chem-bloed,,,,1,,,97,mmol/l,mmol/L,"0,7","1,4",,,numericitems,139031,139031,Phosphate (blood)
9937,Alb.Chem (bloed),,,,,Alb.Chem (bloed),490,LAB-Chem-bloed,,,,1,,,62,g/l,g/L,35,52,,,numericitems,104004,104004,Alb.Chem (Blood)
9938,ALB.CHEM (overig),,,,,ALB.CHEM (overig),479,LAB-Chem-diversen,,,,1,,,62,g/l,g/L,,,,,numericitems,363,363,ALB.CHEM (other)
9939,Pls.Totaal Eiwit (bloed),,,,,Pls.Totaal Eiwit (bloed),490,LAB-Chem-bloed,,,,1,,,62,g/l,g/L,,,,,numericitems,3176,3176,Pls.Total Protein (blood)
9940,plsTOT.EIW. (overig),,,,,plsTOT.EIW. (overig),479,LAB-Chem-diversen,,,,1,,,62,g/l,g/L,,,,,numericitems,306,306,plsTOT.EIW. (other)
9941,Kreatinine (bloed),serum creatinine,LOINC,15045-8,Creatine [Moles/volume] in Serum or Plasma,Kreatinine (bloed),490,LAB-Chem-bloed,,,,1,,,99,µmol/l,umol/L,60,110,,,numericitems,196186,196186,serum creatinine
9942,Kreatinine (Jaffé) (overig),,,,,Kreatinine (Jaffé) (overig),479,LAB-Chem-diversen,,,,1,,,99,µmol/l,umol/L,,,,,numericitems,43,43,Creatinine (Jaffe) (other)
9943,Ureum (bloed),,,,,Ureum (bloed),490,LAB-Chem-bloed,,,,1,,,97,mmol/l,mmol/L,3,"7,5",,,numericitems,107581,107581,Urea (blood)
9944,UREUM (overig),,,,,UREUM (overig),479,LAB-Chem-diversen,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,59,59,UREA (other)
9945,Bilirubine (bloed),bilirubin total,LOINC,54363-7,Bilirubin.total [Moles/volume] in Blood,Bilirubine (bloed),490,LAB-Chem-bloed,,,,1,,,99,µmol/l,umol/L,0,20,,,numericitems,57386,57386,bilirubin total
9946,BILIRUBINE (overig),,,,,BILIRUBINE (overig),479,LAB-Chem-diversen,,,,1,,,99,µmol/l,umol/L,,,,,numericitems,149,149,BILIRUBIN (other)
9947,Glucose (bloed),glucose,LOINC,15074-8,Glucose [Moles/volume] in Blood,Glucose (bloed),490,LAB-Chem-bloed,,,,1,,,97,mmol/l,mmol/L,"3,8",8,,,numericitems,820898,820898,glucose
9948,Glucose (overig),,,,,Glucose (overig),479,LAB-Chem-diversen,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,317,317,Glucose (other)
9949,Glucose (liquor),,,,,Glucose (liquor),477,LAB-Chem-liquor,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,3218,3218,Glucose (liqueur)
9950,Urinezuur (bloed),,,,,Urinezuur (bloed),490,LAB-Chem-bloed,,,,1,,,99,µmol/l,umol/L,200,450,,,numericitems,2489,2489,Uric acid (blood)
9952,Magnesium (bloed),,,,,Magnesium (bloed),490,LAB-Chem-bloed,,,,1,,,97,mmol/l,mmol/L,"0,7",1,,,numericitems,127345,127345,magnesium (blood)
9953,Magnesium (overig),,,,,Magnesium (overig),479,LAB-Chem-diversen,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,24,24,Magnesium (other)
9954,Cholesterol (bloed),,,,,Cholesterol (bloed),490,LAB-Chem-bloed,,,,1,,,97,mmol/l,mmol/L,0,"6,5",,,numericitems,2386,2386,cholesterol (blood)
9955,CHOLESTER. (overig),,,,,CHOLESTER. (overig),479,LAB-Chem-diversen,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,47,47,CHOLESTER. (other)
9956,Triglyceriden (bloed),,,,,Triglyceriden (bloed),490,LAB-Chem-bloed,,,,1,,,97,mmol/l,mmol/L,0,2,,,numericitems,1486,1486,Triglycerides (blood)
9957,TRIGLYC. (overig),,,,,TRIGLYC. (overig),479,LAB-Chem-diversen,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,244,244,TRIGLYC. (other)
9958,Eiwit mg/L (liquor),,,,,Eiwit mg/L (liquor),477,LAB-Chem-liquor,,,,1,,,63,mg/l,mg/L,,,,,numericitems,2907,2907,Protein mg/L (liquor)
9959,EIWIT mg/l (overig),,,,,EIWIT mg/l (overig),479,LAB-Chem-diversen,,,,1,,,63,mg/l,mg/L,,,,,numericitems,1,1,PROTEIN mg/l (other)
9960,Hb (bloed),hemoglobin,LOINC,59260-0,Hemoglobin [Moles/volume] in Blood],Hb (bloed),500,LAB-Hem-bloed,,,,1,,,97,mmol/l,mmol/L,"7,5",11,,,numericitems,216027,216027,hemoglobin
9961,Hb (overig),,,,,Hb (overig),501,LAB-Hem-diversen,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,97,97,Hb (other)
9962,Ery's (bloed),,,,,Ery's (bloed),500,LAB-Hem-bloed,,,,1,,,53,10^12/l,10*12/L,4,"5,5",,,numericitems,12476,12476,Ery's (blood)
9963,Ery's (overig),,,,,Ery's (overig),501,LAB-Hem-diversen,,,,1,,,53,10^12/l,10*12/L,,,,,numericitems,12,12,Ery's (other)
9964,Thrombo's (bloed),platelets,LOINC,26515-7,Platelets [#/volume] in Blood,Thrombo's (bloed),500,LAB-Hem-bloed,,,,1,,,101,10^9/l,10*9/L,150,400,,,numericitems,214452,214452,platelets
9965,Leuco's (bloed),white blood cell count,LOINC,26464-8,Leukocytes [#/volume] in Blood,Leuco's (bloed),500,LAB-Hem-bloed,,,,1,,,101,10^9/l,10*9/L,4,10,,,numericitems,191174,191174,white blood cell count
9966,Leuco's (overig),,,,,Leuco's (overig),501,LAB-Hem-diversen,,,,1,,,101,10^9/l,10*9/L,,,,,numericitems,424,424,Leucos (other)
9967,Eo app (bloed),,,,,Eo app (bloed),500,LAB-Hem-bloed,,,,1,,,101,10^9/l,10*9/L,,"0,5",,,numericitems,10277,10277,Eo app (blood)
9968,MCV (bloed),,,,,MCV (bloed),500,LAB-Hem-bloed,,,,1,,,55,fl,fL,80,100,,,numericitems,8041,8041,MCV (blood)
9969,IgA (bloed),,,,,IgA (bloed),485,LAB-Imm-bloed,,,,1,,,62,g/l,g/L,"0,6","4,5",,,numericitems,133,133,IgA (blood)
9972,IgM (bloed),,,,,IgM (bloed),485,LAB-Imm-bloed,,,,1,,,62,g/l,g/L,"0,32","2,87",,,numericitems,148,148,IgM (blood)
9975,Albumine (imm.) (bloed),,,,,Albumine (imm.) (bloed),490,LAB-Chem-bloed,,,,1,,,62,g/l,g/L,35,50,,,numericitems,77,77,Albumin (imm.) (blood)
9977,IgG (bloed),,,,,IgG (bloed),485,LAB-Imm-bloed,,,,1,,,62,g/l,g/L,"5,7","17,1",,,numericitems,222,222,IgG (blood)
9978,IgG (urine),,,,,IgG (urine),488,LAB-Imm-urine,,,,1,,,63,mg/l,mg/L,,,,,numericitems,2,2,IgG (urine)
9980,a-1-Antitrypsine (bloed),,,,,a-1-Antitrypsine (bloed),485,LAB-Imm-bloed,,,,1,,,62,g/l,g/L,"0,9",2,,,numericitems,49,49,a-1-Antitrypsin (blood)
9981,Transferrine (bloed),,,,,Transferrine (bloed),490,LAB-Chem-bloed,,,,1,,,62,g/l,g/L,2,"3,6",,,numericitems,25,25,Transferrin (blood)
9982,Transferrine (urine),,,,,Transferrine (urine),480,LAB-Chem-urine,,,,1,,,63,mg/l,mg/L,,,,,numericitems,2,2,Transferrin (urine)
9983,Androsteendion (bloed),,,,,Androsteendion (bloed),478,LAB-Endo-bloed,,,,1,,,44,nmol/l,nmol/L,,,,,numericitems,4,4,Androstenedione (blood)
9984,DHEA-sulfaat (bloed),,,,,DHEA-sulfaat (bloed),478,LAB-Endo-bloed,,,,1,,,99,µmol/l,umol/L,,,,,numericitems,69,69,DHEA sulfate (blood)
9985,Testosteron (bloed),,,,,Testosteron (bloed),478,LAB-Endo-bloed,,,,1,,,44,nmol/l,nmol/L,,,,,numericitems,18,18,Testosterone (blood)
9989,Fibrinogeen (bloed),,,,,Fibrinogeen (bloed),500,LAB-Hem-bloed,,,,1,,,62,g/l,g/L,2,4,,,numericitems,1444,1444,Fibrinogen (blood)
9990,pCO2 (bloed),partial pressure of carbon dioxide in blood,LOINC,11557-6,Carbon dioxide [Partial pressure] in Blood,pCO2 (bloed),491,LAB-Astr-bloed,,,,1,,,173,mmHg,mm[Hg],35,45,,,numericitems,659807,659807,partial pressure of carbon dioxide in blood
9991,pCO2 (overig),,,,,pCO2 (overig),512,LAB-Astr-diversen,,,,1,,,173,mmHg,mm[Hg],,,,,numericitems,21,21,pCO2 (other)
9992,Act.HCO3 (bloed),,,,,Act.HCO3 (bloed),491,LAB-Astr-bloed,,,,1,,,97,mmol/l,mmol/L,22,28,,,numericitems,657442,657442,Act.HCO3 (blood)
9993,act.HCO3 (overig),,,,,act.HCO3 (overig),492,LAB-Divers-diversen,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,6,6,act.HCO3 (other)
9994,B.E. (bloed),,,,,B.E. (bloed),491,LAB-Astr-bloed,,,,1,,,97,mmol/l,mmol/L,-2,3,,,numericitems,654665,654665,B.E. (blood)
9995,B.E. (overig),,,,,B.E. (overig),492,LAB-Divers-diversen,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,5,5,B.E. (other)
9996,PO2 (bloed),partial pressure of oxygen blood,LOINC,11556-8,Oxygen [Partial pressure] in Blood,PO2 (bloed),491,LAB-Astr-bloed,,,,1,,,173,mmHg,mm[Hg],76,,,,numericitems,654417,654417,partial pressure of oxygen blood
9997,pO2 (overig),,,,,pO2 (overig),512,LAB-Astr-diversen,,,,1,,,173,mmHg,mm[Hg],,,,,numericitems,14,14,pO2 (other)
10000,Toxicologisch onderzoek (bloed),,,,,Toxicologisch onderzoek (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,2,2,Toxicological testing (blood)
10004,TOX. OND.2 (bloed),,,,,TOX. OND.2 (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,1,1,TOX. OND.2 (blood)
10008,TOX. OND.3 (bloed),,,,,TOX. OND.3 (bloed),482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,,,,,numericitems,1,1,TOX. OND.3 (blood)
10024,Paracetamol (bloed),,,,,Paracetamol (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,192,192,Paracetamol (blood)
10028,Ethanol apotheek (bloed),,,,,Ethanol apotheek (bloed),482,LAB-Tox-bloed,,,,1,,,62,g/l,g/L,"1,5",,,,numericitems,546,546,Ethanol pharmacy (blood)
10032,Methanol (bloed),,,,,Methanol (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,4,4,Methanol (blood)
10038,Lood (bloed),,,,,Lood (bloed),490,LAB-Chem-bloed,,,,1,,,41,µg/l,ug/L,,,,,numericitems,2,2,Lead (blood)
10051,Serum Totaal Eiwit (bloed),,,,,Serum Totaal Eiwit (bloed),490,LAB-Chem-bloed,,,,1,,,62,g/l,g/L,,,,,numericitems,257,257,Serum Total Protein (blood)
10052,Ammoniak (bloed),,,,,Ammoniak (bloed),490,LAB-Chem-bloed,,,,1,,,99,µmol/l,umol/L,0,50,,,numericitems,1704,1704,Ammonia (blood)
10053,Lactaat (bloed),lactate,LOINC,32693-4,Lactate [Moles/volume] in Blood,Lactaat (bloed),490,LAB-Chem-bloed,,,,1,,,97,mmol/l,mmol/L,0,"2,2",,,numericitems,182155,182155,lactate
10054,Fe (bloed),,,,,Fe (bloed),490,LAB-Chem-bloed,,,,1,,,99,µmol/l,umol/L,10,32,,,numericitems,1025,1025,Fe (blood)
10055,TYBC (bloed),,,,,TYBC (bloed),490,LAB-Chem-bloed,,,,1,,,99,µmol/l,umol/L,45,90,,,numericitems,977,977,TYBC (blood)
10056,Hdl-Chol (bloed),,,,,Hdl-Chol (bloed),490,LAB-Chem-bloed,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,1081,1081,Hdl Chol (blood)
10057,LDL (Ber.) (bloed),,,,,LDL (Ber.) (bloed),490,LAB-Chem-bloed,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,1035,1035,LDL (Ber.) (blood)
10064,FFA (bloed),,,,,FFA (bloed),490,LAB-Chem-bloed,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,11,11,FFA (blood)
10065,Zink (bloed),,,,,Zink (bloed),490,LAB-Chem-bloed,,,,1,,,99,µmol/l,umol/L,11,19,,,numericitems,1439,1439,Zinc (blood)
10067,Citraat (bloed),,,,,Citraat (bloed),490,LAB-Chem-bloed,,,,1,,,97,mmol/l,mmol/L,0,"0,2",,,numericitems,148,148,Citrate (blood)
10068,Citraat (urine),,,,,Citraat (urine),480,LAB-Chem-urine,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,2,2,Citrate (urine)
10070,Fructosamine (bloed),,,,,Fructosamine (bloed),490,LAB-Chem-bloed,,,,1,,,99,µmol/l,umol/L,,,,,numericitems,1,1,Fructosamine (blood)
10072,Galzuren (bloed),,,,,Galzuren (bloed),490,LAB-Chem-bloed,,,,1,,,99,µmol/l,umol/L,,,,,numericitems,4,4,Bile acids (blood)
10073,Vit-B1 (bloed),,,,,Vit-B1 (bloed),490,LAB-Chem-bloed,,,,1,,,44,nmol/l,nmol/L,80,160,,,numericitems,685,685,Vit-B1 (blood)
10074,Vit-B6 (bloed),,,,,Vit-B6 (bloed),490,LAB-Chem-bloed,,,,1,,,44,nmol/l,nmol/L,18,100,,,numericitems,49,49,Vit-B6 (blood)
10075,Vit-A (bloed),,,,,Vit-A (bloed),490,LAB-Chem-bloed,,,,1,,,99,µmol/l,umol/L,"1,2",3,,,numericitems,9,9,Vit-A (blood)
10076,Vit-E (bloed),,,,,Vit-E (bloed),490,LAB-Chem-bloed,,,,1,,,99,µmol/l,umol/L,20,39,,,numericitems,11,11,Vit-E (blood)
10077,B-Caroteen (bloed),,,,,B-Caroteen (bloed),490,LAB-Chem-bloed,,,,1,,,99,µmol/l,umol/L,"0,2","1,6",,,numericitems,3,3,B-carotene (blood)
10079,CRP (bloed),,,,,CRP (bloed),500,LAB-Hem-bloed,,,,1,,,63,mg/l,mg/L,0,8,,,numericitems,82347,82347,CRP (blood)
10082,Gluc.Kwan. (urine),,,,,Gluc.Kwan. (urine),480,LAB-Chem-urine,,,,1,,,97,mmol/l,mmol/L,,,,,numericitems,33,33,Gluc.Kwan. (urine)
10090,Fluconazol (bloed),,,,,Fluconazol (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,13,13,Fluconazole (blood)
10092,Itraconazol (bloed),,,,,Itraconazol (bloed),482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,4,4,Itraconazole (blood)
10094,"Itraconazol, hydroxy (bloed)",,,,,"Itraconazol, hydroxy (bloed)",482,LAB-Tox-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,4,4,"Itraconazole, hydroxy (blood)"
10100,"Sertraline, desmethyl (bloed)",,,,,"Sertraline, desmethyl (bloed)",482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,,,,,numericitems,1,1,"Sertraline, desmethyl (blood)"
10102,Venlafaxine (bloed),,,,,Venlafaxine (bloed),482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,,,,,numericitems,11,11,Venlafaxine (blood)
10104,"Venlafaxine, desmethyl (bloed)",,,,,"Venlafaxine, desmethyl (bloed)",482,LAB-Tox-bloed,,,,1,,,41,µg/l,ug/L,,,,,numericitems,11,11,"Venlafaxine, desmethyl (blood)"
10114,IgM (liquor),,,,,IgM (liquor),509,LAB-Imm-liquor,,,,1,,,63,mg/l,mg/L,,,,,numericitems,14,14,IgM (liqueur)
10115,IgG (liquor),,,,,IgG (liquor),509,LAB-Imm-liquor,,,,1,,,63,mg/l,mg/L,,,,,numericitems,323,323,IgG (liqueur)
10116,Albumine (imm.) (liquor),,,,,Albumine (imm.) (liquor),477,LAB-Chem-liquor,,,,1,,,63,mg/l,mg/L,,,,,numericitems,329,329,Albumin (imm.) (liquor)
10120,PRE-ALB. (bloed),,,,,PRE-ALB. (bloed),490,LAB-Chem-bloed,,,,1,,,62,g/l,g/L,"0,18","0,45",,,numericitems,1,1,PRE-ALB. (blood)
10129,Haptoglobine (bloed),,,,,Haptoglobine (bloed),500,LAB-Hem-bloed,,,,1,,,62,g/l,g/L,"0,3",2,,,numericitems,375,375,Haptoglobin (blood)
10131,Ceruloplasmine (bloed),,,,,Ceruloplasmine (bloed),490,LAB-Chem-bloed,,,,1,,,62,g/l,g/L,"0,2","0,6",,,numericitems,24,24,Ceruloplasmin (blood)
10135,C3 (bloed),,,,,C3 (bloed),485,LAB-Imm-bloed,,,,1,,,62,g/l,g/L,"0,9","1,8",,,numericitems,86,86,C3 (blood)
10137,C4 (bloed),,,,,C4 (bloed),485,LAB-Imm-bloed,,,,1,,,62,g/l,g/L,"0,16","0,47",,,numericitems,86,86,C4 (blood)
10139,C3-PROACT. (bloed),,,,,C3-PROACT. (bloed),485,LAB-Imm-bloed,,,,1,,,62,g/l,g/L,"0,19","0,5",,,numericitems,5,5,C3 PROACT. (blood)
10141,Apolipoproteïne A1 (bloed),,,,,Apolipoproteïne A1 (bloed),490,LAB-Chem-bloed,,,,1,,,62,g/l,g/L,,,,,numericitems,4,4,Apolipoprotein A1 (blood)
10142,Apolipoproteïne B (bloed),,,,,Apolipoproteïne B (bloed),490,LAB-Chem-bloed,,,,1,,,62,g/l,g/L,,,,,numericitems,3,3,Apolipoprotein B (blood)
10151,FIBRONECT. (bloed),,,,,FIBRONECT. (bloed),500,LAB-Hem-bloed,,,,1,,,63,mg/l,mg/L,,,,,numericitems,4,4,FIBRONECT. (blood)
10152,Subkl. 1 (bloed),,,,,Subkl. 1 (bloed),500,LAB-Hem-bloed,,,,1,,,62,g/l,g/L,,,,,numericitems,35,35,Subcl. 1 (blood)
10153,Subkl. 2 (bloed),,,,,Subkl. 2 (bloed),500,LAB-Hem-bloed,,,,1,,,62,g/l,g/L,,,,,numericitems,35,35,Subcl. 2 (blood)
10154,Subkl. 3 (bloed),,,,,Subkl. 3 (bloed),500,LAB-Hem-bloed,,,,1,,,62,g/l,g/L,,,,,numericitems,35,35,Subcl. 3 (blood)
10155,Subkl. 4 (bloed),,,,,Subkl. 4 (bloed),500,LAB-Hem-bloed,,,,1,,,62,g/l,g/L,,,,,numericitems,35,35,Subcl. 4 (blood)
10156,AFP (bloed),,,,,AFP (bloed),490,LAB-Chem-bloed,,,,1,,,41,µg/l,ug/L,0,5,,,numericitems,89,89,AFP (blood)
10157,AFP (liquor),,,,,AFP (liquor),477,LAB-Chem-liquor,,,,1,,,41,µg/l,ug/L,,,,,numericitems,5,5,AFP (liqueur)
10159,CEA (bloed),,,,,CEA (bloed),490,LAB-Chem-bloed,,,,1,,,41,µg/l,ug/L,0,10,,,numericitems,106,106,CEA (blood)
10162,Ferritine (bloed),,,,,Ferritine (bloed),490,LAB-Chem-bloed,,,,1,,,41,µg/l,ug/L,20,300,,,numericitems,999,999,Ferritin (blood)
10163,B2-Microglobuline (bloed),,,,,B2-Microglobuline (bloed),490,LAB-Chem-bloed,,,,1,,,63,mg/l,mg/L,"0,6","2,2",,,numericitems,13,13,B2-Microglobulin (blood)
10164,B2-Microglobuline (urine),,,,,B2-Microglobuline (urine),480,LAB-Chem-urine,,,,1,,,41,µg/l,ug/L,,,,,numericitems,2,2,B2-Microglobulin (urine)
10165,B2-MICRO (urine),,,,,B2-MICRO (urine),481,LAB-Chem-verz. urine,,,,1,,,41,µg/l,ug/L,,,,,numericitems,2,2,B2-MICRO (urine)
10167,SCC (bloed),,,,,SCC (bloed),485,LAB-Imm-bloed,,,,1,,,41,µg/l,ug/L,,,,,numericitems,13,13,SCC (blood)
10169,PSA (bloed),,,,,PSA (bloed),490,LAB-Chem-bloed,,,,1,,,41,µg/l,ug/L,,,,,numericitems,97,97,PSA (blood)
10173,Vit-B12 (bloed),,,,,Vit-B12 (bloed),490,LAB-Chem-bloed,,,,1,,,98,pmol/l,pmol/L,156,672,,,numericitems,442,442,Vit-B12 (blood)
10174,Foliumzuur (bloed),,,,,Foliumzuur (bloed),490,LAB-Chem-bloed,,,,1,,,44,nmol/l,nmol/L,"5,4",,,,numericitems,359,359,folic acid (blood)
10175,Fibrinogeen  (bloed),,,,,Fibrinogeen  (bloed),500,LAB-Hem-bloed,,,,1,,,62,g/l,g/L,2,4,,,numericitems,2744,2744,Fibrinogen (blood)
10176,Bloedingstijd (oud) (bloed),,,,,Bloedingstijd (oud) (bloed),500,LAB-Hem-bloed,,,,1,,,4,min,min,0,6,,,numericitems,43,43,Bleeding time (old) (blood)
10178,Tijd Na Pr. (semen),,,,,Tijd Na Pr. (semen),511,LAB-Divers-semen,,,,1,,,4,min,min,,,,,numericitems,1,1,Time After Pr. (semen)
10179,Vervl.Na (semen),,,,,Vervl.Na (semen),511,LAB-Divers-semen,,,,1,,,4,min,min,,,,,numericitems,1,1,Exl.After (semen)
10180,Volume (semen),,,,,Volume (semen),511,LAB-Divers-semen,,,,1,,,6,ml,mL,,,,,numericitems,1,1,Volume (semen)
