source_concept_id,source_concept,item_en,vocabulary_id,vocabulary_concept_code,vocabulary_concept_name,abbreviation,categoryid,category,category_en,ordercategoryid,ordercategory,islabresult,valueid,value,unitid,unit,ucum_code,low_normal_value,high_normal_value,expected_min_value,expected_max_value,table,count,count_validated,source_concept_en
11190,R.CONERII (bloed),,,,,R.CONERII (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,5,5,R.CONERII (blood)
11192,Sediment (overig),,,,,Sediment (overig),492,LAB-Divers-diversen,,,,1,,,,,,,,,,freetextitems,1,1,Sediment (other)
11197,EIWIT kwal (overig),,,,,EIWIT kwal (overig),486,LAB-Imm-diversen,,,,1,,,,,,,,,,freetextitems,1,1,PROTEIN jellyfish (other)
11206,R.typhi (bloed),,,,,R.typhi (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,3,3,R.typhi (blood)
11207,Occ.Bloed (faeces),,,,,Occ.Bloed (faeces),567,LAB-Hem-faeces,,,,1,,,,,,,,,,freetextitems,36,36,Occ.Blood (feces)
11208,OCC.BLOED (overig),,,,,OCC.BLOED (overig),501,LAB-Hem-diversen,,,,1,,,,,,,,,,freetextitems,1,1,OCC.BLOOD (other)
11209,Vertering (faeces),,,,,Vertering (faeces),568,LAB-Divers-faeces,,,,1,,,,,,,,,,freetextitems,3,3,Digestion (feces)
11211,Zetmeel (faeces),,,,,Zetmeel (faeces),568,LAB-Divers-faeces,,,,1,,,,,,,,,,freetextitems,16,16,Starch (faeces)
11213,Spiervezel (faeces),,,,,Spiervezel (faeces),568,LAB-Divers-faeces,,,,1,,,,,,,,,,freetextitems,17,17,Muscle fiber (faeces)
11215,Vet (faeces),,,,,Vet (faeces),568,LAB-Divers-faeces,,,,1,,,,,,,,,,freetextitems,16,16,Fat (feces)
11217,Vetzuren (faeces),,,,,Vetzuren (faeces),568,LAB-Divers-faeces,,,,1,,,,,,,,,,freetextitems,16,16,Fatty acids (faeces)
11220,Spijt Bew. (bloed),,,,,Spijt Bew. (bloed),497,LAB-Divers-bloed,,,,1,,,,,,,,,,freetextitems,3611,3611,Regret Edit (blood)
11221,Spijt Bew. (urine),,,,,Spijt Bew. (urine),499,LAB-Divers-urine,,,,1,,,,,,,,,,freetextitems,2,2,Regret Edit (urine)
11224,SPYT bew. (overig),,,,,SPYT bew. (overig),492,LAB-Divers-diversen,,,,1,,,,,,,,,,freetextitems,2,2,SPYT edit (other)
11225,R.OVERIGEN (bloed),,,,,R.OVERIGEN (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,6,6,R.OTHER (blood)
11227,Hb/ERY's (overig),,,,,Hb/ERY's (overig),501,LAB-Hem-diversen,,,,1,,,,,,,,,,freetextitems,3,3,Hb/ERYs (other)
11228,C.JEJUNI (bloed),,,,,C.JEJUNI (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,4,4,C.JEJUNI (blood)
11229,Varicella-Zoster virus DNA PCR (liquor),,,,,Varicella-Zoster virus DNA PCR (liquor),539,LAB-Viro-Micro-liquor,,,,1,,,,,,,,,,freetextitems,83,83,Varicella-Zoster virus DNA PCR (liquor)
11231,Varicella-Zoster virus DNA PCR (biopt),,,,,Varicella-Zoster virus DNA PCR (biopt),555,LAB-Viro-Micro-biopt,,,,1,,,,,,,,,,freetextitems,2,2,Varicella-Zoster virus DNA PCR (biopsy)
11232,Varicella-Zoster virus DNA PCR (overig),,,,,Varicella-Zoster virus DNA PCR (overig),542,LAB-Viro-Micro-diversen,,,,1,,,,,,,,,,freetextitems,35,35,Varicella-Zoster virus DNA PCR (other)
11233,Hb/ERY's (verz. urine),,,,,Hb/ERY's-vur,566,LAB-Hem-verz. urine,,,,1,,,,,,,,,,freetextitems,1,1,Hb/ERYs (saturated urine)
11234,EIWIT kwal (verz. urine),,,,,EIWIT kwal-vur,489,LAB-Imm-verz. urine,,,,1,,,,,,,,,,freetextitems,1,1,PROTEIN jellyfish (saturated urine)
11247,Borrelia Ig totaal (bloed),,,,,Borrelia Ig totaal (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,55,55,Borrelia Ig total (blood)
11248,Overige Ext PCR (sputum),,,,,Overige Ext PCR (sputum),527,LAB-Viro-Micro-sputum,,,,1,,,,,,,,,,freetextitems,6,6,Other Ext PCR (sputum)
11252,Factor II Mutatie (bloed),,,,,Factor II Mutatie (bloed),500,LAB-Hem-bloed,,,,1,,,,,,,,,,freetextitems,14,14,Factor II Mutation (blood)
11254,Chlm.PnIgA (bloed),,,,,Chlm.PnIgA (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,204,204,Chlm.PnIgA (blood)
11255,Q-fever IgG (bloed),,,,,Q-fever IgG (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,11,11,Q fever IgG (blood)
11256,Inf. A IgG (bloed),,,,,Inf. A IgG (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,3,3,Inf. A IgG (blood)
11257,Inf. A IgA (bloed),,,,,Inf. A IgA (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,37,37,Inf. A IgA (blood)
11258,Inf. B IgG (bloed),,,,,Inf. B IgG (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,3,3,Inf. B IgG (blood)
11259,Inf. B IgA (bloed),,,,,Inf. B IgA (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,37,37,Inf. B IgA (blood)
11260,P.Inf1 IgG (bloed),,,,,P.Inf1 IgG (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,3,3,P.Inf1 IgG (blood)
11261,P.Inf2 IgG (bloed),,,,,P.Inf2 IgG (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,3,3,P.Inf2 IgG (blood)
11262,P.Inf3 IgG (bloed),,,,,P.Inf3 IgG (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,3,3,P.Inf3 IgG (blood)
11263,P.Inf. IgA (bloed),,,,,P.Inf. IgA (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,36,36,P.Inf. IgA (blood)
11264,Borrelia Ig totaal (liquor),,,,,Borrelia Ig totaal (liquor),539,LAB-Viro-Micro-liquor,,,,1,,,,,,,,,,freetextitems,22,22,Borrelia Ig total (liquor)
11265,Ag.detect (overig),,,,,Ag.detect (overig),542,LAB-Viro-Micro-diversen,,,,1,,,,,,,,,,freetextitems,1,1,Ag.detect (other)
11266,Ag.detect (urine),,,,,Ag.detect (urine),550,LAB-Viro-Micro-urine,,,,1,,,,,,,,,,freetextitems,256,256,Ag.detect (urine)
11267,LEGIONELLA (urine),,,,,LEGIONELLA (urine),550,LAB-Viro-Micro-urine,,,,1,,,,,,,,,,freetextitems,10,10,LEGIONELLA (urine)
11269,HSV type 1 DNA PCR (liquor),,,,,HSV type 1 DNA PCR (liquor),539,LAB-Viro-Micro-liquor,,,,1,,,,,,,,,,freetextitems,199,199,HSV type 1 DNA PCR (liquid)
11270,HSV type 1 DNA PCR (overig),,,,,HSV type 1 DNA PCR (overig),542,LAB-Viro-Micro-diversen,,,,1,,,,,,,,,,freetextitems,239,239,HSV type 1 DNA PCR (other)
11271,HSV type 2 DNA PCR (liquor),,,,,HSV type 2 DNA PCR (liquor),539,LAB-Viro-Micro-liquor,,,,1,,,,,,,,,,freetextitems,200,200,HSV type 2 DNA PCR (liquid)
11272,HSV type 2 DNA PCR (overig),,,,,HSV type 2 DNA PCR (overig),542,LAB-Viro-Micro-diversen,,,,1,,,,,,,,,,freetextitems,231,231,HSV type 2 DNA PCR (other)
11277,Celrijkheid (beenmerg),,,,,Celrijkheid (beenmerg),571,LAB-Hem-beenmerg,,,,1,,,,,,,,,,freetextitems,174,174,Cell richness (bone marrow)
11278,Kwaliteit (bloed),,,,,Kwaliteit (bloed),500,LAB-Hem-bloed,,,,1,,,,,,,,,,freetextitems,158,158,Quality (blood)
11279,Uitrijping Wit (beenmerg),,,,,Uitrijping Wit (beenmerg),571,LAB-Hem-beenmerg,,,,1,,,,,,,,,,freetextitems,147,147,Maturation White (bone marrow)
11280,Megakaryocyten (beenmerg),,,,,Megakaryocyten (beenmerg),500,LAB-Hem-bloed,,,,1,,,,,,,,,,freetextitems,171,171,Megakaryocytes (bone marrow)
11281,Uitrijping Megakaryocyten (beenmerg),,,,,Uitrijping Megakaryocyten (beenmerg),571,LAB-Hem-beenmerg,,,,1,,,,,,,,,,freetextitems,147,147,Maturation of Megakaryocytes (bone marrow)
11282,Uitrijping Rood (beenmerg),,,,,Uitrijping Rood (beenmerg),571,LAB-Hem-beenmerg,,,,1,,,,,,,,,,freetextitems,136,136,Maturation Red (bone marrow)
11283,Ijzer Centraal (bloed),,,,,Ijzer Centraal (bloed),500,LAB-Hem-bloed,,,,1,,,,,,,,,,freetextitems,72,72,Iron Central (blood)
11284,Conclusie: (bloed),,,,,Conclusie:-blo,500,LAB-Hem-bloed,,,,1,,,,,,,,,,freetextitems,202,202,Conclusion: (blood)
11285,Beoordeeld (beenmerg),,,,,Beoordeeld (beenmerg),571,LAB-Hem-beenmerg,,,,1,,,,,,,,,,freetextitems,205,205,Rated (bone marrow)
11286,MYC.PN IgM (bloed),,,,,MYC.PN IgM (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,29,29,MYC.PN IgM (blood)
11287,B.burg.IgM (bloed),,,,,B.burg.IgM (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,17,17,B.burg.IgM (blood)
11288,B.burg.IgM (liquor),,,,,B.burg.IgM (liquor),539,LAB-Viro-Micro-liquor,,,,1,,,,,,,,,,freetextitems,3,3,B.burg.IgM (liquor)
11289,Conclusie: (beenmerg),,,,,Conclusie: (beenmerg),571,LAB-Hem-beenmerg,,,,1,,,,,,,,,,freetextitems,19,19,Conclusion: (bone marrow)
11294,Overige Ext PCR (biopt),,,,,Overige Ext PCR (biopt),555,LAB-Viro-Micro-biopt,,,,1,,,,,,,,,,freetextitems,7,7,Other Ext PCR (biopsy)
11295,Sediment screening (urine),,,,,Sediment screening (urine),499,LAB-Divers-urine,,,,1,,,,,,,,,,freetextitems,734,734,Sediment screening (urine)
11300,Arachidonzuur (bloed),,,,,Arachidonzuur (bloed),497,LAB-Divers-bloed,,,,1,,,,,,,,,,freetextitems,52,52,Arachidonic acid (blood)
11304,BCR ABL kwalitatief (bloed),,,,,BCR ABL kwalitatief (bloed),500,LAB-Hem-bloed,,,,1,,,,,,,,,,freetextitems,14,14,BCR ABL qualitative (blood)
11305,BCR ABL kwalitatief (beenmerg),,,,,BCR ABL kwalitatief (beenmerg),571,LAB-Hem-beenmerg,,,,1,,,,,,,,,,freetextitems,25,25,BCR ABL qualitative (bone marrow)
11307,t(8;21) (bloed),,,,,t(8;21) (bloed),500,LAB-Hem-bloed,,,,1,,,,,,,,,,freetextitems,8,8,t(8;21) (blood)
11308,t(8;21) (beenmerg),,,,,t(8;21) (beenmerg),571,LAB-Hem-beenmerg,,,,1,,,,,,,,,,freetextitems,18,18,t(8;21) (bone marrow)
11310,Inv (16) (bloed),,,,,Inv (16) (bloed),500,LAB-Hem-bloed,,,,1,,,,,,,,,,freetextitems,8,8,Inv (16) (blood)
11311,Inv (16) (beenmerg),,,,,Inv (16) (beenmerg),571,LAB-Hem-beenmerg,,,,1,,,,,,,,,,freetextitems,18,18,Inv (16) (bone marrow)
11313,t(15;17) (bloed),,,,,t(15;17) (bloed),500,LAB-Hem-bloed,,,,1,,,,,,,,,,freetextitems,9,9,t(15;17) (blood)
11314,t(15;17) (beenmerg),,,,,t(15;17) (beenmerg),571,LAB-Hem-beenmerg,,,,1,,,,,,,,,,freetextitems,20,20,t(15;17) (bone marrow)
11316,MLL11Q23 (bloed),,,,,MLL11Q23 (bloed),500,LAB-Hem-bloed,,,,1,,,,,,,,,,freetextitems,8,8,MLL11Q23 (blood)
11317,MLL11Q23 (beenmerg),,,,,MLL11Q23 (beenmerg),571,LAB-Hem-beenmerg,,,,1,,,,,,,,,,freetextitems,19,19,MLL11Q23 (bone marrow)
11327,Materiaal: (bloed),,,,,Materiaal: (bloed),497,LAB-Divers-bloed,,,,1,,,,,,,,,,freetextitems,46,46,Material: (blood)
11328,Materiaal: (beenmerg),,,,,Materiaal: (beenmerg),573,LAB-Divers-beenmerg,,,,1,,,,,,,,,,freetextitems,42,42,Material: (bone marrow)
11330,Chlamydia trachomatis DNA screening PCR (cervix),,,,,Chlamydia trachomatis DNA screening PCR (cervix),545,LAB-Viro-Micro-cervix,,,,1,,,,,,,,,,freetextitems,10,10,Chlamydia trachomatis DNA screening PCR (cervix)
11333,Chlam.PCR (urine),,,,,Chlam.PCR (urine),550,LAB-Viro-Micro-urine,,,,1,,,,,,,,,,freetextitems,1,1,Chlam.PCR (urine)
11334,Strongyl. (bloed),,,,,Strongyl. (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,17,17,Strongyl. (blood)
11337,Verdenking (bloed),,,,,Verdenking (bloed),500,LAB-Hem-bloed,,,,1,,,,,,,,,,freetextitems,20,20,Suspicion (blood)
11338,Verdenking (urine),,,,,Verdenking (urine),499,LAB-Divers-urine,,,,1,,,,,,,,,,freetextitems,5,5,Suspicion (urine)
11339,Verdenking (verz. urine),,,,,Verdenking-vur,507,LAB-Divers-verz. urine,,,,1,,,,,,,,,,freetextitems,3,3,Suspicion (sat. urine)
11340,Follow-Up (bloed),,,,,Follow-Up (bloed),497,LAB-Divers-bloed,,,,1,,,,,,,,,,freetextitems,7,7,Follow-Up (blood)
11342,Follow-Up (verz. urine),,,,,Follow-Up (verz. urine),507,LAB-Divers-verz. urine,,,,1,,,,,,,,,,freetextitems,1,1,Follow-Up (sat. urine)
11348,Helicobacter pylori Ag (faeces),,,,,Helicobacter pylori Ag (faeces),540,LAB-Viro-Micro-faeces,,,,1,,,,,,,,,,freetextitems,4,4,Helicobacter pylori Ag (faeces)
11353,STR % Donor Mnc (bloed),,,,,STR % Donor Mnc (bloed),500,LAB-Hem-bloed,,,,1,,,,,,,,,,freetextitems,44,44,STR % Donor Mnc (blood)
11354,STR % Donor Mnc (beenmerg),,,,,STR % Donor Mnc (beenmerg),571,LAB-Hem-beenmerg,,,,1,,,,,,,,,,freetextitems,5,5,STR % Donor Mnc (bone marrow)
11356,STR % Donor Granulocyten (bloed),,,,,STR % Donor Granulocyten (bloed),500,LAB-Hem-bloed,,,,1,,,,,,,,,,freetextitems,1,1,STR % Donor Granulocytes (blood)
11361,KGC-Leiden (bloed),,,,,KGC-Leiden (bloed),561,LAB-Viro-Micro-bloed,,,,1,,,,,,,,,,freetextitems,1,1,KGC-Leiden (blood)
11362,Spijt (bloed),,,,,Spijt (bloed),497,LAB-Divers-bloed,,,,1,,,,,,,,,,freetextitems,43,43,Regret (blood)
11369,Materiaal (overig),,,,,Materiaal (overig),492,LAB-Divers-diversen,,,,1,,,,,,,,,,freetextitems,12,12,Material (other)
11370,PTT-LAC (bloed),,,,,PTT-LAC (bloed),500,LAB-Hem-bloed,,,,1,,,,,,,,,,freetextitems,214,214,PTT-LAC (blood)
11372,LEPTOSPIR. (bloed),,,,,LEPTOSPIR. (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,9,9,LEPTOSPIR. (blood)
11373,Q-fever IgM (bloed),,,,,Q-fever IgM (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,6,6,Q fever IgM (blood)
11375,A.fum as-ag (bloed),,,,,A.fum as-ag (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,41,41,A.fum as-ag (blood)
11378,Epstein Barr Virus VCA IgG (bloed),,,,,Epstein Barr Virus VCA IgG (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,208,208,Epstein Barr Virus VCA IgG (blood)
11379,Epstein Barr Virus VCA IgM (bloed),,,,,Epstein Barr Virus VCA IgM (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,181,181,Epstein Barr Virus VCA IgM (blood)
11381,A.fum as-ag (liquor),,,,,A.fum as-ag (liquor),539,LAB-Viro-Micro-liquor,,,,1,,,,,,,,,,freetextitems,2,2,A.fum as-ag (liquor)
11382,Epstein Barr Virus nuclear antigen (EBNA) (bloed),,,,,Epstein Barr Virus nuclear antigen (EBNA) (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,146,146,Epstein Barr Virus nuclear antigen (EBNA) (blood)
11384,Hepatitis A Ig totaal (bloed),,,,,Hepatitis A Ig totaal (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,76,76,Hepatitis A Ig total (blood)
11385,Hepatitis A IgM (bloed),,,,,Hepatitis A IgM (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,93,93,Hepatitis A IgM (blood)
11386,HBsAg (bloed),,,,,HBsAg (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,1019,1019,HBsAg (blood)
11387,A-HBc TOT (bloed),,,,,A-HBc TOT (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,233,233,A-HBc TOT (blood)
11388,HBcore IgM (bloed),,,,,HBcore IgM (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,8,8,HBcore IgM (blood)
11389,HBe (bloed),,,,,HBe (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,17,17,HBe (blood)
11390,LEGIONELLA (bloed),,,,,LEGIONELLA (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,34,34,LEGIONELLA (blood)
11391,HBe Ig totaal (bloed),,,,,HBe Ig totaal (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,38,38,HBe Ig total (blood)
11394,HBV QPCR     (bloed),,,,,HBV QPCR     (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,5,5,HBV QPCR (blood)
11395,HCV Ig totaal (bloed),,,,,HCV Ig totaal (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,551,551,HCV Ig total (blood)
11396,HCV QPCR     (bloed),,,,,HCV QPCR     (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,1,1,HCV QPCR (blood)
11399,Hepatitis D (delta) antistoffen (bloed),,,,,Hepatitis D (delta) antistoffen (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,6,6,Hepatitis D (delta) antibodies (blood)
11400,CMV IgG (bloed),,,,,CMV IgG (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,252,252,CMV IgG (blood)
11401,Legion. IF (bloed),,,,,Legion. IF (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,28,28,Legion. IF (blood)
11402,CMV IgM (bloed),,,,,CMV IgM (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,210,210,CMV IgM (blood)
11404,Rubella IgG (bloed),,,,,Rubella IgG (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,14,14,Rubella IgG (blood)
11405,Rubella IgM (bloed),,,,,Rubella IgM (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,10,10,Rubella IgM (blood)
11406,Parvo virus IgG (bloed),,,,,Parvo virus IgG (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,35,35,Parvo virus IgG (blood)
11407,Parvo virus IgM (bloed),,,,,Parvo virus IgM (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,36,36,Parvo virus IgM (blood)
11408,HIV Ag+As (bloed),,,,,HIV Ag+As (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,614,614,HIV Ag+As (blood)
11409,Varicella-Zoster IgM (IF) (bloed),,,,,Varicella-Zoster IgM (IF) (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,34,34,Varicella-Zoster IgM (IF) (blood)
11410,Bof virus IgM (bloed),,,,,Bof virus IgM (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,1,1,Mumps virus IgM (blood)
11411,MAZEL. IgM (bloed),,,,,MAZEL. IgM (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,3,3,MAZEL. IgM (blood)
11412,LUES (serum),,,,,LUES-ser,495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,1,1,LUES (serum)
11414,HSV IgM (bloed),,,,,HSV IgM (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,81,81,HSV IgM (blood)
11415,Varicella-Zoster virus IgG (bloed),,,,,Varicella-Zoster virus IgG (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,59,59,Varicella-Zoster virus IgG (blood)
11416,Bof virus IgG (bloed),,,,,Bof virus IgG (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,1,1,Mumps virus IgG (blood)
11417,Mazelen IgG (bloed),,,,,Mazelen IgG (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,3,3,Measles IgG (blood)
11418,HSV IgG (bloed),,,,,HSV IgG (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,110,110,HSV IgG (blood)
11419,Human T-cell lymfotroop virus antistoffen (bloed),,,,,Human T-cell lymfotroop virus antistoffen (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,45,45,Human T-cell lymphotropic virus antibodies (blood)
11421,HANTAVIRUS (bloed),,,,,HANTAVIRUS (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,3,3,HANTAVIRUS (blood)
11422,DENG.VIRUS (bloed),,,,,DENG.VIRUS (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,2,2,DENG.VIRUS (blood)
11631,Aant.Cyl. (urine),,,,,Aant.Cyl. (urine),499,LAB-Divers-urine,,,,1,,,,,,,,,,freetextitems,867,867,No.Cyl. (urine)
11634,Aant.Krist (urine),,,,,Aant.Krist (urine),499,LAB-Divers-urine,,,,1,,,,,,,,,,freetextitems,768,768,Number Krist (urine)
11636,Ery's (urine),,,,,Ery's (urine),552,LAB-Hem-urine,,,,1,,,,,,,,,,freetextitems,5898,5898,Ery's (urine)
11641,Plav-Epith (urine),,,,,Plav-Epith (urine),499,LAB-Divers-urine,,,,1,,,,,,,,,,freetextitems,3023,3023,Plav-Epith (urine)
11644,Rond-Epith (urine),,,,,Rond-Epith (urine),499,LAB-Divers-urine,,,,1,,,,,,,,,,freetextitems,838,838,Rond-Epith (urine)
11646,Afname (bloed),specimen source,LOINC,47938-6,Specimen source [Identifier] of Body fluid,Afname (bloed),491,LAB-Astr-bloed,,,,1,,,,,,,,,,freetextitems,515230,515230,specimen source
11648,Dysm.Ery's (urine),,,,,Dysm.Ery's (urine),499,LAB-Divers-urine,,,,1,,,,,,,,,,freetextitems,479,479,Dysm.Ery's (urine)
11649,Dysm.Ery's scr (urine),,,,,Dysm.Ery's scr (urine),507,LAB-Divers-verz. urine,,,,1,,,,,,,,,,freetextitems,27,27,Dysm.Ery's scr (urine)
12150,Anti HBsAg testwaarde (bloed),,,,,Anti HBsAg testwaarde (bloed),495,LAB-Viro-Micro-serum,,,,1,,,,,,,,,,freetextitems,80,80,Anti HBsAg test value (blood)
12158,Conclusie:  (bloed),,,,,Conclusie:  (bloed),500,LAB-Hem-bloed,,,,1,,,,,,,,,,freetextitems,10,10,Conclusion: (blood)
12159,Conclusie MoDiag (bloed),,,,,Conclusie MoDiag (bloed),500,LAB-Hem-bloed,,,,1,,,,,,,,,,freetextitems,2,2,Conclusion MoDiag (blood)
12160,Conclusie MoDiag (beenmerg),,,,,Conclusie MoDiag (beenmerg),571,LAB-Hem-beenmerg,,,,1,,,,,,,,,,freetextitems,6,6,Conclusion MoDiag (bone marrow)
12166,1 EK-4 Verz (bloed),,,,,1 EK-4 Verz (bloed),497,LAB-Divers-bloed,,,,1,,,,,,,,,,freetextitems,45,45,1 EK-4 Verz (blood)
12167,2 EK-4 Verz (bloed),,,,,2 EK-4 Verz (bloed),497,LAB-Divers-bloed,,,,1,,,,,,,,,,freetextitems,6,6,2 EK-4 Verz (blood)
12168,1 EG-6 Verz (bloed),,,,,1 EG-6 Verz (bloed),497,LAB-Divers-bloed,,,,1,,,,,,,,,,freetextitems,59,59,1 EG-6 Verz (blood)
12169,2 EG-6 Verz (bloed),,,,,2 EG-6 Verz (bloed),497,LAB-Divers-bloed,,,,1,,,,,,,,,,freetextitems,16,16,2 EG-6 Verz (blood)
12170,3 EK-4 Verz (bloed),,,,,3 EK-4 Verz (bloed),497,LAB-Divers-bloed,,,,1,,,,,,,,,,freetextitems,4,4,3 EK-4 Verz (blood)
12171,3 EG-6 Verz (bloed),,,,,3 EG-6 Verz (bloed),497,LAB-Divers-bloed,,,,1,,,,,,,,,,freetextitems,8,8,3 EG-6 Verz (blood)
12183,1 HB-6 Verz (bloed),,,,,1 HB-6 Verz (bloed),497,LAB-Divers-bloed,,,,1,,,,,,,,,,freetextitems,24,24,1 HB-6 Verz (blood)
12184,2 HB-6 Verz (bloed),,,,,2 HB-6 Verz (bloed),497,LAB-Divers-bloed,,,,1,,,,,,,,,,freetextitems,7,7,2 HB-6 Verz (blood)
12185,3 HB-6 Verz (bloed),,,,,3 HB-6 Verz (bloed),497,LAB-Divers-bloed,,,,1,,,,,,,,,,freetextitems,13,13,3 HB-6 Verz (blood)
12200,Opmerking  (overig),,,,,Opmerking  (overig),492,LAB-Divers-diversen,,,,1,,,,,,,,,,freetextitems,3,3,Note (other)
12201,Opmerking:  (beenmerg),,,,,Opmerking:  (beenmerg),573,LAB-Divers-beenmerg,,,,1,,,,,,,,,,freetextitems,4,4,Note: (bone marrow)
12202,Opmerking: (beenmerg),,,,,Opmerking: (beenmerg),573,LAB-Divers-beenmerg,,,,1,,,,,,,,,,freetextitems,14,14,Note: (bone marrow)
12204,Opmerking  (bloed),,,,,Opmerking: (bloed),497,LAB-Divers-bloed,,,,1,,,,,,,,,,freetextitems,3,3,Note (blood)
12205,Opmerking   (bloed),,,,,Opmerking   (bloed),497,LAB-Divers-bloed,,,,1,,,,,,,,,,freetextitems,269,269,Note (blood)
12206,Opmerking: (bloed),,,,,Opmerking  (bloed),497,LAB-Divers-bloed,,,,1,,,,,,,,,,freetextitems,117,117,Note: (blood)
12208,Opmerking:  (bloed),,,,,Opmerking:  (bloed),497,LAB-Divers-bloed,,,,1,,,,,,,,,,freetextitems,1,1,Note: (blood)
12209,Opmerking:   (bloed),,,,,Opmerking:   (bloed),497,LAB-Divers-bloed,,,,1,,,,,,,,,,freetextitems,11,11,Note: (blood)
12242,1 SB-6 Verz (bloed),,,,,1 SB-6 Verz (bloed),497,LAB-Divers-bloed,,,,1,,,,,,,,,,freetextitems,1579,1579,1 SB-6 Verz (blood)
12243,2 SB-6 Verz (bloed),,,,,2 SB-6 Verz (bloed),497,LAB-Divers-bloed,,,,1,,,,,,,,,,freetextitems,77,77,2 SB-6 Verz (blood)
